casenumber,counts,day,hour,lat,location,lon,minute,month,neighborhood,offense_cat,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year
2018-00034009,0,5,22,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,58,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 22:58:00,Central Station,Not Used,No violations,2018
2018-00034009,0,5,22,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,58,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 22:58:00,Central Station,Not Used,No violations,2018
2018-00034009,0,5,22,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,58,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 22:58:00,Central Station,Not Used,No violations,2018
2018-00034009,0,5,22,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,58,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 22:58:00,Central Station,Not Used,No violations,2018
2018-00034009,0,5,22,41.82126820000001,64 Dartmouth Ave,-71.4036453,58,4,,other_crime,Missing Persons,2018-04-05 22:58:00,Central Station,Not Used,No violations,2018
2018-00034009,0,5,22,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,58,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 22:58:00,Central Station,Not Used,No violations,2018
2018-00034009,0,5,22,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,58,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 22:58:00,Central Station,Not Used,No violations,2018
2018-00034008,0,5,22,40.7546608,24 Tappan St,-74.15259940000001,56,4,Kearny,other_crime,Missing Persons,2018-04-05 22:56:00,Central Station,Not Used,No violations,2018
2018-00034008,0,5,22,40.754660799999996,24 Tappan St,-74.15259940000001,56,4,Kearny,other_crime,Missing Persons,2018-04-05 22:56:00,Central Station,Not Used,No violations,2018
2018-00034008,0,5,22,40.7546608,24 Tappan St,-74.15259940000001,56,4,Kearny,other_crime,Missing Persons,2018-04-05 22:56:00,Central Station,Not Used,No violations,2018
2018-00034008,0,5,22,41.82126820000001,24 Tappan St,-71.4036453,56,4,,other_crime,Missing Persons,2018-04-05 22:56:00,Central Station,Not Used,No violations,2018
2018-00034008,0,5,22,40.7546608,24 Tappan St,-74.15259940000001,56,4,Kearny,other_crime,Missing Persons,2018-04-05 22:56:00,Central Station,Not Used,No violations,2018
2018-00034008,0,5,22,40.754660799999996,24 Tappan St,-74.15259940000001,56,4,Kearny,other_crime,Missing Persons,2018-04-05 22:56:00,Central Station,Not Used,No violations,2018
2018-00034008,0,5,22,40.754660799999996,24 Tappan St,-74.15259940000001,56,4,Kearny,other_crime,Missing Persons,2018-04-05 22:56:00,Central Station,Not Used,No violations,2018
2018-00033994,0,5,21,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,52,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 21:52:00,Central Station,Not Used,No violations,2018
2018-00033994,0,5,21,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,52,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 21:52:00,Central Station,Not Used,No violations,2018
2018-00033994,0,5,21,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,52,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 21:52:00,Central Station,Not Used,No violations,2018
2018-00033994,0,5,21,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,52,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 21:52:00,Central Station,Not Used,No violations,2018
2018-00033994,0,5,21,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,52,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 21:52:00,Central Station,Not Used,No violations,2018
2018-00033994,0,5,21,41.82126820000001,64 Dartmouth Ave,-71.4036453,52,4,,other_crime,Missing Persons,2018-04-05 21:52:00,Central Station,Not Used,No violations,2018
2018-00033994,0,5,21,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,52,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 21:52:00,Central Station,Not Used,No violations,2018
2018-00033949,0,5,19,40.72472310000001,58 Diamond St,-73.9461656,7,4,Greenpoint,other_crime,Request for Assistance,2018-04-05 19:07:00,Central Station,Not Used,No violations,2018
2018-00033949,0,5,19,40.724723100000006,58 Diamond St,-73.9461656,7,4,Greenpoint,other_crime,Request for Assistance,2018-04-05 19:07:00,Central Station,Not Used,No violations,2018
2018-00033949,0,5,19,40.72472310000001,58 Diamond St,-73.9461656,7,4,Greenpoint,other_crime,Request for Assistance,2018-04-05 19:07:00,Central Station,Not Used,No violations,2018
2018-00033949,0,5,19,40.72472310000001,58 Diamond St,-73.9461656,7,4,Greenpoint,other_crime,Request for Assistance,2018-04-05 19:07:00,Central Station,Not Used,No violations,2018
2018-00033949,0,5,19,40.72472310000001,58 Diamond St,-73.9461656,7,4,Greenpoint,other_crime,Request for Assistance,2018-04-05 19:07:00,Central Station,Not Used,No violations,2018
2018-00033949,0,5,19,40.72472310000001,58 Diamond St,-73.9461656,7,4,Greenpoint,other_crime,Request for Assistance,2018-04-05 19:07:00,Central Station,Not Used,No violations,2018
2018-00033949,0,5,19,41.7870637,58 Diamond St,-71.3972345,7,4,,other_crime,Request for Assistance,2018-04-05 19:07:00,Central Station,Not Used,No violations,2018
2018-00033916,0,5,17,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,12,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 17:12:00,Central Station,Not Used,No violations,2018
2018-00033916,0,5,17,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,12,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 17:12:00,Central Station,Not Used,No violations,2018
2018-00033916,0,5,17,41.8434823,64 Dartmouth Ave,-71.4041507,12,4,,other_crime,Missing Persons,2018-04-05 17:12:00,Central Station,Not Used,No violations,2018
2018-00033916,0,5,17,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,12,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 17:12:00,Central Station,Not Used,No violations,2018
2018-00033916,0,5,17,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,12,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 17:12:00,Central Station,Not Used,No violations,2018
2018-00033916,0,5,17,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,12,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 17:12:00,Central Station,Not Used,No violations,2018
2018-00033916,0,5,17,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,12,4,Avondale Estates,other_crime,Missing Persons,2018-04-05 17:12:00,Central Station,Not Used,No violations,2018
2018-00033897,0,5,16,41.80834350000001,58 Dartmouth Ave,-71.4229282,6,4,Elmwood,other_crime,Missing Persons,2018-04-05 16:06:00,Central Station,Not Used,No violations,2018
2018-00033897,0,5,16,41.80834350000001,58 Dartmouth Ave,-71.4229282,6,4,Elmwood,other_crime,Missing Persons,2018-04-05 16:06:00,Central Station,Not Used,No violations,2018
2018-00033897,0,5,16,41.80834350000001,58 Dartmouth Ave,-71.4229282,6,4,Elmwood,other_crime,Missing Persons,2018-04-05 16:06:00,Central Station,Not Used,No violations,2018
2018-00033897,0,5,16,41.8244688,58 Dartmouth Ave,-71.4463365,6,4,,other_crime,Missing Persons,2018-04-05 16:06:00,Central Station,Not Used,No violations,2018
2018-00033897,0,5,16,41.80834350000001,58 Dartmouth Ave,-71.4229282,6,4,Elmwood,other_crime,Missing Persons,2018-04-05 16:06:00,Central Station,Not Used,No violations,2018
2018-00033897,0,5,16,41.80834350000001,58 Dartmouth Ave,-71.4229282,6,4,Elmwood,other_crime,Missing Persons,2018-04-05 16:06:00,Central Station,Not Used,No violations,2018
2018-00033897,0,5,16,41.80834350000001,58 Dartmouth Ave,-71.4229282,6,4,Elmwood,other_crime,Missing Persons,2018-04-05 16:06:00,Central Station,Not Used,No violations,2018
2018-00033883,0,5,15,41.7869467,1477 Broad St,-71.4028625,27,4,Washington Park,other_crime,Lost Article,2018-04-05 15:27:00,Central Station,Not Used,No violations,2018
2018-00033883,0,5,15,41.7869467,1477 Broad St,-71.4028625,27,4,Washington Park,other_crime,Lost Article,2018-04-05 15:27:00,Central Station,Not Used,No violations,2018
2018-00033883,0,5,15,41.7869467,1477 Broad St,-71.4028625,27,4,Washington Park,other_crime,Lost Article,2018-04-05 15:27:00,Central Station,Not Used,No violations,2018
2018-00033883,0,5,15,41.7869467,1477 Broad St,-71.4028625,27,4,Washington Park,other_crime,Lost Article,2018-04-05 15:27:00,Central Station,Not Used,No violations,2018
2018-00033883,0,5,15,41.7869467,1477 Broad St,-71.4028625,27,4,Washington Park,other_crime,Lost Article,2018-04-05 15:27:00,Central Station,Not Used,No violations,2018
2018-00033883,0,5,15,41.7869467,1477 Broad St,-71.4028625,27,4,Washington Park,other_crime,Lost Article,2018-04-05 15:27:00,Central Station,Not Used,No violations,2018
2018-00033883,0,5,15,41.8242506,1477 Broad St,-71.4463039,27,4,,other_crime,Lost Article,2018-04-05 15:27:00,Central Station,Not Used,No violations,2018
2018-00033847,0,5,13,41.8169108,160 Broad St,-71.4167171,50,4,Providence,other_crime,Disturbance,2018-04-05 13:50:46,TRichards,Not Used,No violations,2018
2018-00033847,0,5,13,41.8169108,160 Broad St,-71.4167171,50,4,Providence,other_crime,Disturbance,2018-04-05 13:50:46,TRichards,Not Used,No violations,2018
2018-00033847,0,5,13,41.816910799999995,160 Broad St,-71.4167171,50,4,Providence,other_crime,Disturbance,2018-04-05 13:50:46,TRichards,Not Used,No violations,2018
2018-00033847,0,5,13,41.816910799999995,160 Broad St,-71.4167171,50,4,Providence,other_crime,Disturbance,2018-04-05 13:50:46,TRichards,Not Used,No violations,2018
2018-00033847,0,5,13,41.82456060000001,160 Broad St,-71.4442268,50,4,,other_crime,Disturbance,2018-04-05 13:50:46,TRichards,Not Used,No violations,2018
2018-00033847,0,5,13,41.8169108,160 Broad St,-71.4167171,50,4,Providence,other_crime,Disturbance,2018-04-05 13:50:46,TRichards,Not Used,No violations,2018
2018-00033847,0,5,13,41.816910799999995,160 Broad St,-71.4167171,50,4,Providence,other_crime,Disturbance,2018-04-05 13:50:46,TRichards,Not Used,No violations,2018
2018-00033795,0,5,11,41.8068262,3 What Cheer Ave,-71.4564851,12,4,Silver Lake,other_crime,Request for Assistance,2018-04-05 11:12:39,JKane,Not Used,No violations,2018
2018-00033795,0,5,11,41.8068262,3 What Cheer Ave,-71.4564851,12,4,Silver Lake,other_crime,Request for Assistance,2018-04-05 11:12:39,JKane,Not Used,No violations,2018
2018-00033795,0,5,11,41.8068262,3 What Cheer Ave,-71.4564851,12,4,Silver Lake,other_crime,Request for Assistance,2018-04-05 11:12:39,JKane,Not Used,No violations,2018
2018-00033795,0,5,11,41.8068262,3 What Cheer Ave,-71.4564851,12,4,Silver Lake,other_crime,Request for Assistance,2018-04-05 11:12:39,JKane,Not Used,No violations,2018
2018-00033795,0,5,11,41.8213815,3 What Cheer Ave,-71.4490552,12,4,,other_crime,Request for Assistance,2018-04-05 11:12:39,JKane,Not Used,No violations,2018
2018-00033795,0,5,11,41.8068262,3 What Cheer Ave,-71.4564851,12,4,Silver Lake,other_crime,Request for Assistance,2018-04-05 11:12:39,JKane,Not Used,No violations,2018
2018-00033795,0,5,11,41.8068262,3 What Cheer Ave,-71.4564851,12,4,Silver Lake,other_crime,Request for Assistance,2018-04-05 11:12:39,JKane,Not Used,No violations,2018
2018-00033667,0,5,0,40.7573735,140 New York Ave,-73.24310890000002,59,4,Bay Shore,other_crime,Assistance Rendered,2018-04-05 00:59:09,PHourahan,Not Used,No violations,2018
2018-00033667,0,5,0,40.7573735,140 New York Ave,-73.24310890000001,59,4,Bay Shore,other_crime,Assistance Rendered,2018-04-05 00:59:09,PHourahan,Not Used,No violations,2018
2018-00033667,0,5,0,40.7573735,140 New York Ave,-73.24310890000002,59,4,Bay Shore,other_crime,Assistance Rendered,2018-04-05 00:59:09,PHourahan,Not Used,No violations,2018
2018-00033667,0,5,0,41.8231347,140 New York Ave,-71.4396153,59,4,,other_crime,Assistance Rendered,2018-04-05 00:59:09,PHourahan,Not Used,No violations,2018
2018-00033667,0,5,0,40.7573735,140 New York Ave,-73.24310890000002,59,4,Bay Shore,other_crime,Assistance Rendered,2018-04-05 00:59:09,PHourahan,Not Used,No violations,2018
2018-00033667,0,5,0,40.7573735,140 New York Ave,-73.24310890000002,59,4,Bay Shore,other_crime,Assistance Rendered,2018-04-05 00:59:09,PHourahan,Not Used,No violations,2018
2018-00033667,0,5,0,40.7573735,140 New York Ave,-73.24310890000002,59,4,Bay Shore,other_crime,Assistance Rendered,2018-04-05 00:59:09,PHourahan,Not Used,No violations,2018
2018-00033628,0,4,21,41.839153,139 Camden Ave,-71.426583,39,4,Smith Hill,other_crime,Medical Aid,2018-04-04 21:39:00,PHourahan,Not Used,No violations,2018
2018-00033628,0,4,21,41.839153,139 Camden Ave,-71.426583,39,4,Smith Hill,other_crime,Medical Aid,2018-04-04 21:39:00,PHourahan,Not Used,No violations,2018
2018-00033628,0,4,21,41.839153,139 Camden Ave,-71.426583,39,4,Smith Hill,other_crime,Medical Aid,2018-04-04 21:39:00,PHourahan,Not Used,No violations,2018
2018-00033628,0,4,21,41.8201012,139 Camden Ave,-71.45853819999998,39,4,,other_crime,Medical Aid,2018-04-04 21:39:00,PHourahan,Not Used,No violations,2018
2018-00033628,0,4,21,41.839153,139 Camden Ave,-71.426583,39,4,Smith Hill,other_crime,Medical Aid,2018-04-04 21:39:00,PHourahan,Not Used,No violations,2018
2018-00033628,0,4,21,41.839153,139 Camden Ave,-71.426583,39,4,Smith Hill,other_crime,Medical Aid,2018-04-04 21:39:00,PHourahan,Not Used,No violations,2018
2018-00033628,0,4,21,41.839153,139 Camden Ave,-71.426583,39,4,Smith Hill,other_crime,Medical Aid,2018-04-04 21:39:00,PHourahan,Not Used,No violations,2018
2018-00033608,0,4,21,41.79897800000001,182 Thurbers Ave,-71.40794509999998,20,4,Lower South Providence,other_crime,Request for Assistance,2018-04-04 21:20:00,Central Station,Not Used,No violations,2018
2018-00033608,0,4,21,41.8151624,182 Thurbers Ave,-71.4518925,20,4,,other_crime,Request for Assistance,2018-04-04 21:20:00,Central Station,Not Used,No violations,2018
2018-00033608,0,4,21,41.79897800000001,182 Thurbers Ave,-71.40794509999998,20,4,Lower South Providence,other_crime,Request for Assistance,2018-04-04 21:20:00,Central Station,Not Used,No violations,2018
2018-00033608,0,4,21,41.79897800000001,182 Thurbers Ave,-71.40794509999998,20,4,Lower South Providence,other_crime,Request for Assistance,2018-04-04 21:20:00,Central Station,Not Used,No violations,2018
2018-00033608,0,4,21,41.79897800000001,182 Thurbers Ave,-71.40794509999998,20,4,Lower South Providence,other_crime,Request for Assistance,2018-04-04 21:20:00,Central Station,Not Used,No violations,2018
2018-00033608,0,4,21,41.798978000000005,182 Thurbers Ave,-71.40794509999998,20,4,Lower South Providence,other_crime,Request for Assistance,2018-04-04 21:20:00,Central Station,Not Used,No violations,2018
2018-00033608,0,4,21,41.79897800000001,182 Thurbers Ave,-71.40794509999998,20,4,Lower South Providence,other_crime,Request for Assistance,2018-04-04 21:20:00,Central Station,Not Used,No violations,2018
2018-00033570,0,4,19,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,7,4,Avondale Estates,other_crime,Missing Persons,2018-04-04 19:07:00,Central Station,Not Used,No violations,2018
2018-00033570,0,4,19,41.8232178,64 Dartmouth Ave,-71.415727,7,4,,other_crime,Missing Persons,2018-04-04 19:07:00,Central Station,Not Used,No violations,2018
2018-00033570,0,4,19,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,7,4,Avondale Estates,other_crime,Missing Persons,2018-04-04 19:07:00,Central Station,Not Used,No violations,2018
2018-00033570,0,4,19,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,7,4,Avondale Estates,other_crime,Missing Persons,2018-04-04 19:07:00,Central Station,Not Used,No violations,2018
2018-00033570,0,4,19,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,7,4,Avondale Estates,other_crime,Missing Persons,2018-04-04 19:07:00,Central Station,Not Used,No violations,2018
2018-00033570,0,4,19,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,7,4,Avondale Estates,other_crime,Missing Persons,2018-04-04 19:07:00,Central Station,Not Used,No violations,2018
2018-00033570,0,4,19,33.76923729999999,64 Dartmouth Ave,-84.26882490000001,7,4,Avondale Estates,other_crime,Missing Persons,2018-04-04 19:07:00,Central Station,Not Used,No violations,2018
2018-00033548,0,4,18,33.9392986,142 Burnett St,-83.3802118,4,4,Athens,other_crime,Juvenile Matter,2018-04-04 18:04:00,TLambert,Not Used,No violations,2018
2018-00033548,0,4,18,41.8082529,142 Burnett St,-71.4066696,4,4,,other_crime,Juvenile Matter,2018-04-04 18:04:00,TLambert,Not Used,No violations,2018
2018-00033548,0,4,18,33.9392986,142 Burnett St,-83.3802118,4,4,Athens,other_crime,Juvenile Matter,2018-04-04 18:04:00,TLambert,Not Used,No violations,2018
2018-00033548,0,4,18,33.9392986,142 Burnett St,-83.3802118,4,4,Athens,other_crime,Juvenile Matter,2018-04-04 18:04:00,TLambert,Not Used,No violations,2018
2018-00033548,0,4,18,33.9392986,142 Burnett St,-83.3802118,4,4,Athens,other_crime,Juvenile Matter,2018-04-04 18:04:00,TLambert,Not Used,No violations,2018
2018-00033548,0,4,18,33.9392986,142 Burnett St,-83.3802118,4,4,Athens,other_crime,Juvenile Matter,2018-04-04 18:04:00,TLambert,Not Used,No violations,2018
2018-00033548,0,4,18,33.9392986,142 Burnett St,-83.3802118,4,4,Athens,other_crime,Juvenile Matter,2018-04-04 18:04:00,TLambert,Not Used,No violations,2018
2018-00033544,0,4,17,41.79085300000001,24 Tappan St,-71.43714720000001,47,4,,other_crime,Missing Persons,2018-04-04 17:47:00,Central Station,Not Used,No violations,2018
2018-00033544,0,4,17,40.754660799999996,24 Tappan St,-74.15259940000001,47,4,Kearny,other_crime,Missing Persons,2018-04-04 17:47:00,Central Station,Not Used,No violations,2018
2018-00033544,0,4,17,40.754660799999996,24 Tappan St,-74.15259940000001,47,4,Kearny,other_crime,Missing Persons,2018-04-04 17:47:00,Central Station,Not Used,No violations,2018
2018-00033544,0,4,17,40.7546608,24 Tappan St,-74.15259940000001,47,4,Kearny,other_crime,Missing Persons,2018-04-04 17:47:00,Central Station,Not Used,No violations,2018
2018-00033544,0,4,17,40.7546608,24 Tappan St,-74.15259940000001,47,4,Kearny,other_crime,Missing Persons,2018-04-04 17:47:00,Central Station,Not Used,No violations,2018
2018-00033544,0,4,17,40.7546608,24 Tappan St,-74.15259940000001,47,4,Kearny,other_crime,Missing Persons,2018-04-04 17:47:00,Central Station,Not Used,No violations,2018
2018-00033544,0,4,17,40.754660799999996,24 Tappan St,-74.15259940000001,47,4,Kearny,other_crime,Missing Persons,2018-04-04 17:47:00,Central Station,Not Used,No violations,2018
2018-00033527,0,4,16,43.6489973,144 Hanover St,-72.2537792,43,4,Lebanon,other_crime,Assistance Rendered,2018-04-04 16:43:00,LPelaez,Not Used,No violations,2018
2018-00033527,0,4,16,43.6489973,144 Hanover St,-72.2537792,43,4,Lebanon,other_crime,Assistance Rendered,2018-04-04 16:43:00,LPelaez,Not Used,No violations,2018
2018-00033527,0,4,16,43.6489973,144 Hanover St,-72.2537792,43,4,Lebanon,other_crime,Assistance Rendered,2018-04-04 16:43:00,LPelaez,Not Used,No violations,2018
2018-00033527,0,4,16,43.6489973,144 Hanover St,-72.2537792,43,4,Lebanon,other_crime,Assistance Rendered,2018-04-04 16:43:00,LPelaez,Not Used,No violations,2018
2018-00033527,0,4,16,41.7937454,144 Hanover St,-71.3948385,43,4,,other_crime,Assistance Rendered,2018-04-04 16:43:00,LPelaez,Not Used,No violations,2018
2018-00033527,0,4,16,43.6489973,144 Hanover St,-72.2537792,43,4,Lebanon,other_crime,Assistance Rendered,2018-04-04 16:43:00,LPelaez,Not Used,No violations,2018
2018-00033527,0,4,16,43.6489973,144 Hanover St,-72.2537792,43,4,Lebanon,other_crime,Assistance Rendered,2018-04-04 16:43:00,LPelaez,Not Used,No violations,2018
2018-00033523,0,4,16,41.790666,1450 Broad St,-71.4009212,29,4,,other_crime,Juvenile Matter,2018-04-04 16:29:12,JCotugno,Not Used,No violations,2018
2018-00033523,0,4,16,41.78802260000001,1450 Broad St,-71.40288559999998,29,4,Washington Park,other_crime,Juvenile Matter,2018-04-04 16:29:12,JCotugno,Not Used,No violations,2018
2018-00033523,0,4,16,41.78802260000001,1450 Broad St,-71.40288559999998,29,4,Washington Park,other_crime,Juvenile Matter,2018-04-04 16:29:12,JCotugno,Not Used,No violations,2018
2018-00033523,0,4,16,41.78802260000001,1450 Broad St,-71.40288559999998,29,4,Washington Park,other_crime,Juvenile Matter,2018-04-04 16:29:12,JCotugno,Not Used,No violations,2018
2018-00033523,0,4,16,41.78802260000001,1450 Broad St,-71.40288559999998,29,4,Washington Park,other_crime,Juvenile Matter,2018-04-04 16:29:12,JCotugno,Not Used,No violations,2018
2018-00033523,0,4,16,41.78802260000001,1450 Broad St,-71.40288559999998,29,4,Washington Park,other_crime,Juvenile Matter,2018-04-04 16:29:12,JCotugno,Not Used,No violations,2018
2018-00033523,0,4,16,41.788022600000005,1450 Broad St,-71.40288559999998,29,4,Washington Park,other_crime,Juvenile Matter,2018-04-04 16:29:12,JCotugno,Not Used,No violations,2018
2018-00033519,0,4,16,44.736013,30 America St,-75.2141197,27,4,New York,other_crime,Lost Article,2018-04-04 16:27:00,Central Station,Not Used,No violations,2018
2018-00033519,0,4,16,44.736013,30 America St,-75.2141197,27,4,New York,other_crime,Lost Article,2018-04-04 16:27:00,Central Station,Not Used,No violations,2018
2018-00033519,0,4,16,44.736013,30 America St,-75.2141197,27,4,New York,other_crime,Lost Article,2018-04-04 16:27:00,Central Station,Not Used,No violations,2018
2018-00033519,0,4,16,44.736013,30 America St,-75.2141197,27,4,New York,other_crime,Lost Article,2018-04-04 16:27:00,Central Station,Not Used,No violations,2018
2018-00033519,0,4,16,44.736013,30 America St,-75.2141197,27,4,New York,other_crime,Lost Article,2018-04-04 16:27:00,Central Station,Not Used,No violations,2018
2018-00033519,0,4,16,44.736013,30 America St,-75.2141197,27,4,New York,other_crime,Lost Article,2018-04-04 16:27:00,Central Station,Not Used,No violations,2018
2018-00033519,0,4,16,41.7903789,30 America St,-71.4011847,27,4,,other_crime,Lost Article,2018-04-04 16:27:00,Central Station,Not Used,No violations,2018
2018-00033499,0,4,15,40.7207365,136 Hudson St,-74.00845559999998,31,4,Manhattan,other_crime,Lost Article,2018-04-04 15:31:00,Central Station,Not Used,No violations,2018
2018-00033499,0,4,15,40.7207365,136 Hudson St,-74.00845559999998,31,4,Manhattan,other_crime,Lost Article,2018-04-04 15:31:00,Central Station,Not Used,No violations,2018
2018-00033499,0,4,15,41.7896224,136 Hudson St,-71.3958837,31,4,,other_crime,Lost Article,2018-04-04 15:31:00,Central Station,Not Used,No violations,2018
2018-00033499,0,4,15,40.7207365,136 Hudson St,-74.00845559999998,31,4,Manhattan,other_crime,Lost Article,2018-04-04 15:31:00,Central Station,Not Used,No violations,2018
2018-00033499,0,4,15,40.7207365,136 Hudson St,-74.00845559999998,31,4,Manhattan,other_crime,Lost Article,2018-04-04 15:31:00,Central Station,Not Used,No violations,2018
2018-00033499,0,4,15,40.7207365,136 Hudson St,-74.00845559999998,31,4,Manhattan,other_crime,Lost Article,2018-04-04 15:31:00,Central Station,Not Used,No violations,2018
2018-00033499,0,4,15,40.7207365,136 Hudson St,-74.00845559999998,31,4,Manhattan,other_crime,Lost Article,2018-04-04 15:31:00,Central Station,Not Used,No violations,2018
2018-00033320,0,4,0,43.4370729,230 S Main St,-71.65570100000002,45,4,Franklin,other_crime,Disturbance,2018-04-04 00:45:00,AMoore,Not Used,No violations,2018
2018-00033320,0,4,0,43.4370729,230 S Main St,-71.65570100000002,45,4,Franklin,other_crime,Disturbance,2018-04-04 00:45:00,AMoore,Not Used,No violations,2018
2018-00033320,0,4,0,41.83584000000001,230 S Main St,-71.4299782,45,4,,other_crime,Disturbance,2018-04-04 00:45:00,AMoore,Not Used,No violations,2018
2018-00033320,0,4,0,43.4370729,230 S Main St,-71.65570100000002,45,4,Franklin,other_crime,Disturbance,2018-04-04 00:45:00,AMoore,Not Used,No violations,2018
2018-00033320,0,4,0,43.4370729,230 S Main St,-71.65570100000002,45,4,Franklin,other_crime,Disturbance,2018-04-04 00:45:00,AMoore,Not Used,No violations,2018
2018-00033320,0,4,0,43.4370729,230 S Main St,-71.65570100000002,45,4,Franklin,other_crime,Disturbance,2018-04-04 00:45:00,AMoore,Not Used,No violations,2018
2018-00033320,0,4,0,43.4370729,230 S Main St,-71.65570100000001,45,4,Franklin,other_crime,Disturbance,2018-04-04 00:45:00,AMoore,Not Used,No violations,2018
2018-00033300,0,3,23,41.8067408,91 Peace St,-71.42358639999998,44,4,Elmwood,other_crime,Threats,2018-04-03 23:44:13,LTaveras,Not Used,No violations,2018
2018-00033300,0,3,23,41.8067408,91 Peace St,-71.42358639999998,44,4,Elmwood,other_crime,Threats,2018-04-03 23:44:13,LTaveras,Not Used,No violations,2018
2018-00033300,0,3,23,41.816994,91 Peace St,-71.4688568,44,4,,other_crime,Threats,2018-04-03 23:44:13,LTaveras,Not Used,No violations,2018
2018-00033300,0,3,23,41.8067408,91 Peace St,-71.42358639999998,44,4,Elmwood,other_crime,Threats,2018-04-03 23:44:13,LTaveras,Not Used,No violations,2018
2018-00033300,0,3,23,41.8067408,91 Peace St,-71.42358639999998,44,4,Elmwood,other_crime,Threats,2018-04-03 23:44:13,LTaveras,Not Used,No violations,2018
2018-00033300,0,3,23,41.8067408,91 Peace St,-71.42358639999998,44,4,Elmwood,other_crime,Threats,2018-04-03 23:44:13,LTaveras,Not Used,No violations,2018
2018-00033300,0,3,23,41.8067408,91 Peace St,-71.42358639999998,44,4,Elmwood,other_crime,Threats,2018-04-03 23:44:13,LTaveras,Not Used,No violations,2018
2018-00033287,0,3,22,41.813886,48 Wesleyan Ave,-71.4370729,36,4,,other_crime,Request for Assistance,2018-04-03 22:36:25,LTaveras,Not Used,No violations,2018
2018-00033287,0,3,22,41.8077049,48 Wesleyan Ave,-71.4195929,36,4,Upper South Providence,other_crime,Request for Assistance,2018-04-03 22:36:25,LTaveras,Not Used,No violations,2018
2018-00033287,0,3,22,41.8077049,48 Wesleyan Ave,-71.4195929,36,4,Upper South Providence,other_crime,Request for Assistance,2018-04-03 22:36:25,LTaveras,Not Used,No violations,2018
2018-00033287,0,3,22,41.8077049,48 Wesleyan Ave,-71.4195929,36,4,Upper South Providence,other_crime,Request for Assistance,2018-04-03 22:36:25,LTaveras,Not Used,No violations,2018
2018-00033287,0,3,22,41.8077049,48 Wesleyan Ave,-71.4195929,36,4,Upper South Providence,other_crime,Request for Assistance,2018-04-03 22:36:25,LTaveras,Not Used,No violations,2018
2018-00033287,0,3,22,41.8077049,48 Wesleyan Ave,-71.4195929,36,4,Upper South Providence,other_crime,Request for Assistance,2018-04-03 22:36:25,LTaveras,Not Used,No violations,2018
2018-00033287,0,3,22,41.8077049,48 Wesleyan Ave,-71.4195929,36,4,Upper South Providence,other_crime,Request for Assistance,2018-04-03 22:36:25,LTaveras,Not Used,No violations,2018
2018-00033275,0,3,22,41.81631549999999,1880 Westminster St,-71.4414855,17,4,Olneyville,other_crime,Juvenile Matter,2018-04-03 22:17:00,MClary,Not Used,No violations,2018
2018-00033275,0,3,22,41.81631549999999,1880 Westminster St,-71.4414855,17,4,Olneyville,other_crime,Juvenile Matter,2018-04-03 22:17:00,MClary,Not Used,No violations,2018
2018-00033275,0,3,22,41.81631549999999,1880 Westminster St,-71.4414855,17,4,Olneyville,other_crime,Juvenile Matter,2018-04-03 22:17:00,MClary,Not Used,No violations,2018
