casenumber,counts,day,hour,lat,location,lon,minute,month,neighborhood,offense_cat,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year
2018-00022540,0,3,19,41.80680770000001,627 Cranston St,-71.43639759999998,45,3,,,Request for Assistance,2018-03-03 19:45:00,Central Station,Not Used,No violations,2018
2018-00022500,0,3,17,,Potters Ave At Plain St,,25,3,,,Shots Fired,2018-03-03 17:25:00,JSmith,Not Used,No violations,2018
2018-00022494,0,3,17,41.8417761363636,65 March St,-71.4259640454545,14,3,,,Lost Article,2018-03-03 17:14:00,Central Station,Not Used,No violations,2018
2018-00022482,0,3,16,41.846159399723,24 Tappan St,-71.42720299674359,46,3,,,Missing Persons,2018-03-03 16:46:00,Central Station,Not Used,No violations,2018
2018-00022465,0,3,16,41.8195466,200 Wickenden St,-71.39944840000003,0,3,,,Trespass,2018-03-03 16:00:00,MCastillo,Not Used,No violations,2018
2018-00022457,0,3,15,41.81286125,306 Cranston St,-71.42888525,32,3,,,Lost Article,2018-03-03 15:32:00,Central Station,Not Used,No violations,2018
2018-00022444,0,3,14,41.846159399723,24 Tappan St,-71.42720299674359,58,3,,,Missing Persons,2018-03-03 14:58:00,Central Station,Not Used,No violations,2018
2018-00022435,0,3,14,41.8090356,65 Dora St,-71.4454424,4,3,,,Lost Article,2018-03-03 14:04:00,MChasse,Not Used,No violations,2018
2018-00022402,0,3,12,41.8392894,38 Upton Ave,-71.39093309999998,45,3,,,Property Damage,2018-03-03 12:45:50,EChin,Not Used,No violations,2018
2018-00022398,0,3,12,41.812711877550996,179 Pearl St,-71.4169294897959,38,3,,,Article Found,2018-03-03 12:38:49,TRichards,Not Used,No violations,2018
2018-00022349,0,3,10,41.8287403,146 Academy Ave,-71.4441871,32,3,,,Request for Assistance,2018-03-03 10:32:11,EChin,Not Used,No violations,2018
2018-00022281,0,3,4,,Brown St At Hidden St,,35,3,,,Juvenile Matter,2018-03-03 04:35:00,GVargas,Not Used,No violations,2018
2018-00022232,0,3,0,41.8072404,64 Waverly St,-71.43133909999997,42,3,,,Missing Persons,2018-03-03 00:42:00,JCascione,Not Used,No violations,2018
2018-00022130,0,2,18,41.797094799999996,136 Adelaide Ave,-71.420369,23,3,,,Article Found,2018-03-02 18:23:00,ASchneider,Not Used,No violations,2018
2018-00022103,0,2,17,41.814466303713296,101 Beacon Ave,-71.414355387309,41,3,,,Request for Assistance,2018-03-02 17:41:00,Central Station,Not Used,No violations,2018
2018-00022037,0,2,15,41.8185566,220 India St,-71.3911668,49,3,,,Property Damage,2018-03-02 15:49:00,Central Station,Not Used,No violations,2018
2018-00022041,0,2,15,,Elmwood Ave At Dartmouth Ave,,48,3,,,Request for Assistance,2018-03-02 15:48:00,ASchneider,Not Used,No violations,2018
2018-00022032,0,2,15,41.843844399999995,226 Nelson St,-71.4445613,39,3,,,Property Damage,2018-03-02 15:39:00,Central Station,Not Used,No violations,2018
2018-00021969,0,2,14,41.8099844890092,226 Sterling Ave,-71.45143912549891,1,3,,,Juvenile Matter,2018-03-02 14:01:26,LAndreozzi,Not Used,No violations,2018
2018-00021968,0,2,13,41.8180622231326,152 Springfield St,-71.4646032225629,59,3,,,Juvenile Matter,2018-03-02 13:59:47,MChasse,Not Used,No violations,2018
2018-00021958,0,2,13,41.834842200000004,48 Herschel St,-71.47019859999997,36,3,,,Property Damage,2018-03-02 13:36:00,RChin,Not Used,No violations,2018
2018-00021943,0,2,12,41.8133283,14 Alverson Ave,-71.4584608,47,3,,,Request for Assistance,2018-03-02 12:47:16,MChasse,Not Used,No violations,2018
2018-00021883,0,2,10,41.824589,746 Atwells Ave,-71.44141,53,3,,,Assistance Rendered,2018-03-02 10:53:27,LAndreozzi,Not Used,No violations,2018
2018-00021878,0,2,10,41.8196321,455 Wickenden St,-71.39301280000002,23,3,,,Request for Assistance,2018-03-02 10:23:11,BCorcoran,Not Used,No violations,2018
2018-00021879,0,2,10,,97 Naples St ,,21,3,,,Assistance Rendered,2018-03-02 10:21:04,DHull,Not Used,No violations,2018
2018-00021846,0,2,8,41.816646999999996,1 Valley St,-71.4403863,11,3,,,D.O.A.,2018-03-02 08:11:16,LAndreozzi,Not Used,No violations,2018
2018-00021845,0,2,8,41.826051799999995,5 Kepler St,-71.44282890000002,10,3,,,Alarm-Residental,2018-03-02 08:10:58,DHull,Not Used,No violations,2018
2018-00021770,0,2,1,41.824475,264 Weybosset ,-71.4097137,31,3,,,Threats,2018-03-02 01:31:00,LTaveras,Not Used,No violations,2018
2018-00021690,0,1,20,,Homestead Ave At Huntington Ave,,40,3,,,Suspicious Person,2018-03-01 20:40:00,LPelaez,Not Used,No violations,2018
2018-00021668,0,1,19,41.806358383078106,21 St James St ,-71.4160926177104,28,3,,,Missing Persons,2018-03-01 19:28:00,AFrancis,Not Used,No violations,2018
2018-00021651,0,1,18,41.809881,485 Cranston St,-71.4333359,36,3,,,Request for Assistance,2018-03-01 18:36:00,LPelaez,Not Used,No violations,2018
2018-00021612,0,1,16,41.791031,Broad Street ,-71.405884,46,3,,,Lost Article,2018-03-01 16:46:00,Central Station,Not Used,No violations,2018
2018-00021571,0,1,15,41.816745,Westminster Street ,-71.442818,7,3,,,Lost Article,2018-03-01 15:07:00,Central Station,Not Used,No violations,2018
2018-00021543,0,1,13,41.8090134375,47 Dora St,-71.4449758125,21,3,,,Juvenile Matter,2018-03-01 13:21:35,TGomes,Not Used,No violations,2018
2018-00021528,0,1,13,41.8177852776791,14 Barry Rd,-71.4518873611604,3,3,,,City Ordinance Violation,2018-03-01 13:03:00,KMelfi,Not Used,No violations,2018
2018-00021356,0,28,22,41.8108864,85 Clarence St,-71.4464738,36,2,,,Juvenile Matter,2018-02-28 22:36:00,MPlace,Not Used,No violations,2018
2018-00021279,0,28,17,41.80828320000001,64 Dartmouth Ave,-71.4230918,42,2,,,Missing Persons,2018-02-28 17:42:00,Central Station,Not Used,No violations,2018
2018-00021256,0,28,17,41.846159399723,24 Tappan St,-71.42720299674359,2,2,,,Missing Persons,2018-02-28 17:02:00,Central Station,Not Used,No violations,2018
2018-00021246,0,28,16,41.7882284,169 Calla St,-71.4095838,47,2,,,Lost Article,2018-02-28 16:47:00,Central Station,Not Used,No violations,2018
2018-00021233,0,28,15,41.823921399999996,472 Atwells Ave,-71.4330103,52,2,,,Request for Assistance,2018-02-28 15:52:00,LPelaez,Not Used,No violations,2018
2018-00021140,0,28,12,41.822927454817794,143 Dean St,-71.4239288161041,13,2,,,D.O.A.,2018-02-28 12:13:35,MCaraccia,Not Used,No violations,2018
2018-00021121,0,28,11,41.848924200000006,30 Touro St,-71.4186691,10,2,,,Medical Aid,2018-02-28 11:10:00,JLeone,Not Used,No violations,2018
2018-00021116,0,28,10,41.8236164,328 Atwells Ave,-71.4272333,57,2,,,Houese Fire,2018-02-28 10:57:00,MCaraccia,Not Used,No violations,2018
2018-00021061,0,28,6,,20 Balton St ,,42,2,,,Article Found,2018-02-28 06:42:32,WHutchinson,Not Used,No violations,2018
2018-00021059,0,28,6,41.8056894411765,337 Plain St ,-71.40973985294121,28,2,,,Missing Persons,2018-02-28 06:28:00,LTaveras,Not Used,No violations,2018
2018-00020951,0,27,21,41.8239891,Nan,-71.4128343,2,2,,,Request for Assistance,2018-02-27 21:02:00,MCastillo,Not Used,No violations,2018
2018-00020937,0,27,19,41.808783899999995,215 Althea St,-71.436835,54,2,,,"Assault,Simple",2018-02-27 19:54:00,LPelaez,Not Used,No violations,2018
2018-00020929,0,27,19,41.804948125,843 Potters Ave,-71.437262125,22,2,,,City Ordinance Violation,2018-02-27 19:22:00,LPelaez,Not Used,No violations,2018
2018-00020925,0,27,19,41.818584857142895,685 Westminster St,-71.419566,22,2,,,Medical Aid,2018-02-27 19:22:00,LPelaez,Not Used,No violations,2018
2018-00020911,0,27,18,41.80680770000001,627 Cranston St,-71.43639759999998,8,2,,,Request for Assistance,2018-02-27 18:08:00,LPelaez,Not Used,No violations,2018
2018-00020891,0,27,17,41.812166951854294,3 Arch St ,-71.42284537019749,21,2,,,Missing Persons,2018-02-27 17:21:00,ASchneider,Not Used,No violations,2018
2018-00020881,0,27,17,41.846159399723,24 Tappan St,-71.42720299674359,7,2,,,Missing Persons,2018-02-27 17:07:00,Central Station,Not Used,No violations,2018
2018-00020878,0,27,16,41.793486200000004,325 Niagara St,-71.41547790000001,52,2,,,Juvenile Matter,2018-02-27 16:52:00,JSmith,Not Used,No violations,2018
2018-00020843,0,27,15,,Branch Ave At Opper St,,38,2,,,Juvenile Matter,2018-02-27 15:38:00,EBreault,Not Used,No violations,2018
2018-00020837,0,27,15,41.8092434,99 Union Ave,-71.4389449,33,2,,,Motor Vehicle Violation,2018-02-27 15:33:00,LPelaez,Not Used,No violations,2018
2018-00020836,0,27,15,41.82255900000001,Empire Street ,-71.417435,32,2,,,Request for Assistance,2018-02-27 15:32:00,Central Station,Not Used,No violations,2018
2018-00020832,0,27,15,41.8302062954545,489 Angell St,-71.3880673181818,19,2,,,Trespass,2018-02-27 15:19:00,MCastillo,Not Used,No violations,2018
2018-00020831,0,27,15,41.846159399723,24 Tappan St,-71.42720299674359,16,2,,,Missing Persons,2018-02-27 15:16:00,Central Station,Not Used,No violations,2018
2018-00020829,0,27,14,41.809808,201 Messer St,-71.43425699999997,45,2,,,Larceny Theft,2018-02-27 14:45:00,LPelaez,Not Used,No violations,2018
2018-00020807,0,27,14,41.825093192176794,63 Westminster St,-71.4098908078232,43,2,,,Lost Article,2018-02-27 14:43:00,Central Station,Not Used,No violations,2018
2018-00020797,0,27,13,41.8364324,Chalkstone Ave ,-71.41358690000001,54,2,,,Juvenile Matter,2018-02-27 13:54:42,JKane,Not Used,No violations,2018
2018-00020786,0,27,13,41.8180622231326,152 Springfield St,-71.4646032225629,13,2,,,Juvenile Matter,2018-02-27 13:13:56,JKane,Not Used,No violations,2018
2018-00020755,0,27,11,41.827552,120 Waterman St,-71.3985396666667,6,2,,,Request for Assistance,2018-02-27 11:06:56,BCorcoran,Not Used,No violations,2018
2018-00020655,0,27,1,41.8148786,304 Pearl St,-71.42192109999998,54,2,,,Request for Assistance,2018-02-27 01:54:00,JCascione,Not Used,No violations,2018
2018-00020604,0,26,23,,Mitchell St At Niagara St,,9,2,,,Motor Vehicle Violation,2018-02-26 23:09:00,BMcParlin,Not Used,No violations,2018
2018-00020601,0,26,22,41.833305,Lloyd Ave ,-71.39529399999998,49,2,,,Request for Assistance,2018-02-26 22:49:00,Central Station,Not Used,No violations,2018
2018-00020583,0,26,21,41.820952,34 Bowdoin St,-71.4436395,25,2,,,Lost Article,2018-02-26 21:25:00,Central Station,Not Used,No violations,2018
2018-00020556,0,26,19,41.93615036983471,35 Desoto St,-71.3953001487408,55,2,,,Lost Article,2018-02-26 19:55:00,Central Station,Not Used,No violations,2018
2018-00020543,0,26,19,41.84177368181821,61 March St,-71.42596122727271,9,2,,,Lost Article,2018-02-26 19:09:00,Central Station,Not Used,No violations,2018
2018-00020485,0,26,16,41.8363848,45 Carrington Ave,-71.40281929999998,53,2,,,Lost Article,2018-02-26 16:53:00,Central Station,Not Used,No violations,2018
2018-00020470,0,26,16,41.8181328,100 Broad St,-71.41516379999999,19,2,,,Request for Assistance,2018-02-26 16:19:00,KMelfi,Not Used,No violations,2018
2018-00020466,0,26,16,41.7908692653061,25 Longfellow Ter,-71.420211244898,15,2,,,Lost Article,2018-02-26 16:15:00,Central Station,Not Used,No violations,2018
2018-00020459,0,26,15,41.81845120000001,129 Courtland St,-71.431099,50,2,,,Request for Assistance,2018-02-26 15:50:00,LPelaez,Not Used,No violations,2018
2018-00020429,0,26,14,41.83850635,50 Fillmore St,-71.422216842585,52,2,,,Juvenile Matter,2018-02-26 14:52:00,GValletta,Not Used,No violations,2018
2018-00020355,0,26,10,41.8018614,531 Dexter St,-71.43120429999998,53,2,,,Disturbance,2018-02-26 10:53:00,JDalton,Not Used,No violations,2018
2018-00020350,0,26,10,41.819252299999995,541 Hartford Ave,-71.46187370000001,28,2,,,Threats,2018-02-26 10:28:03,JKane,Not Used,No violations,2018
2018-00020344,0,26,10,41.8239891,Nan,-71.4128343,13,2,,,Article Found,2018-02-26 10:13:00,RChin,Not Used,No violations,2018
2018-00020203,0,25,21,41.8138466,343 Broad St,-71.4221319,42,2,,,Stolen Vehicle\Recovered,2018-02-25 21:42:00,CBrown,Not Used,No violations,2018
2018-00020200,0,25,21,41.8089083,110 Progress Ave,-71.44701620000002,29,2,,,Request for Assistance,2018-02-25 21:29:10,MDuffy,Not Used,No violations,2018
2018-00020051,0,25,10,41.809944739130394,17 Union Ave,-71.436161826087,11,2,,,Property Damage,2018-02-25 10:11:00,ECraven,Not Used,No violations,2018
2018-00020016,0,25,4,41.8279378297773,903 Providence Pl,-71.419823538074,51,2,,,Auto Towed,2018-02-25 04:51:00,MLuke,Not Used,Parking or MV Violation,2018
2018-00019897,0,24,23,,Eddy St At Pine St,,19,2,,,Medical Aid,2018-02-24 23:19:00,NCruz,Not Used,No violations,2018
2018-00019876,0,24,22,41.8130571,145 Magnolia St,-71.4463503,27,2,,,Medical Aid,2018-02-24 22:27:00,SSage,Not Used,No violations,2018
2018-00019743,0,24,14,,Hope St At Lewis St,,6,2,,,Motor Vehicle Violation,2018-02-24 14:06:19,WMann,Not Used,No violations,2018
2018-00019720,0,24,12,41.8279826,245 Waterman St,-71.38708940000002,50,2,,,Property Damage,2018-02-24 12:50:22,BCorcoran,Not Used,No violations,2018
2018-00019717,0,24,12,41.8105683367906,230 Roosevelt St,-71.451934006242,48,2,,,Threats,2018-02-24 12:48:23,MChasse,Not Used,No violations,2018
2018-00019692,0,24,11,,Washington Ave At Michigan Ave,,20,2,,,Request for Assistance,2018-02-24 11:20:32,NDarling,Not Used,No violations,2018
2018-00019663,0,24,9,41.82663820000001,99 Kennedy Plz,-71.4096412,36,2,,,Article Found,2018-02-24 09:36:00,RChin,Not Used,No violations,2018
2018-00019615,0,24,4,,Francis St At Smith St,,14,2,,,Auto Towed,2018-02-24 04:14:00,JHanley,Not Used,Parking or MV Violation,2018
2018-00019578,0,24,2,,206 Regan Street ,,20,2,,,Request for Assistance,2018-02-24 02:20:00,Central Station,Not Used,No violations,2018
2018-00019447,0,23,19,41.846159399723,24 Tappan St,-71.42720299674359,21,2,,,Missing Persons,2018-02-23 19:21:00,Central Station,Not Used,No violations,2018
2018-00019431,0,23,18,41.846159399723,24 Tappan St,-71.42720299674359,38,2,,,Missing Persons,2018-02-23 18:38:00,Central Station,Not Used,No violations,2018
2018-00019419,0,23,18,41.83850635,50 Fillmore St,-71.422216842585,2,2,,,Juvenile Matter,2018-02-23 18:02:00,Central Station,Not Used,No violations,2018
2018-00019377,0,23,16,41.78917,1396 Broad St,-71.40388279999998,27,2,,,Threats,2018-02-23 16:27:00,JButen,Not Used,No violations,2018
2018-00019367,0,23,16,41.8401706,24 Padelford St,-71.4063727,3,2,,,Lost Article,2018-02-23 16:03:00,Central Station,Not Used,No violations,2018
2018-00019334,0,23,14,41.8178387716334,335 Hartford Ave,-71.4542975481953,42,2,,,Property Damage,2018-02-23 14:42:00,KMelfi,Not Used,No violations,2018
2018-00019327,0,23,14,41.8099536,369 Blackstone St,-71.4190526,0,2,,,Request for Assistance,2018-02-23 14:00:30,TRichards,Not Used,No violations,2018
2018-00019307,0,23,13,41.811288399999995,66 Sterling Ave,-71.44604129999998,9,2,,,Request for Assistance,2018-02-23 13:09:06,JKane,Not Used,No violations,2018
2018-00019263,0,23,10,41.8112252,158 Messer St,-71.43508879999997,54,2,,,Juvenile Matter,2018-02-23 10:54:36,JDalton,Not Used,No violations,2018
2018-00019259,0,23,10,41.82034520000001,26 Grove St,-71.4295477,41,2,,,Harassment,2018-02-23 10:41:57,MCaraccia,Not Used,No violations,2018
2018-00019246,0,23,10,41.8112252,158 Messer St,-71.43508879999997,0,2,,,Juvenile Matter,2018-02-23 10:00:13,JDalton,Not Used,No violations,2018
2018-00019211,0,23,4,41.8132466666667,10 Bancroft St,-71.4481173333333,53,2,,,Assistance Rendered,2018-02-23 04:53:00,MPlace,Not Used,No violations,2018
2018-00019128,0,22,22,41.791119099999996,18 Jillson St,-71.404088,17,2,,,Missing Persons,2018-02-22 22:17:00,MClary,Not Used,No violations,2018
2018-00019103,0,22,20,41.846159399723,24 Tappan St,-71.42720299674359,33,2,,,Missing Persons,2018-02-22 20:33:00,Central Station,Not Used,No violations,2018
2018-00019092,0,22,20,41.846159399723,24 Tappan St,-71.42720299674359,9,2,,,Missing Persons,2018-02-22 20:09:00,Central Station,Not Used,No violations,2018
2018-00019067,0,22,18,41.908239875,342 Broad St,-71.393678375,42,2,,,Suspicious Person,2018-02-22 18:42:00,AFrancis,Not Used,No violations,2018
2018-00019061,0,22,18,,53 Gallantin Street ,,34,2,,,Lost Article,2018-02-22 18:34:00,Central Station,Not Used,No violations,2018
2018-00019025,0,22,17,41.827677,1 Providence Pl,-71.4166245,6,2,,,Lost Article,2018-02-22 17:06:00,Central Station,Not Used,No violations,2018
2018-00019022,0,22,16,41.787504299999995,1453 Broad St,-71.4032038,58,2,,,Lost Article,2018-02-22 16:58:00,Central Station,Not Used,No violations,2018
2018-00019012,0,22,16,,Linwood Ave At Cranston St,,45,2,,,Medical Aid,2018-02-22 16:45:00,LPelaez,Not Used,No violations,2018
2018-00018954,0,22,14,41.8180622231326,152 Springfield St,-71.4646032225629,52,2,,,Juvenile Matter,2018-02-22 14:52:20,JKane,Not Used,No violations,2018
2018-00018945,0,22,14,41.8180622231326,152 Springfield St,-71.4646032225629,11,2,,,Juvenile Matter,2018-02-22 14:11:40,JKane,Not Used,No violations,2018
2018-00018915,0,22,12,41.8203876,33 Hilarity St,-71.4624746,31,2,,,Request for Assistance,2018-02-22 12:31:56,JKane,Not Used,No violations,2018
2018-00018874,0,22,10,41.8213394,99 Kenyon St,-71.4262773,37,2,,,Assistance Rendered,2018-02-22 10:37:57,MCaraccia,Not Used,No violations,2018
2018-00018856,0,22,9,41.8453259,25 Grape St,-71.43000759999998,13,2,,,D.O.A.,2018-02-22 09:13:00,WDickie,Not Used,No violations,2018
2018-00018837,0,22,8,41.8080982,200 Allens Ave,-71.4030622,2,2,,,Property Damage,2018-02-22 08:02:04,TRichards,Not Used,No violations,2018
2018-00018824,0,22,5,41.8520561,164 Summit Ave,-71.3984379,50,2,,,Medical Aid,2018-02-22 05:50:00,GVargas,Not Used,No violations,2018
2018-00018817,0,22,4,41.8116811,593 Eddy St,-71.40937109999999,0,2,,,Request for Assistance,2018-02-22 04:00:00,PSalmons,Not Used,No violations,2018
2018-00018809,0,22,2,41.83317694349621,15 Clematis St,-71.4458040677135,43,2,,,Houese Fire,2018-02-22 02:43:13,LTaveras,Not Used,No violations,2018
2018-00018759,0,21,23,41.828697999999996,53 Pomona Ave,-71.4460898,33,2,,,Lost Article,2018-02-21 23:33:24,LTaveras,Not Used,No violations,2018
2018-00018742,0,21,22,41.80828320000001,64 Dartmouth Ave,-71.4230918,47,2,,,Missing Persons,2018-02-21 22:47:00,Central Station,Not Used,No violations,2018
2018-00018706,0,21,20,41.8536914,51 Vicksburg St,-71.433565,35,2,,,Animal Bite,2018-02-21 20:35:00,MClary,Not Used,No violations,2018
2018-00018607,0,21,16,41.846159399723,24 Tappan St,-71.42720299674359,56,2,,,Missing Persons,2018-02-21 16:56:00,Central Station,Not Used,No violations,2018
2018-00018603,0,21,16,41.846159399723,24 Tappan St,-71.42720299674359,45,2,,,Missing Persons,2018-02-21 16:45:00,Central Station,Not Used,No violations,2018
2018-00018604,0,21,16,,Union Ave At Waverly St,,45,2,,,Motor Vehicle Violation,2018-02-21 16:45:00,LPelaez,Not Used,No violations,2018
2018-00018593,0,21,16,41.7953063535864,670 Prairie Ave,-71.4103233238099,15,2,,,Juvenile Matter,2018-02-21 16:15:00,MMena-Torres,Not Used,No violations,2018
2018-00018583,0,21,15,41.80828320000001,64 Dartmouth Ave,-71.4230918,59,2,,,Missing Persons,2018-02-21 15:59:00,Central Station,Not Used,No violations,2018
2018-00018574,0,21,15,41.8323857,76 Keene St,-71.4026153,37,2,,,Lost Article,2018-02-21 15:37:00,Central Station,Not Used,No violations,2018
2018-00018567,0,21,15,41.846329,472 Tappan Street ,-71.426834,26,2,,,Lost Article,2018-02-21 15:26:00,Central Station,Not Used,No violations,2018
2018-00018517,0,21,13,41.8344795,324 Hope St,-71.4032561,35,2,,,Juvenile Matter,2018-02-21 13:35:00,CTorres,Not Used,No violations,2018
2018-00018483,0,21,12,41.9030321363636,162 Broad St,-71.3918481818182,0,2,,,D.O.A.,2018-02-21 12:00:00,MMena-Torres,Not Used,No violations,2018
2018-00018478,0,21,11,41.824045299999995,25 Dorrance St,-71.4128578,51,2,,,Suspicious Person,2018-02-21 11:51:51,RPiccirillo,Not Used,No violations,2018
2018-00018498,0,21,11,41.8535492,61 Ledge St,-71.41830159999998,30,2,,,Narcotics,2018-02-21 11:30:00,FColon,Not Used,No violations,2018
2018-00018437,0,21,9,41.8204456099756,36 Hilarity St,-71.462788775793,41,2,,,Request for Assistance,2018-02-21 09:41:00,JKane,Not Used,No violations,2018
2018-00018436,0,21,9,41.824300384036604,100 Westminster St,-71.41060897414219,35,2,,,Lost Article,2018-02-21 09:35:00,RChin,Not Used,No violations,2018
2018-00018331,0,21,0,41.8520561,164 Summit Ave,-71.3984379,13,2,,,Request for Assistance,2018-02-21 00:13:00,TCalandra,Not Used,No violations,2018
2018-00018242,0,20,19,41.8223715714286,57 Vinton St,-71.42960942857141,3,2,,,Lost Article,2018-02-20 19:03:00,Central Station,Not Used,No violations,2018
2018-00018221,0,20,18,41.80828320000001,64 Dartmouth Ave,-71.4230918,14,2,,,Missing Persons,2018-02-20 18:14:00,Central Station,Not Used,No violations,2018
2018-00018219,0,20,18,,Atwells Aveat John Partington Way ,,9,2,,,Disturbance,2018-02-20 18:09:00,LPelaez,Not Used,No violations,2018
2018-00018189,0,20,17,41.80828320000001,64 Dartmouth Ave,-71.4230918,27,2,,,Missing Persons,2018-02-20 17:27:00,Central Station,Not Used,No violations,2018
2018-00018182,0,20,17,41.8046262641587,514 Public Street ,-71.41842763522409,16,2,,,Lost Article,2018-02-20 17:16:00,Central Station,Not Used,No violations,2018
2018-00018168,0,20,17,41.846159399723,24 Tappan St,-71.42720299674359,1,2,,,Missing Persons,2018-02-20 17:01:00,Central Station,Not Used,No violations,2018
2018-00018165,0,20,16,,Dora St At Webster Ave,,55,2,,,Shots Fired,2018-02-20 16:55:00,DSirignano,Not Used,No violations,2018
2018-00018161,0,20,16,41.852357,650 Branch Ave,-71.425027,50,2,,,Lost Article,2018-02-20 16:50:00,Central Station,Not Used,No violations,2018
2018-00018132,0,20,15,41.803376,2 Salem St,-71.432703,17,2,,,Request for Assistance,2018-02-20 15:17:00,LPelaez,Not Used,No violations,2018
2018-00018095,0,20,14,41.830139,North Main St ,-71.410156,11,2,,,Medical Aid,2018-02-20 14:11:22,WHutchinson,Not Used,No violations,2018
2018-00018091,0,20,13,41.8462554959921,333 West River St ,-71.4130261636175,56,2,,,Threats,2018-02-20 13:56:16,MTella,Not Used,No violations,2018
2018-00018072,0,20,13,41.8208974,29 Celia St,-71.4675333,17,2,,,Sexual Assault,2018-02-20 13:17:45,JKane,Not Used,No violations,2018
2018-00018062,0,20,12,41.805498799999995,392 Public St,-71.4140506,57,2,,,Larceny Theft,2018-02-20 12:57:00,Central Station,Not Used,No violations,2018
2018-00018052,0,20,12,41.800035,131 Gallup St,-71.4128375,23,2,,,Missing Persons,2018-02-20 12:23:17,MChasse,Not Used,No violations,2018
2018-00017936,0,20,1,41.8116811,593 Eddy St,-71.40937109999999,43,2,,,Threats,2018-02-20 01:43:00,WSherrill,Not Used,No violations,2018
2018-00017900,0,20,0,,Douglas Aveatveazie St ,,1,2,,,Motor Vehicle Violation,2018-02-20 00:01:00,RMalloy,Not Used,No violations,2018
2018-00017826,0,19,19,41.846159399723,24 Tappan St,-71.42720299674359,30,2,,,Missing Persons,2018-02-19 19:30:00,Central Station,Not Used,No violations,2018
2018-00017807,0,19,18,41.821469799999996,376 Benefit St,-71.40324770000002,4,2,,,Lost Article,2018-02-19 18:04:00,Central Station,Not Used,No violations,2018
2018-00017802,0,19,17,41.80828320000001,64 Dartmouth Ave,-71.4230918,52,2,,,Missing Persons,2018-02-19 17:52:00,Central Station,Not Used,No violations,2018
2018-00017799,0,19,17,41.80828320000001,64 Dartmouth Ave,-71.4230918,35,2,,,Missing Persons,2018-02-19 17:35:00,Central Station,Not Used,No violations,2018
2018-00017776,0,19,16,41.820702000000004,264 Weybosset St,-71.4128809,10,2,,,Request for Assistance,2018-02-19 16:10:55,DBrien,Not Used,No violations,2018
2018-00017756,0,19,15,41.8040156,110 Daboll St,-71.4239532,17,2,,,Lost Article,2018-02-19 15:17:00,Central Station,Not Used,No violations,2018
2018-00017723,0,19,12,41.8157919,45 Dike St,-71.4411692,37,2,,,Lost Article,2018-02-19 12:37:54,MChasse,Not Used,No violations,2018
2018-00017676,0,19,9,41.791031,861 Broad St,-71.405884,52,2,,,Assistance Rendered,2018-02-19 09:52:47,TRichards,Not Used,No violations,2018
2018-00017664,0,19,9,41.8361950103695,501 N  Main St,-71.4095715583409,11,2,,,D.O.A.,2018-02-19 09:11:00,WMann,Not Used,No violations,2018
2018-00017598,0,19,0,41.8126594,23 Viola St,-71.4524822,38,2,,,Malicious Mischief,2018-02-19 00:38:00,LVadney,Not Used,No violations,2018
2018-00017578,0,18,23,,61What Cheer ,,29,2,,,Request for Assistance,2018-02-18 23:29:00,Central Station,Not Used,No violations,2018
2018-00017517,0,18,19,41.77855,34 Sawyer St,-71.4203469,57,2,,,Medical Aid,2018-02-18 19:57:00,ASchneider,Not Used,No violations,2018
2018-00017469,0,18,17,41.82395,356 Manton Ave ,-71.45208000000002,4,2,,,Lost Article,2018-02-18 17:04:00,Central Station,Not Used,No violations,2018
2018-00017285,0,18,0,41.825659,25 Cambridge St,-71.4448745,21,2,,,Medical Aid,2018-02-18 00:21:00,MLuke,Not Used,No violations,2018
2018-00017284,0,18,0,41.821058799999996,380 Westminster St,-71.4145968,8,2,,,Article Found,2018-02-18 00:08:00,RAbenante,Not Used,No violations,2018
2018-00017242,0,17,21,41.818425016129,700 Westminster St,-71.4194946935484,22,2,,,Request for Assistance,2018-02-17 21:22:00,KMelfi,Not Used,No violations,2018
2018-00017199,0,17,18,41.80828320000001,64 Dartmouth Ave,-71.4230918,36,2,,,Missing Persons,2018-02-17 18:36:00,Central Station,Not Used,No violations,2018
2018-00017151,0,17,16,41.8529155987147,106 8Th St,-71.39643867168091,22,2,,,Request for Assistance,2018-02-17 16:22:40,MGammino,Not Used,No violations,2018
2018-00017079,0,17,12,41.8226254166667,200 Dyer St,-71.40815158333331,45,2,,,D.O.A.,2018-02-17 12:45:34,TRose,Not Used,No violations,2018
2018-00016946,0,17,0,41.8536621,939 Douglas Ave,-71.43751429999998,25,2,,,Missing Persons,2018-02-17 00:25:00,Central Station,Not Used,No violations,2018
2018-00016936,0,16,23,41.8231555,204 Westminster St,-71.4119068,54,2,,,D.O.A.,2018-02-16 23:54:00,ADaCruz,Not Used,No violations,2018
2018-00016922,0,16,23,41.794557399999995,1137 Broad St,-71.4105438,20,2,,,Shots Fired,2018-02-16 23:20:00,PHourahan,Not Used,No violations,2018
2018-00016921,0,16,23,41.8536621,939 Douglas Ave,-71.43751429999998,17,2,,,Missing Persons,2018-02-16 23:17:00,Central Station,Not Used,No violations,2018
2018-00016880,0,16,20,,154 Gallop Street ,,8,2,,,Lost Article,2018-02-16 20:08:00,Central Station,Not Used,No violations,2018
