location,lat,lon,neighborhood,city
211 Roosevelt St,41.810654,-71.45229499999999,Silver Lake,Providence
208 Baker St,41.7926741,-71.4057416,Washington Park,Providence
94 Medway St,41.8293309,-71.3894751,Wayland,Providence
Salem St At Benedict St,41.8037924,-71.4323314,West End Providence,Providence
52 Monticello St,41.8519342,-71.4227238,Charles,Providence
377 Angell St,41.82911199999999,-71.3923949,,Providence
41 Pennsylvania Ave,41.797732,-71.4131453,Lower South Providence,Providence
21 March St,41.840927,-71.424549,Wanskuck,Providence
Hillview Ave At Trinidad St,41.848984,-71.4412919,Elmhurst,Providence
430 Angell St,41.8298715,-71.3904128,Wayland,Providence
871 Elmwood Ave,41.788719,-71.421487,Elmwood,Providence
95 Burnett St,41.8030846,-71.4281483,West End Providence,Providence
91 Touro St,41.846983,-71.4186884,Charles,Providence
317 Laurel Ave,41.8384108,-71.38251079999999,Blackstone,Providence
700 Main St ,41.8396769,-71.4094346,Mount Hope,Providence
40 Heath St,41.8150305,-71.45010309999999,Silver Lake,Providence
27 Matson Ave,41.8192782,-71.457419,Hartford,Providence
Park Ln At Dupont Dr,41.796503,-71.43675619999999,Reservoir,Providence
Huron St At Andem St,41.8306672,-71.4414369,Valley,Providence
129 Michigan Ave ,41.7872968,-71.39280529999999,Washington Park,Providence
245 Roger Williams Ave,41.7893055,-71.4289391,Reservoir,Providence
1125 Broad St,41.794722,-71.410977,Elmwood,Providence
50 Pleasant St,41.8394819,-71.4073389,Mount Hope,Providence
30 Exchange Ter,41.8253976,-71.4144906,Downtown Providence,Providence
169 Reynolds Ave,41.8040603,-71.4176679,Lower South Providence,Providence
102 Somerset St,41.81125919999999,-71.41715769999999,Upper South Providence,Providence
95 Waldo St,41.8056435,-71.43333059999999,West End Providence,Providence
271 Plainfield St,41.8141857,-71.4476718,Silver Lake,Providence
64 Farragut Ave,41.7865049,-71.4050409,Washington Park,Cranston
43 Dave Gavitt Way ,41.8193677,-71.417605,Ward 13,Providence
Canal St. ,41.82928,-71.4109067,,Providence
17 Pelham St,41.820442,-71.448724,Olneyville,Providence
5 Euclid Ave,41.8285221,-71.4003754,College Hill,Providence
127 Whitford Ave,41.83921000000001,-71.44378999999999,Elmhurst,Providence
43 Nelson St,41.8382392,-71.4434103,Elmhurst,Providence
37 Autumn St,41.800831,-71.407556,Lower South Providence,Providence
185 Unit St,41.8303945,-71.45456510000001,Mount Pleasant,Providence
77 Penn St,41.821444,-71.432365,Ward 13,Providence
40 Depinedo St,41.8553273,-71.41316859999999,Charles,Providence
400 Silver Spring St,41.8543707,-71.41235069999999,Charles,Providence
49 Elmhurst Ave,41.8410093,-71.4364302,Elmhurst,Providence
97 Hope St,41.82177530000001,-71.39629219999999,Fox Point,Providence
75 Governor St,41.8226759,-71.39379079999999,Fox Point,Providence
89 Farm St,41.836771,-71.44855849999999,Mount Pleasant,Providence
41 Yale Ave,41.8270869,-71.4489495,Mount Pleasant,Providence
13 Houston St ,41.85635,-71.4344493,Wanskuck,Providence
27 Covell St,41.8239946,-71.4470838,Olneyville,Providence
460 Allens Ave,41.800961,-71.40023699999999,,Providence
63 Boylston Ave,41.8376548,-71.3985427,Blackstone,Providence
463 Sharon St,41.8486459,-71.4428073,Elmhurst,Providence
Smith St At Holden St,41.8322663,-71.4181534,Smith Hill,Providence
244 Washington Ave ,41.787401,-71.3988818,Washington Park,Providence
7 Detroit Ave,41.7943519,-71.4105045,Elmwood,Providence
186 Jewett St,41.8327047,-71.4237442,Smith Hill,Providence
1025 Smith St,41.8434113,-71.44632419999999,Elmhurst,Providence
83 Anthony Ave,41.8050878,-71.43979259999999,West End Providence,Providence
82 Bismark St,41.8549212,-71.41298309999999,Charles,Providence
Harris Ave At Atwells Ave,41.8244572,-71.4354014,Valley,Providence
148 Atwells Ave,41.8231784,-71.4228594,Ward 13,Providence
101 Ford St,41.80976099999999,-71.431674,West End Providence,Providence
405 Atwells Ave,41.8240597,-71.4308647,Ward 13,Providence
355 Prairie Ave,41.8042408,-71.4148153,Lower South Providence,Providence
105 Miner St,41.8011675,-71.4115915,Lower South Providence,Providence
10 Burleigh St,41.854385,-71.43290499999999,Wanskuck,Providence
Andem St At Bergen St,41.83078,-71.439842,Valley,Providence
95  At Exit 25 ,,,,
215 Union Ave,41.8078578,-71.4440687,Silver Lake,Providence
1276 Chalkstone Ave,41.8324998,-71.4506877,Mount Pleasant,Providence
255 Gallatin St,41.79443089999999,-71.4229816,Elmwood,Providence
Barrows St At Dorchester Ave,41.8110122,-71.4553291,Silver Lake,Providence
Sackett St At Balcom St,41.7956608,-71.4137507,Elmwood,Providence
273 Potters Ave,41.8035558,-71.4171255,Lower South Providence,Providence
55 Fairview St,41.8293128,-71.4477362,Mount Pleasant,Providence
Admiral St At Longmont St,41.84469259999999,-71.4242751,Wanskuck,Providence
1196 Smith St,41.845481,-71.45130259999999,Mount Pleasant,Providence
Douglas Ave At Eaton St,41.8410051,-71.42730879999999,Wanskuck,Providence
293 New York Ave,41.790826,-71.39920699999999,Washington Park,Providence
Kinsley Ave At Promenade St,41.8292321,-71.4231696,Smith Hill,Providence
Promenade St At Bath St,41.8293085,-71.4236027,Smith Hill,Providence
100 Burns St,41.8536069,-71.444818,Wanskuck,Providence
Nashua St At Matilda St,41.854289,-71.40164779999999,Hope,Providence
616 Public St,41.80325200000001,-71.422226,Elmwood,Providence
100 Randall St ,41.8383475,-71.4102312,Mount Hope,Providence
198 Hope St,41.82815,-71.39767599999999,College Hill,Providence
166 Wickenden St,41.8193601,-71.4000415,Fox Point,Providence
103 Wesleyan Street ,41.8079492,-71.4218504,Elmwood,Providence
722 Cranston St,41.8048146,-71.43783839999999,West End Providence,Providence
80 Tell St,41.821731,-71.432738,Ward 13,Providence
160 Ford St,41.81016229999999,-71.4340296,West End Providence,Providence
235 Baker St,41.7928005,-71.4067367,Washington Park,Providence
43 Elmcroft Ave,41.839719,-71.4466569,Mount Pleasant,Providence
1216 Smith St,41.8458088,-71.451782,Mount Pleasant,Providence
521 Hartford Ave,41.819069,-71.461045,Hartford,Providence
1222 Smith St ,41.845946,-71.45194060000001,Mount Pleasant,Providence
771 Atwells Ave,41.8249236,-71.4425643,Valley,Providence
336 River Ave,41.8371217,-71.4399099,Elmhurst,Providence
1246 Elmwood Ave,41.777328,-71.420943,South Elmwood,Providence
130 Althea St,41.8072591,-71.4339021,West End Providence,Providence
397 River Ave,41.8388067,-71.4398389,Elmhurst,Providence
47 Bissell St,41.7776264,-71.4215296,South Elmwood,Providence
181 Adelaide Ave,41.7969591,-71.42235269999999,Elmwood,Providence
100 Glasgow St,41.8490946,-71.4278491,Wanskuck,Providence
209 Vermont Ave,41.7885526,-71.39790769999999,Washington Park,Providence
104 Gesler St,41.82216510000001,-71.4336601,Ward 13,Providence
52 Crandall St,41.850748,-71.439561,Wanskuck,Providence
58 Gray St,41.82695100000001,-71.45320099999999,Mount Pleasant,Providence
51 Dresser St,41.82000379999999,-71.45882,Hartford,Providence
2 Young Ave,41.835575,-71.427223,Smith Hill,Providence
10 Marlborough Ave,41.805951,-71.417953,Upper South Providence,Providence
Mcavoy St At Spruce St,41.824538,-71.429772,Ward 13,Providence
306 Union Ave,41.8067768,-71.4473295,Silver Lake,Providence
29 Waverly St,41.8072154,-71.42986830000001,West End Providence,Providence
27 East St,41.8208208,-71.3951125,Fox Point,Providence
29 Sprague St,41.8096729,-71.42542460000001,West End Providence,Providence
Douglas Ave At Mansfield St,41.837635,-71.42336990000001,Smith Hill,Providence
Thayer St At Cushing St,41.8300326,-71.4008874,College Hill,Providence
77 Daniel Ave,41.8107559,-71.45801999999999,Silver Lake,Providence
49 Osborn St,41.8374406,-71.4251357,Smith Hill,Providence
616 Mt Pleasant Ave,41.8431893,-71.4532893,Mount Pleasant,Providence
256 Waterman St,41.82847049999999,-71.3863653,Wayland,Providence
435 Hope St,41.8381484,-71.4001806,,Providence
160 Magnolia St,41.81265399999999,-71.44659399999999,Silver Lake,Providence
43 Russo St,41.852495,-71.42091479999999,Charles,Providence
76 Pitman St,41.8268046,-71.3899729,Wayland,Providence
Ocean St At Saratoga St,41.8058138,-71.41174629999999,Lower South Providence,Providence
6 Hayward St,41.814496,-71.41950899999999,Upper South Providence,Providence
2 Ware Ct,41.8101407,-71.43025530000001,West End Providence,Providence
23 Sassafras St,41.79475499999999,-71.4118699,Elmwood,Providence
Broadway And Dave Gavitt Way ,41.8220392,-71.4197816,Ward 13,Providence
1 Richmond Sq,41.8272175,-71.3825179,Wayland,Providence
Pleasant Valley Pkwy At Promenade St,41.8292571,-71.4267356,Valley,Providence
52 Edgemere Ave,41.82449039999999,-71.4580896,Olneyville,Providence
15 Valley St,41.8172275,-71.4406506,Olneyville,Providence
236 Power St,41.8239512,-71.39090879999999,Fox Point,Providence
Hartford Ave. ,41.8185901,-71.4587339,,Providence
126 Julian St,41.822696,-71.445031,Olneyville,Providence
65 Grant St,41.818017,-71.43036540000001,Ward 13,Providence
43 Winona St,41.8521751,-71.4470446,Elmhurst,Providence
206 Waterman St,41.82849090000001,-71.39021389999999,Wayland,Providence
1 Financial ,41.8253006,-71.41009559999999,Ward 13,Providence
380 Atwells Ave,41.8235909,-71.4302639,Ward 13,Providence
260 Knight St,41.818971,-71.428006,Ward 13,Providence
Camp St At Cypress St,41.8421404,-71.40286499999999,Mount Hope,Providence
34 Peter St,41.8545834,-71.4193568,Charles,Providence
Harold St At Valley St,41.826923,-71.4375676,Valley,Providence
June Statpumgansett Ave ,41.8067501,-71.4220514,Elmwood,Providence
11 Primrose St,41.819774,-71.42672999999999,Ward 13,Providence
Atwells Ave At Cutler St,41.82469529999999,-71.4415532,Valley,Providence
125 Willow St,41.8138759,-71.4373267,West End Providence,Providence
797 Academy Ave,41.8470975,-71.4452124,Elmhurst,Providence
31 Primrose St,41.81980799999999,-71.42729899999999,Ward 13,Providence
59 Bainbridge Ave,41.816508,-71.4357193,Ward 13,Providence
719 Cranston St,41.805023,-71.43818999999999,West End Providence,Providence
86 Linwood Ave,41.8077214,-71.4367153,West End Providence,Providence
1 Hoppin St,41.8159167,-71.4108826,Jewelry District,Providence
Frienship Stat Somerset St ,41.8148045,-71.4180981,Upper South Providence,Providence
134 Academy Ave,41.8282865,-71.44404829999999,Mount Pleasant,Providence
144 Congress Ave,41.7992964,-71.4230949,Elmwood,Providence
929 N  Main St,41.84601989999999,-71.40521559999999,Mount Hope,Providence
117 Leah St,41.8289676,-71.4512469,Mount Pleasant,Providence
10 Troy St ,41.8162544,-71.4411173,Olneyville,Providence
669 Elmwood Ave,41.79405,-71.42541,Elmwood,Providence
3 Wendell St,41.8116501,-71.4316757,West End Providence,Providence
73 Taft Ave,41.8420291,-71.3962378,Blackstone,Providence
73 Hagan St,41.8569365,-71.4236978,Charles,Providence
13 Alverson Ave,41.8133843,-71.45801999999999,Hartford,Providence
142 Bowdoin St,41.8238265,-71.443131,Olneyville,Providence
672 Plainfield St,41.8118,-71.46124329999999,Silver Lake,Providence
22 Gladstone St,41.802935,-71.4178999,Lower South Providence,Providence
257 Weybosset St,41.8212435,-71.4132848,Downtown Providence,Providence
786 River Ave,41.8497153,-71.4390603,Wanskuck,Providence
381 W Fountain St,41.81924100000001,-71.42218,Ward 13,Providence
298 Wickenden St,41.819657,-71.39722979999999,Fox Point,Providence
569 Hope St,41.84213099999999,-71.39815999999999,Blackstone,Providence
Ashburton St At Orms St,41.83776599999999,-71.415001,Mount Hope,Providence
656 Elmwood Ave,41.794243,-71.423852,Elmwood,Providence
159 Ophelia St,41.8210459,-71.4632144,Hartford,Providence
Broad St At Fricker St,41.8153842,-71.42061559999999,Federal Hill,Providence
Broad St At Mitchell St,41.8016482,-71.4184435,Elmwood,Providence
180 Roosevelt St,41.8107823,-71.4509703,Silver Lake,Providence
Handy St At Amherst St,41.8231199,-71.4480969,Olneyville,Providence
21 Warren St,41.8108519,-71.424656,West End Providence,Providence
Lockwood St At Hayward St,41.8147559,-71.41941779999999,Upper South Providence,Providence
48 Waverly St,41.80717,-71.430773,West End Providence,Providence
1053 Broad St,41.796189,-71.412582,Elmwood,Providence
717 Douglas Ave,41.8492004,-71.43222109999999,Wanskuck,Providence
245 Atwells Ave,41.8237967,-71.4261475,Ward 13,Providence
95 Doyle Ave,41.83853,-71.404816,Mount Hope,Providence
2 Davol Sq,41.8165391,-71.4068456,Jewelry District,Providence
10 Ophelia St,41.8157036,-71.4633188,Hartford,Providence
Frederick St At Smith St,41.8361276,-71.4289816,Smith Hill,Providence
9 Roger Williams Grn,41.835738,-71.408998,Mount Hope,Providence
173 Messer St,41.810688,-71.435558,West End Providence,Providence
12 Bodell Ave,41.8163177,-71.4530612,Hartford,Providence
22 Penn St,41.8216815,-71.4301083,Ward 13,Providence
64 Webster Ave,41.8152052,-71.45092389999999,Silver Lake,Providence
62 William Ellery Pl,41.8381362,-71.40583749999999,Mount Hope,Providence
165 Dover St,41.8295406,-71.4513413,Mount Pleasant,Providence
Hamilton St At Mitchell St,41.8005942,-71.4219078,Elmwood,Providence
College St At Memorial Blvd,41.8253077,-71.4088081,Downtown Providence,Providence
Atwells Ave At America St,41.8237088,-71.4283201,Ward 13,Providence
262 Charles St,41.8378731,-71.4145834,Mount Hope,Providence
Plainfield St At Hartford Ave,41.8166626,-71.44392619999999,Olneyville,Providence
44 Mercy St,41.8112274,-71.4592722,Silver Lake,Providence
1010 Chalkstone Ave,41.8320232,-71.44123259999999,,Providence
21 Amy St,41.8249923,-71.3912785,Fox Point,Providence
Admiral St At Middle Dr,41.8513894,-71.4443579,Wanskuck,Providence
65 Hope St,41.8205244,-71.3955539,Fox Point,Providence
334 Orms St,41.8334232,-71.42340039999999,Smith Hill,Providence
47 Superior St,41.809788,-71.4298833,West End Providence,Providence
Thayer St ,41.8268796,-71.4005135,,Providence
Orms St At Charles St,41.8349521,-71.4115492,,Providence
176 Regent Ave,41.82944210000001,-71.4406213,Valley,Providence
255 Rankin Ave,41.8401195,-71.44118399999999,Elmhurst,Providence
Finance Way At Francis St,41.8274547,-71.4154023,Downtown Providence,Providence
180 Button Hole Dr,41.82348,-71.465116,Hartford,Providence
21 Parade St,41.815711,-71.43338299999999,Ward 13,Providence
207 Sisson St,41.8314057,-71.45530959999999,Mount Pleasant,Providence
66 Chaffee St,41.8198286,-71.4436017,Olneyville,Providence
60 Cadillac Drive ,41.78940970000001,-71.4197784,Elmwood,Providence
171 Reservoir Ave,41.7916568,-71.42852490000001,Reservoir,Providence
29 Reynolds Ave,41.8052756,-71.4129825,Lower South Providence,Providence
Valley St At Raymond St,41.8287446,-71.4342238,Valley,Providence
50 Blundell St,41.7986885,-71.40428580000001,Lower South Providence,Providence
59 Roger Williams Grn,41.83548400000001,-71.40810499999999,Mount Hope,Providence
126 Jewett St,41.832776,-71.42175499999999,Smith Hill,Providence
Union Aveatalthea St ,41.8080553,-71.4437719,,Providence
187 Alabama Ave,41.7869082,-71.39660889999999,Washington Park,Providence
532 Plainfield St,41.812961,-71.4564135,Hartford,Providence
97 Winchester St,41.854051,-71.432594,Wanskuck,Providence
Glenham St At St James St,41.805942,-71.4158217,Upper South Providence,Providence
70 Harriet St,41.8022911,-71.4124729,Lower South Providence,Providence
Brook Street ,41.825126,-71.3989869,,Providence
Niagara St At Potters Ave,41.8024427,-71.42073789999999,Elmwood,Providence
27 Greeley St,41.8523253,-71.4214714,Charles,Providence
1910 Westminster St,41.8164177,-71.4420585,Olneyville,Providence
Manton Avenue ,41.8257711,-71.45701079999999,,Providence
Weybosset St At Snow St,41.8207059,-71.41327210000001,Downtown Providence,Providence
34 Russo St,41.8522038,-71.4211931,Charles,Providence
5 Catalpa Rd,41.8416033,-71.3999307,Mount Hope,Providence
16 Chatham St,41.8466587,-71.4169722,Charles,Providence
Cambridge St At Academy Ave,41.8254949,-71.4434441,Mount Pleasant,Providence
40 Cromwell St,41.8087878,-71.4261691,West End Providence,Providence
10 Elmgrove Ave,41.8304105,-71.3897769,Wayland,Providence
70 Academy Ave,41.8266632,-71.4437913,Mount Pleasant,Providence
92 Vinton St,41.821534,-71.42883499999999,Ward 13,Providence
40 Wendell St,41.8110202,-71.43291529999999,West End Providence,Providence
41 Salmon St,41.824301,-71.4564989,Olneyville,Providence
465 Branch Ave,41.8506093,-71.4207076,Charles,Providence
Chalkstone Ave At Candace St,41.8360642,-71.42263059999999,Smith Hill,Providence
229 Valley St,41.8231794,-71.4396585,Olneyville,Providence
575 Wickenden St,41.8199029,-71.391564,Fox Point,Providence
53 Congress Ave,41.8005138,-71.42026539999999,Elmwood,Providence
Chad Brown St At June St,41.8413908,-71.422541,Wanskuck,Providence
21 Leah St,41.8259966,-71.45124860000001,Mount Pleasant,Providence
189 Ontario St,41.798364,-71.42489499999999,Elmwood,Providence
17 Richter St,41.8355257,-71.4298766,Smith Hill,Providence
338 Douglas Ave,41.8396735,-71.4264513,Smith Hill,Providence
Bucklin St At Peace St,41.8065393,-71.4278284,West End Providence,Providence
13 Waterman St,41.826922,-71.4077609,College Hill,Providence
42 Parkis Ave,41.8089821,-71.4232231,Elmwood,Providence
60 Regent Ave,41.83062049999999,-71.4359893,Valley,Providence
521 Admiral St,41.8472503,-71.4339948,Wanskuck,Providence
17 Belair Ave,41.840445,-71.398196,Blackstone,Providence
62 Russo St,41.8532102,-71.42137869999999,Charles,Providence
108 Ortoleva Dr,41.829009,-71.45783449999999,Manton,Providence
165 Angell St,41.8278567,-71.4012475,College Hill,Providence
144 Cornwall St,41.84715629999999,-71.4230949,Wanskuck,Providence
252 Hartford Ave,41.8171444,-71.451295,Hartford,Providence
125 Edgeworth Ave,41.859508,-71.416487,,Providence
Willard Ave At Plain St,41.8089396,-71.41075959999999,Upper South Providence,Providence
17 Whelan Rd,41.8191553,-71.4525472,Hartford,Providence
108 Dexterdale Rd,41.8477071,-71.40204489999999,Hope,Providence
300 Broadway ,41.8200687,-71.4274667,Ward 13,Providence
558 Manton Ave,41.8260434,-71.4594114,,Providence
14 Bel Air Dr,41.836903,-71.470062,Manton,Providence
146 Hazael St,41.854049,-71.439369,Wanskuck,Providence
125 Corliss St,41.8414309,-71.4118467,Mount Hope,Providence
96 Ruggles St,41.837474,-71.428511,Smith Hill,Providence
1 Tanner St,41.811996,-71.416095,Upper South Providence,Providence
Pemberton St At Dover St,41.8299356,-71.44564179999999,Mount Pleasant,Providence
Charles St At 95 ,41.8387883,-71.412092,Mount Hope,Providence
231 Douglas Ave,41.8377229,-71.423118,Smith Hill,Providence
1106 N  Main St,41.850929,-71.4029546,Hope,Providence
13 Bissell St,41.77737399999999,-71.42001400000001,South Elmwood,Providence
20 Swiss St,41.82313,-71.432537,Ward 13,Providence
Branch Ave At Vandewater St,41.8536926,-71.428823,Wanskuck,Providence
Richmond St At Weybosset St,41.8211606,-71.4128684,Downtown Providence,Providence
105 California Ave,41.7897973,-71.3942975,Washington Park,Providence
477 Smith St,41.83600029999999,-71.4267359,Smith Hill,Providence
25 Danforth St,41.8363158,-71.4263844,Smith Hill,Providence
600 Manton Ave,41.8268462,-71.46084909999999,Manton,Providence
60 Douglas Ave,41.8353694,-71.4182446,Smith Hill,Providence
353 Smith St,41.8345793,-71.4233897,Smith Hill,Providence
188 Pratt St ,41.8293761,-71.4074169,College Hill,Providence
619 Douglas Ave,41.8470812,-71.4299222,Wanskuck,Providence
56 Middleton St,41.821357,-71.4671102,Hartford,Providence
154 Atwells Ave,41.8231985,-71.423234,Ward 13,Providence
270 Indiana Ave,41.7894762,-71.4009543,Washington Park,Providence
1206 Broad St,41.79349759999999,-71.408391,,Providence
46 Anchor St,41.848346,-71.42728799999999,Wanskuck,Providence
Norwich Ave At Broad St,41.8021588,-71.41865609999999,Elmwood,Providence
72 Pocasset Ave,41.81167019999999,-71.4502184,Silver Lake,Providence
481 Charles St,41.84832309999999,-71.4195233,Charles,Providence
215 Mt Pleasant Ave,41.8319404,-71.4493006,Mount Pleasant,Providence
75 Wayne St,41.8356893,-71.42212239999999,Smith Hill,Providence
419 Academy Ave,41.836356,-71.444329,Elmhurst,Providence
252 Waterman St,41.8285048,-71.3865534,Wayland,Providence
350 Blackstone St,41.8095148,-71.4181782,Upper South Providence,Providence
190 Linwood Ave,41.8062847,-71.4323069,West End Providence,Providence
10  At Elmwood Ave,41.782324,-71.4178926,South Elmwood,Providence
370 Sharon St,41.8460127,-71.4429929,Elmhurst,Providence
139 Messer St,41.8116922,-71.43587099999999,West End Providence,Providence
Wickenden St At Gano St,41.8204468,-71.38959539999999,Fox Point,Providence
150 Dora St,41.807891,-71.4484133,Silver Lake,Providence
76 Cumberland St,41.8477516,-71.4376657,Elmhurst,Providence
Admiral St At Grape St,41.8462823,-71.4301684,Wanskuck,Providence
269 Webster Ave,41.8070549,-71.44782,Silver Lake,Providence
55 Rochambeau Ave,41.8464494,-71.40292339999999,Hope,Providence
276 Washington Ave,41.7870891,-71.4004712,Washington Park,Providence
Providence Pl At Dean St ,41.8288203,-71.4265782,Valley,Providence
124 Snow St,41.8211599,-71.4135536,Downtown Providence,Providence
109 India St,41.8170048,-71.3971837,Fox Point,Providence
Lisbon St At Berkley St,41.832417,-71.4356689,Valley,Providence
246 Broad St,41.8159155,-71.4198347,Federal Hill,Providence
641 Admiral St,41.8489083,-71.4378119,Wanskuck,Providence
Cutler Stat ,,,,
Douglas Aveatfillmore St ,41.8371944,-71.42231100000001,Smith Hill,Providence
Puritan St At Potters Ave,41.8048154,-71.43711069999999,West End Providence,Providence
Potters Ave At Broad St,41.80299300000001,-71.4189101,Lower South Providence,Providence
100 Hendrick St,41.8274572,-71.44761199999999,Mount Pleasant,Providence
2 Sackett St,41.7959812,-71.4122409,Elmwood,Providence
Pine St At Richmond St,41.8206158,-71.4118249,Downtown Providence,Providence
Admiral St ,41.8466995,-71.43225989999999,,Providence
3 Mawney St,41.8037938,-71.4225743,Elmwood,Providence
45 Olneyville Sq,41.817032,-71.443276,Olneyville,Providence
155 Unit St,41.8296988,-71.45454149999999,Mount Pleasant,Providence
15 Deborah St,41.8130028,-71.45159919999999,Silver Lake,Providence
150 Fillmore St,41.8405972,-71.4202191,Wanskuck,Providence
101 Cedar St,41.8251528,-71.4251589,Ward 13,Providence
227 Lowell Ave,41.8152486,-71.4595406,Hartford,Providence
11 Abbottsford Ct,41.8376196,-71.3967944,Blackstone,Providence
Emerson St At Sumter St,41.7972776,-71.41572099999999,Elmwood,Providence
66 Melissa St,41.821301,-71.4600143,Hartford,Providence
163 Governor St,41.82642999999999,-71.3935578,Wayland,Providence
St James St At Glenham St,41.805942,-71.4158217,Upper South Providence,Providence
40 Reservoir Ave,41.7961769,-71.4257782,Elmwood,Providence
N  Main St At S Main St,41.8256787,-71.4078251,College Hill,Providence
462 Broadway ,41.8186172,-71.4334831,Ward 13,Providence
170 Ontario St,41.7983003,-71.42365149999999,Elmwood,Providence
Plainfield St At Laurel Hill Ave,41.8132285,-71.45540969999999,Hartford,Providence
70 America St,41.8218101,-71.4270291,Ward 13,Providence
24 Luke St,41.8564589,-71.41994079999999,Charles,Providence
206 Chalkstone Ave,41.8363828,-71.416399,Smith Hill,Providence
Cranston St At Althea St,41.807752,-71.4350772,West End Providence,Providence
Detroit Ave At Niagara St,41.79241589999999,-71.41379490000001,Elmwood,Providence
Manton Aveatallepo St ,41.8203,-71.44929379999999,Olneyville,Providence
Harkness St At Slocum St,41.8170763,-71.4341007,Ward 13,Providence
136 Pomona Ave,41.8278899,-71.449403,Mount Pleasant,Providence
Baker St At Eddy St,41.7925847,-71.4037783,Washington Park,Providence
27 Reynolds Ave,41.805335,-71.4129367,Lower South Providence,Providence
970 Broad St,41.7981623,-71.41428189999999,Lower South Providence,Providence
Smithfield Ave At Collyer St,41.8543807,-71.4037872,Hope,Providence
91 Trask St,41.8045421,-71.4106638,Lower South Providence,Providence
80 Vandewater St,41.8515053,-71.430951,Wanskuck,Providence
39 Benefit St,41.8328825,-71.4095604,College Hill,Providence
3 Cargill St,41.8201117,-71.4228612,Ward 13,Providence
48 Plymouth St,41.8015271,-71.4317191,West End Providence,Providence
41 Exeter St,41.847427,-71.396334,Hope,Providence
22 Handy St,41.8237384,-71.4482858,Olneyville,Providence
4 Bodell Ave,41.816361,-71.45165999999999,Hartford,Providence
2 Regency Plz,41.8208084,-71.4187374,Ward 13,Providence
152 George M Cohan Blvd,41.8189459,-71.395478,Fox Point,Providence
101 Wesleyan Ave,41.8079282,-71.42171119999999,Elmwood,Providence
59 Central St,41.8139787,-71.42291220000001,West End Providence,Providence
141 Oak St,41.8151232,-71.4379498,West End Providence,Providence
1850 Westminster St,41.8161547,-71.4408593,Olneyville,Providence
187 Princeton Ave,41.805487,-71.4271105,West End Providence,Providence
Broad St At Greene St,41.8193579,-71.41498299999999,Downtown Providence,Providence
Promenade ,41.827882,-71.4177521,Downtown Providence,Providence
406 Potters Ave,41.801877,-71.421821,Elmwood,Providence
142 Westminster St,41.823977,-71.4108679,Downtown Providence,Providence
74 Parnell St,41.8274953,-71.4539566,Mount Pleasant,Providence
589 Cranston St,41.8076271,-71.4355305,West End Providence,Providence
289 Prairie Ave,41.80644179999999,-71.41538779999999,Upper South Providence,Providence
Broadway  At Almy St,41.81897379999999,-71.43294170000001,Ward 13,Providence
222 Narragansett Ave,41.7870933,-71.4228901,Reservoir,Providence
Manton Ave At Riverdale St,41.8262878,-71.4597663,Manton,Providence
270 Mount Pleasant Street ,41.8337555,-71.4502595,Mount Pleasant,Providence
Poe St At Oconnell St,41.8072372,-71.4044134,Lower South Providence,Providence
890 River Ave,41.8525442,-71.4376126,Wanskuck,Providence
42 Social St,41.853729,-71.422456,Charles,Providence
36 Gillen St,41.8531152,-71.4190131,Charles,Providence
Cooke St At George St,41.8258241,-71.39542170000001,College Hill,Providence
963 Broad St,41.7981391,-71.4148867,Elmwood,Providence
150 Greeley St,41.854405,-71.423754,Charles,Providence
299 River Ave,41.8362255,-71.4391648,Elmhurst,Providence
4 Claremont Ave,41.8326204,-71.4486513,Mount Pleasant,Providence
108 Laurel Hill Ave,41.8147311,-71.45539959999999,Silver Lake,Providence
217 Westminster St,41.8231823,-71.4124645,Ward 13,Providence
Dyer St At Clifford St,41.82217139999999,-71.40821919999999,Downtown Providence,Providence
Dist 3 Sub ,41.857864,-71.483531,,North Providence
173 Regent Ave,41.82973,-71.440621,Valley,Providence
22 Ledge St,41.853494,-71.4197088,Charles,Providence
48 Reynolds Ave,41.8048201,-71.4135629,Lower South Providence,Providence
63 Commodore St,41.84749559999999,-71.4177143,Charles,Providence
45 Savoy St,41.8439239,-71.3955652,Blackstone,Providence
270 Academy Ave,41.83208490000001,-71.4447634,Mount Pleasant,Providence
61 Unit St,41.8270806,-71.45434610000001,Mount Pleasant,Providence
752 N  Main St,41.840969,-71.409127,Mount Hope,Providence
1104 Broad St,41.795492,-71.410805,Lower South Providence,Providence
20 Stanwood St,41.8032585,-71.41987259999999,Elmwood,Providence
450 Charles St,41.8464486,-71.4193532,Charles,Providence
267 Hartford Ave,41.8176447,-71.4522689,Hartford,Providence
4 Lee St,41.8230119,-71.4293102,Ward 13,Providence
194 Oxford St,41.8018565,-71.4112205,Lower South Providence,Providence
16 Luke St,41.85649919999999,-71.4204626,Charles,Providence
125 Poe St,41.80516,-71.4039147,Lower South Providence,Providence
226 Academy ,41.8307703,-71.4444912,Mount Pleasant,Providence
Hawkins St At Appian St,41.846778,-71.4275663,Wanskuck,Providence
Union Ave At Whitehall St,41.8078048,-71.4439058,Silver Lake,Providence
44 Redwing St,41.7990376,-71.42842999999999,West End Providence,Providence
111 Merino St,41.8167948,-71.4582635,Hartford,Providence
Julian St At Kossuth St,41.8220868,-71.4449941,Olneyville,Providence
Eagle Square Greenwood Street Ave ,41.8247047,-71.4377102,Valley,Providence
