casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,offense_cat,city,lat,lon,neighborhood
2018-00034837,1,1 W Exchange St,4,Disorderly Conduct,2018-04-08 03:15:00,KCoogan,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.8251262,-71.4171345,Downtown Providence
2018-00034833,1,157 Webster Ave,4,RI Statute Violation,2018-04-08 02:49:00,MPlace,11-59-3,VIOLATION OF RESTRAINING ORDER,2018,other_crime,Providence,41.8114289,-71.4499869,Silver Lake
2018-00034821,1,153 Benefit St,4,DUI,2018-04-08 02:19:00,CVingi,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,other_crime,Providence,41.8291968,-71.4082299,College Hill
2018-00034821,1,153 Benefit St,4,DUI,2018-04-08 02:19:00,CVingi,31-27-2.1,Chemical Test Refusal,2018,other_crime,Providence,41.8291968,-71.4082299,College Hill
2018-00034821,1,153 Benefit St,4,Drug Offenses,2018-04-08 02:19:00,CVingi,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,2018,other_crime,Providence,41.8291968,-71.4082299,College Hill
2018-00034820,1,381 Smith St,4,"Assault, Simple",2018-04-08 02:18:00,JLeroux,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.834819,-71.4242079,Smith Hill
2018-00034800,1,100 Dorrance St,4,"Assault, Simple",2018-04-08 01:06:00,ADiaz,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.823027,-71.4103477,Downtown Providence
2018-00034795,1,223 Oakland Ave,4,Liquor Law Violations,2018-04-08 00:54:00,YGonzalez,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,other_crime,Providence,41.84032,-71.428595,Elmhurst
2018-00034792,1,55 Eaton St,4,Liquor Law Violations,2018-04-08 00:49:00,SMarmas,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,other_crime,Providence,41.84129060000001,-71.4295242,Wanskuck
2018-00034784,1,40 Dorchester Ave,4,Traffic Violation,2018-04-08 00:24:00,LVadney,31-15-1,Right Half of Road,2018,other_crime,Providence,41.811934,-71.451931,Silver Lake
2018-00034784,1,40 Dorchester Ave,4,Traffic Violation,2018-04-08 00:24:00,LVadney,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.811934,-71.451931,Silver Lake
2018-00034781,1,1 Pennsylvania Ave ,4,Larceny from Building,2018-04-08 00:14:00,WSherrill,11-41-1,LARCENY/U $1500 - FROM BLD,2018,property_crime,Providence,41.7979914,-71.4117423,Lower South Providence
2018-00034781,1,1 Pennsylvania Ave ,4,Burglary,2018-04-08 00:14:00,WSherrill,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.7979914,-71.4117423,Lower South Providence
2018-00034781,2,1 Pennsylvania Ave ,4,Vandalism,2018-04-08 00:14:00,WSherrill,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.7979914,-71.4117423,Lower South Providence
2018-00034778,1,Chad Brown St At Pembroke Ave,4,Liquor Law Violations,2018-04-08 00:05:00,YGonzalez,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,other_crime,Providence,41.8391171,-71.43023720000001,Elmhurst
2018-00034776,1,57 Huxley Ave,4,Liquor Law Violations,2018-04-07 23:57:00,SMarmas,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,other_crime,Providence,41.839554,-71.433877,Elmhurst
2018-00034772,1,Plainfield St At Daniel Ave,4,Traffic Violation,2018-04-07 23:38:00,LVadney,31-3-1,Operation of Unregistered Vehicle,2018,other_crime,Providence,41.8124488,-71.4602266,Hartford
2018-00034772,1,Plainfield St At Daniel Ave,4,Traffic Violation,2018-04-07 23:38:00,LVadney,31-47-9,Operating a MV without Evidence of Insurance,2018,other_crime,Providence,41.8124488,-71.4602266,Hartford
2018-00034772,1,Plainfield St At Daniel Ave,4,Traffic Violation,2018-04-07 23:38:00,LVadney,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.8124488,-71.4602266,Hartford
2018-00034772,1,Plainfield St At Daniel Ave,4,Traffic Violation,2018-04-07 23:38:00,LVadney,31-20-9,Obedience to Stop Sign,2018,other_crime,Providence,41.8124488,-71.4602266,Hartford
2018-00034760,1,65 March St,4,"Larceny, Other",2018-04-07 23:00:15,JLeroux,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8424849,-71.4252865,Wanskuck
2018-00034759,1,593 Eddy St,4,DUI,2018-04-07 22:59:00,MTroia,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,other_crime,Providence,41.8113929,-71.4111264,Upper South Providence
2018-00034754,1,Longo St At Hartford Ave,4,Traffic Violation,2018-04-07 22:48:00,JGutierrez,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.81824,-71.4566959,Hartford
2018-00034756,1,Chestnut St At Elm St,4,Larceny from Motor Vehicle,2018-04-07 22:41:00,ADiaz,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.817658,-71.4089584,Jewelry District
2018-00034750,0,68 Burnside St,4,Missing Persons,2018-04-07 22:26:00,MRudolph,Not Used,No violations,2018,other_crime,Providence,41.8040994,-71.4116858,Lower South Providence
2018-00034729,1,Clifford St At Richmond St,4,Larceny from Motor Vehicle,2018-04-07 21:16:00,TRichards,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.8198725,-71.4104649,Downtown Providence
2018-00034728,1,Claverick St At Pine St,4,Vandalism,2018-04-07 20:51:00,TRichards,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.81865270000001,-71.4136927,Downtown Providence
2018-00034723,1,122 Fountain St,4,RI Statute Violation,2018-04-07 20:50:45,GMorgan,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2018,other_crime,Providence,41.82313680000001,-71.4157829,Ward 13
2018-00034723,1,122 Fountain St,4,"Larceny, Other",2018-04-07 20:50:45,GMorgan,11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,2018,property_crime,Providence,41.82313680000001,-71.4157829,Ward 13
2018-00034723,1,122 Fountain St,4,"Assault, Aggravated",2018-04-07 20:50:45,GMorgan,11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - SERIOUS INJURY,2018,violent_crime,Providence,41.82313680000001,-71.4157829,Ward 13
2018-00034712,1,48 Grand St,4,Weapons,2018-04-07 20:29:00,BMurphy,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,2018,other_crime,Providence,41.8016931,-71.4324532,West End Providence
2018-00034712,1,48 Grand St,4,Weapons,2018-04-07 20:29:00,BMurphy,11-47-5.2,POSSESSION OF A STOLEN FIREARM,2018,other_crime,Providence,41.8016931,-71.4324532,West End Providence
2018-00034712,1,48 Grand St,4,Weapons,2018-04-07 20:29:00,BMurphy,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,2018,other_crime,Providence,41.8016931,-71.4324532,West End Providence
2018-00034704,1,347 Angell St,4,Municipal Code Violation,2018-04-07 20:08:09,NField,Sec. 14-93.  ,Engineer Licenses--Revocation.,2018,other_crime,Providence,41.8290015,-71.39370219999999,
2018-00034690,1,1 Pennsylvania Ave ,4,Larceny from Building,2018-04-07 19:31:00,JSmith,11-41-1,LARCENY/U $1500 - FROM BLD,2018,property_crime,Providence,41.7979914,-71.4117423,Lower South Providence
2018-00034690,1,1 Pennsylvania Ave ,4,Burglary,2018-04-07 19:31:00,JSmith,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.7979914,-71.4117423,Lower South Providence
2018-00034679,1,Promenade St At Pleasant Valley Pkwy,4,Traffic Violation,2018-04-07 19:08:00,CVingi,31-8-2,Parking or MV Violation,2018,other_crime,Providence,41.8292571,-71.4267356,Valley
2018-00034660,1,126 Linwood Ave,4,Vandalism,2018-04-07 18:11:00,JFonseca,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,Providence,41.8070274,-71.435069,West End Providence
2018-00034660,1,126 Linwood Ave,4,Larceny from Building,2018-04-07 18:11:00,JFonseca,11-41-1,LARCENY/U $1500 - FROM BLD,2018,property_crime,Providence,41.8070274,-71.435069,West End Providence
2018-00034651,1,Dean St At Broadway ,4,Traffic Violation,2018-04-07 17:49:00,MTroia,31-3-32,Driving with Expired Registration,2018,other_crime,Providence,41.821414,-71.42253099999999,Ward 13
2018-00500438,1,20 Inkerman St,4,Vandalism,2018-04-07 17:42:45,RPapa,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8368481,-71.4238938,Smith Hill
2018-00034649,1,Cranston St At Hanover St,4,Vandalism,2018-04-07 17:30:00,GScarcello,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.80949100000001,-71.4335598,West End Providence
2018-00034649,1,Cranston St At Hanover St,4,"Assault, Simple",2018-04-07 17:30:00,GScarcello,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.80949100000001,-71.4335598,West End Providence
2018-00034644,0,380 Hope St,4,Missing Persons,2018-04-07 17:28:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.83670559999999,-71.4014198,Mount Hope
2018-00034643,1,25 Fones ,4,Municipal Code Violation,2018-04-07 17:27:08,NField,Sec. 16-93.  ,"Noise Control - Radios, television sets, and similar devices.",2018,other_crime,Providence,41.827381,-71.4035639,College Hill
2018-00034638,1,1315 Broad St,4,Larceny from Building,2018-04-07 17:09:49,TSavard,11-41-1,LARCENY/U $1500 - FROM BLD,2018,property_crime,Providence,41.7907816,-71.4061553,Washington Park
2018-00500437,1,11 Dorrance St,4,"Larceny, Other",2018-04-07 16:56:32,RPapa,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.824317,-71.413276,Downtown Providence
2018-00500436,1,6 Providence Pl,4,Vandalism,2018-04-07 16:49:46,RPapa,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.829014,-71.41592899999999,Downtown Providence
2018-00034612,1,358 Broad St,4,RI Statute Violation,2018-04-07 16:01:00,AFrancis,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,2018,other_crime,Providence,41.8135852,-71.4211931,
2018-00034612,2,358 Broad St,4,Warrant\Capias,2018-04-07 16:01:00,AFrancis,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.8135852,-71.4211931,
2018-00034612,1,358 Broad St,4,"Assault, Aggravated",2018-04-07 16:01:00,AFrancis,11-5-2,FELONY ASSAULT,2018,violent_crime,Providence,41.8135852,-71.4211931,
2018-00034602,1,550 Hartford Ave,4,Robbery,2018-04-07 15:31:00,KDoldoorian,11-39-1,ROBBERY-1ST DEGREE,2018,property_crime,Providence,41.8181477,-71.4621452,Hartford
2018-00034599,0,575 Broad St,4,Article Found,2018-04-07 15:12:00,ASchneider,Not Used,No violations,2018,other_crime,Providence,41.8083569,-71.4207989,Elmwood
2018-00034591,1,279 Chad Brown St,4,"Assault, Simple",2018-04-07 14:57:00,TMiller,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.840671,-71.42252599999999,Wanskuck
2018-00034584,1,1 Providence Pl,4,"Assault, Simple",2018-04-07 14:17:00,RChin,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8283682,-71.4164302,Downtown Providence
2018-00034583,1,358 Broad St,4,RI Statute Violation,2018-04-07 14:15:10,TRichards,11-1-6,CONSPIRACY - ALL OTH OFFENSE,2018,other_crime,Providence,41.8135852,-71.4211931,
2018-00034583,1,358 Broad St,4,Robbery,2018-04-07 14:15:10,TRichards,11-39-1,ROBBERY-1ST DEGREE,2018,property_crime,Providence,41.8135852,-71.4211931,
2018-00034579,1,12 Health Ave,4,"Larceny, Other",2018-04-07 14:06:00,JNezier,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.827995,-71.4432714,Valley
2018-00034559,1,100 N Pine St ,4,Motor Vehicle Theft,2018-04-07 12:53:37,TRichards,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,Providence,41.821803,-71.41046399999999,Downtown Providence
2018-00034539,1,89 Evergreen St,4,Burglary,2018-04-07 11:52:31,WMann,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2018,property_crime,Providence,41.8447446,-71.4027813,Mount Hope
2018-00500434,1,100 Francis St,4,"Larceny, Other",2018-04-07 11:32:05,RPapa,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8280955,-71.4164851,Downtown Providence
2018-00034527,1,24 Miller Ave,4,Burglary,2018-04-07 11:18:01,NDarling,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.7914829,-71.4081411,Washington Park
2018-00500433,1,17 Kenyon St,4,Larceny from Motor Vehicle,2018-04-07 10:56:05,RPapa,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8221452,-71.4238957,Ward 13
2018-00034515,1,1 Princeton Ave,4,Larceny from Motor Vehicle,2018-04-07 10:15:15,ADeschamps,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8056355,-71.4202423,Elmwood
2018-00500432,1,16 Kenyon St ,4,Vandalism,2018-04-07 10:03:14,RPapa,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8221005,-71.42371899999999,Ward 13
2018-00034500,0,Congress Ave At Melrose St,4,Disturbance,2018-04-07 08:50:00,ITavarez,Not Used,No violations,2018,other_crime,Providence,41.799369,-71.42341789999999,Elmwood
2018-00034499,0,37 Putnam St,4,Juvenile Matter,2018-04-07 08:43:41,LAndreozzi,Not Used,No violations,2018,other_crime,Providence,41.8214238,-71.4438206,Olneyville
2018-00034483,1,1288 Chalkstone Ave,4,Larceny from Motor Vehicle,2018-04-07 06:30:00,GScarcello,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.8323709,-71.4514493,Mount Pleasant
2018-00034464,1,3 Riverdale St,4,Vandalism,2018-04-07 04:19:00,RJoseph,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,Providence,41.8267887,-71.4598288,Manton
2018-00034467,0,46 Dike St,4,Request for Assistance,2018-04-07 04:17:00,MPlace,Not Used,No violations,2018,other_crime,Providence,41.81516740000001,-71.44128420000001,Olneyville
2018-00034479,0,825 Chalkstone Ave,4,Narcotics,2018-04-07 04:17:00,RJoseph,Not Used,No violations,2018,other_crime,Providence,41.8351848,-71.4355921,Elmhurst
2018-00034466,1,1137 Broad St,4,"Assault, Simple",2018-04-07 04:12:00,MPena,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.7946171,-71.4104442,Elmwood
2018-00034442,1,325 Washington St,4,"Assault, Simple",2018-04-07 02:47:00,LFerreras,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8197292,-71.4203694,Ward 13
2018-00034437,0,27 Middle Dr,4,Disturbance,2018-04-07 02:30:00,TCalandra,Not Used,No violations,2018,other_crime,Providence,41.8520139,-71.443918,Wanskuck
2018-00034423,1,35 Claverick St,4,Larceny from Motor Vehicle,2018-04-07 01:54:00,ADiaz,11-41-6,ATTEMPTED LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8179232,-71.41290579999999,Downtown Providence
2018-00034411,1,240 Bowen St,4,Municipal Code Violation,2018-04-07 01:26:00,JPineau,Sec. 16-93.  ,"Noise Control - Radios, television sets, and similar devices.",2018,other_crime,Providence,41.8310045,-71.40082869999999,College Hill
2018-00034410,1,28 Hartford Ave,4,Robbery,2018-04-07 01:24:00,MPlace,11-39-1,ROBBERY-2ND DEGREE,2018,property_crime,Providence,41.8168416,-71.44382759999999,Olneyville
2018-00034397,1,318 Chalkstone Ave,4,Municipal Code Violation,2018-04-07 01:08:00,WHutchinson,Sec. 16-3.D,Disorderly Conduct D - Obstruct,2018,other_crime,Providence,41.8363023,-71.418926,Smith Hill
2018-00034397,1,318 Chalkstone Ave,4,Weapons,2018-04-07 01:08:00,WHutchinson,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,2018,other_crime,Providence,41.8363023,-71.418926,Smith Hill
2018-00034397,1,318 Chalkstone Ave,4,RI Statute Violation,2018-04-07 01:08:00,WHutchinson,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2018,other_crime,Providence,41.8363023,-71.418926,Smith Hill
2018-00034397,1,318 Chalkstone Ave,4,"Assault, Simple",2018-04-07 01:08:00,WHutchinson,11-5-5,ASSAULT OF POLICE OFFICERS AND OTHER OFFICIALS - MINOR INJURY,2018,other_crime,Providence,41.8363023,-71.418926,Smith Hill
2018-00034385,1,132 Oakland Ave,4,Liquor Law Violations,2018-04-07 00:43:00,TManzotti,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,other_crime,Providence,41.837926,-71.430041,Elmhurst
2018-00034383,1,1 Franklin Sq ,4,Vandalism,2018-04-07 00:38:14,SPartridge,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8144922,-71.4053922,
2018-00034377,0,13 Harold St,4,Auto Towed,2018-04-07 00:29:00,MLuke,Not Used,Parking or MV Violation,2018,other_crime,Providence,41.8273723,-71.4375672,Valley
2018-00034370,1,255 Reservoir Ave,4,Burglary,2018-04-07 00:13:00,BMcParlin,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2018,property_crime,Providence,41.7897255,-71.43005269999999,Reservoir
2018-00034360,1,64 Eaton St,4,Liquor Law Violations,2018-04-06 23:53:00,YGonzalez,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,other_crime,Providence,41.8409556,-71.4298939,Wanskuck
2018-00034361,1,Atwells Ave At Piedmont St,4,Larceny from Motor Vehicle,2018-04-06 23:49:00,BMcKenna,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8239022,-71.4310715,Ward 13
2018-00034361,1,Atwells Ave At Piedmont St,4,Vandalism,2018-04-06 23:49:00,BMcKenna,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8239022,-71.4310715,Ward 13
2018-00034354,1,120 Pembroke Ave,4,Liquor Law Violations,2018-04-06 23:39:00,SMarmas,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,other_crime,Providence,41.839931,-71.430195,Elmhurst
2018-00034352,1,Broadway  At Ringgold St,4,Larceny from Motor Vehicle,2018-04-06 23:33:00,LFerreras,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8212225,-71.42335349999999,Ward 13
2018-00034339,1,1075 Atwells Ave,4,Larceny from Motor Vehicle,2018-04-06 22:33:58,SRomano,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.8255342,-71.45342839999999,Mount Pleasant
2018-00034344,1,6 Ringgold St,4,Larceny from Motor Vehicle,2018-04-06 22:33:00,LFerreras,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.8205093,-71.42322639999999,Ward 13
2018-00034336,1,280 Grove St,4,Burglary,2018-04-06 22:21:00,MVoyer,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.820048,-71.4390899,Olneyville
2018-00034329,1,Meader St At Almy St,4,Larceny from Motor Vehicle,2018-04-06 21:57:00,MRudolph,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.81779299999999,-71.43271159999999,Ward 13
2018-00034324,0,243 Atwells Ave,4,Medical Aid,2018-04-06 21:55:00,MRudolph,Not Used,No violations,2018,other_crime,Providence,41.8236709,-71.4260637,Ward 13
2018-00500431,1,106 Blackstone Blvd,4,"Larceny, Other",2018-04-06 21:48:03,RPapa,11-41-1,LARCENY/U $1500 - OTH LAR,2018,property_crime,Providence,41.8361746,-71.3852474,Blackstone
2018-00034319,0,47 Salmon St,4,Dispersals,2018-04-06 21:28:00,KMelfi,Not Used,No violations,2018,other_crime,Providence,41.82314,-71.456313,Olneyville
2018-00034292,1,147 Lloyd Ave,4,Burglary,2018-04-06 20:05:00,NField,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.8313237,-71.4014962,College Hill
2018-00034282,1,376 Potters Ave,4,Burglary,2018-04-06 19:07:00,RByfield,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.802247,-71.420874,Elmwood
2018-00034275,1,1108 Westminster St,4,"Assault, Simple",2018-04-06 18:48:00,TMiller,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8160809,-71.426354,West End Providence
2018-00034246,1,198 Linwood Ave,4,Motor Vehicle Theft,2018-04-06 17:07:00,LPelaez,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,Providence,41.806193,-71.43186899999999,West End Providence
2018-00034239,1,101 Sessions St,4,"Assault, Simple",2018-04-06 16:52:00,Central Station,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8406654,-71.3934707,Blackstone
2018-00500430,1,94 Walton St,4,"Larceny, Other",2018-04-06 16:36:58,RPapa,11-41-1,LARCENY/U $1500 - OTH LAR,2018,property_crime,Providence,41.8462576,-71.4466315,Elmhurst
2018-00034232,0,175 Broad St,4,Alarm-Business,2018-04-06 16:28:00,LPelaez,Not Used,No violations,2018,other_crime,Providence,41.8174722,-71.41783029999999,Federal Hill
2018-00034238,1,700 Smith St,4,"Larceny, Other",2018-04-06 16:23:00,CCastagliuolo,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8376514,-71.4355022,Elmhurst
2018-00034221,1,Hope St At Meeting St,4,Traffic Violation,2018-04-06 16:03:39,NField,31-20-17,Stopping for Crossing Guards Required,2018,other_crime,Providence,41.82940749999999,-71.3981831,College Hill
2018-00034221,1,Hope St At Meeting St,4,Traffic Violation,2018-04-06 16:03:39,NField,31-18-3,ROW in Crosswalk,2018,other_crime,Providence,41.82940749999999,-71.3981831,College Hill
2018-00500429,1,395 Admiral St,4,"Fraud, Credit Card",2018-04-06 15:55:47,RPapa,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2018,other_crime,Providence,41.8468041,-71.4289623,Wanskuck
2018-00034220,1,139 Elmdale Ave,4,"Assault, Simple",2018-04-06 15:52:00,MCamardo,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8072209,-71.44943839999999,Silver Lake
2018-00500428,1,20 Providence Pl,4,"Larceny, Other",2018-04-06 15:46:48,RPapa,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.827286,-71.415986,Downtown Providence
2018-00034219,1,376 Wickenden St,4,Burglary,2018-04-06 15:44:00,DCastigliego,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.8198413,-71.3958363,Fox Point
2018-00034196,1,46 Goddard St,4,"Larceny, Other",2018-04-06 14:45:00,KRichards,11-41-6,ATTEMPTED LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8346846,-71.4195683,Smith Hill
2018-00034190,1,374 Potters Ave,4,Drug Offenses,2018-04-06 14:00:00,JDesmarais,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,Providence,41.8022663,-71.4208591,Elmwood
2018-00034173,1,540 Huntington Ave,4,Larceny from Motor Vehicle,2018-04-06 13:18:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8028554,-71.43641319999999,West End Providence
2018-00034170,1,35 Camp St,4,"Assault, Simple",2018-04-06 13:05:41,WMann,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8374411,-71.4034252,Mount Hope
2018-00034154,1,2 Dudley St,4,"Larceny, Other",2018-04-06 12:11:51,TRichards,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8103278,-71.40816819999999,Upper South Providence
2018-00034150,1,31 Salmon St,4,Tresspassing,2018-04-06 11:55:26,LAndreozzi,11-44-28,TRESPASS UPON PREMISES/PRIVATE REC. FACILITIES,2018,property_crime,Providence,41.824031,-71.455122,Olneyville
2018-00034144,1,130 Veazie St,4,"Assault, Simple",2018-04-06 11:44:00,AChin,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8487035,-71.43348460000001,Wanskuck
2018-00034136,1,434 Mt Pleasant Ave,4,Disorderly Conduct,2018-04-06 11:07:00,LPichs,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.839523,-71.452771,Mount Pleasant
2018-00034136,1,434 Mt Pleasant Ave,4,RI Statute Violation,2018-04-06 11:07:00,LPichs,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2018,other_crime,Providence,41.839523,-71.452771,Mount Pleasant
2018-00034134,1,99 Kennedy Plz,4,Warrant\Capias,2018-04-06 10:54:00,VIn,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,Providence,41.824537,-71.41223699999999,Downtown Providence
2018-00034132,1,47 Concannon St,4,Larceny from Building,2018-04-06 10:49:00,VLopez,11-41-1,LARCENY/O $1500 - FROM BLD,2018,property_crime,Providence,41.8535239,-71.4369633,Wanskuck
2018-00034128,3,126 Ford St,4,Warrant\Capias,2018-04-06 10:37:00,BAuclair,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.8097083,-71.43260339999999,West End Providence
2018-00034128,1,126 Ford St,4,RI Statute Violation,2018-04-06 10:37:00,BAuclair,21-28-4.08,CONTROLLED SUBSTANCE CONSPIRACY,2018,other_crime,Providence,41.8097083,-71.43260339999999,West End Providence
2018-00034128,1,126 Ford St,4,Drug Offenses,2018-04-06 10:37:00,BAuclair,21-28-4.01.1-A1,MANUFAC/POSS/DELIVER HEROIN-1OZ-1KG,2018,other_crime,Providence,41.8097083,-71.43260339999999,West End Providence
2018-00034128,1,126 Ford St,4,Drug Offenses,2018-04-06 10:37:00,BAuclair,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,Providence,41.8097083,-71.43260339999999,West End Providence
2018-00034126,0,Ethan St At Sophia St,4,Auto Towed,2018-04-06 10:23:00,ITavarez,Not Used,Parking or MV Violation,2018,other_crime,Providence,41.8088259,-71.458229,Silver Lake
2018-00034123,1,1058 Atwells Ave,4,Burglary,2018-04-06 10:22:35,LAndreozzi,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.8251414,-71.4528749,Mount Pleasant
2018-00034119,0,70 Fricker St,4,Juvenile Matter,2018-04-06 10:09:00,JLewis,Not Used,No violations,2018,other_crime,Providence,41.8166725,-71.4210162,Federal Hill
2018-00034113,0,65 Gordon Ave,4,Auto Towed,2018-04-06 09:39:38,JDalton,Not Used,Parking or MV Violation,2018,other_crime,Providence,41.803044,-71.41574299999999,Lower South Providence
2018-00034077,1,57 Babcock St,4,Motor Vehicle Theft,2018-04-06 04:39:00,BMcParlin,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,Providence,41.7895946,-71.4075096,Washington Park
