casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,offense_cat,city,lat,lon,neighborhood
2017-00132953,1,171 Reservoir Ave,12,Larceny from Motor Vehicle,2017-12-20 10:30:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,Providence,41.7916568,-71.42852490000001,Reservoir
2017-00132949,1,29 Reynolds Ave,12,"Fraud, Swindle",2017-12-20 10:05:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,Providence,41.8052756,-71.4129825,Lower South Providence
2017-00132943,1,Valley St At Raymond St,12,Traffic Violation,2017-12-20 09:25:00,JAnnis,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,Providence,41.8287446,-71.4342238,Valley
2017-00132940,1,50 Blundell St,12,"Larceny, Other",2017-12-20 09:10:00,ECuri,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2017,property_crime,Providence,41.7986885,-71.40428580000001,Lower South Providence
2017-00132933,0,59 Roger Williams Grn,12,Threats,2017-12-20 08:32:00,TCalandra,Not Used,No violations,2017,other_crime,Providence,41.83548400000001,-71.40810499999999,Mount Hope
2017-00132911,1,30 Barbara St,12,Motor Vehicle Theft,2017-12-20 04:40:00,MFadale,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,property_crime,Providence,41.820431,-71.459316,Hartford
2017-00132902,1,126 Jewett St,12,Disorderly Conduct,2017-12-20 02:35:00,RMalloy,11-45-1,DISORDERLY CONDUCT,2017,other_crime,Providence,41.832776,-71.42175499999999,Smith Hill
2017-00132901,1,Union Aveatalthea St ,12,Warrant\Capias,2017-12-20 02:32:00,INerney,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,other_crime,Providence,41.8080553,-71.4437719,
2017-00132901,1,Union Aveatalthea St ,12,Drug Offenses,2017-12-20 02:32:00,INerney,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,Providence,41.8080553,-71.4437719,
2017-00132891,0,187 Alabama Ave,12,Threats,2017-12-20 01:55:48,LTaveras,Not Used,No violations,2017,other_crime,Providence,41.7869082,-71.39660889999999,Washington Park
2017-00132870,0,100 Dorrance St,12,Fraud,2017-12-20 00:49:00,CBeach,Not Used,No violations,2017,other_crime,Providence,41.823027,-71.4103477,Downtown Providence
2017-00132867,1,532 Plainfield St,12,Larceny from Motor Vehicle,2017-12-20 00:30:00,PHourahan,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,Providence,41.812961,-71.4564135,Hartford
2017-00132862,0,97 Winchester St,12,Request for Assistance,2017-12-20 00:11:41,MClary,Not Used,No violations,2017,other_crime,Providence,41.854051,-71.432594,Wanskuck
2017-00132857,0,24 Tappan St,12,Missing Persons,2017-12-20 00:08:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.8463216,-71.42708379999999,Wanskuck
2017-00132852,1,721 Chalkstone Ave,12,Vandalism,2017-12-19 23:13:00,KWilliams,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,Providence,41.8343269,-71.4314981,Elmhurst
2017-00132845,0,136 Knight St,12,Missing Persons,2017-12-19 23:00:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.8212266,-71.4304511,Ward 13
2017-00132830,1,Glenham St At St James St,12,Drug Offenses,2017-12-19 21:56:00,DPfeiffer,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,Providence,41.805942,-71.4158217,Upper South Providence
2017-00132830,1,Glenham St At St James St,12,Traffic Violation,2017-12-19 21:56:00,DPfeiffer,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,Providence,41.805942,-71.4158217,Upper South Providence
2017-00132821,1,70 Harriet St,12,Vandalism,2017-12-19 21:29:00,JButen,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2017,property_crime,Providence,41.8022911,-71.4124729,Lower South Providence
2017-00132821,1,70 Harriet St,12,Disorderly Conduct,2017-12-19 21:29:00,JButen,11-45-1,DISORDERLY CONDUCT,2017,other_crime,Providence,41.8022911,-71.4124729,Lower South Providence
2017-00132811,0,50 Kennedy Plz,12,Medical Aid,2017-12-19 21:09:00,GValletta,Not Used,No violations,2017,other_crime,Providence,41.8249319,-71.41061719999999,Downtown Providence
2017-00132808,0,Brook Street ,12,Lost Article,2017-12-19 21:01:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.825126,-71.3989869,
2017-00132794,0,380 Hope St,12,Missing Persons,2017-12-19 20:02:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.83670559999999,-71.4014198,Mount Hope
2017-00132789,1,Niagara St At Potters Ave,12,Warrant\Capias,2017-12-19 19:45:00,MPena,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2017,other_crime,Providence,41.8024427,-71.42073789999999,Elmwood
2017-00132787,0,27 Greeley St,12,Assistance Rendered,2017-12-19 19:37:00,EBreault,Not Used,No violations,2017,other_crime,Providence,41.8523253,-71.4214714,Charles
2017-00132778,0,63 Elmwood Ave,12,D.O.A.,2017-12-19 19:18:00,AFrancis,Not Used,No violations,2017,other_crime,Providence,41.8110356,-71.423571,West End Providence
2017-00500398,1,51 Silver Spring St,12,"Fraud, Credit Card",2017-12-19 19:02:21,CSical,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2017,other_crime,Providence,41.8454822,-71.4159036,Charles
2017-00132768,1,1910 Westminster St,12,Larceny from Building,2017-12-19 18:46:47,MRousseau,11-41-1,LARCENY/U $1500 - FROM BLD,2017,property_crime,Providence,41.8164177,-71.4420585,Olneyville
2017-00132765,0,Manton Avenue ,12,Lost Article,2017-12-19 18:41:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.8257711,-71.45701079999999,
2017-00132763,3,Weybosset St At Snow St,12,Warrant\Capias,2017-12-19 18:32:00,TRichards,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,other_crime,Providence,41.8207059,-71.41327210000001,Downtown Providence
2017-00132757,1,34 Russo St,12,Vandalism,2017-12-19 18:13:00,KRichards,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,Providence,41.8522038,-71.4211931,Charles
2017-00132767,1,164 Summit Ave,12,Motor Vehicle Theft,2017-12-19 18:10:00,RCriner,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,property_crime,Providence,41.851722,-71.398257,Hope
2017-00132751,1,5 Catalpa Rd,12,Burglary,2017-12-19 17:59:00,DCastigliego,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2017,property_crime,Providence,41.8416033,-71.3999307,Mount Hope
2017-00132734,1,Broad St At Somerset St,12,Municipal Code Violation,2017-12-19 17:15:00,SCampbell,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",2017,other_crime,Providence,41.8134589,-71.421576,West End Providence
2017-00132722,1,Elmwood Ave At Daboll St,12,Drug Offenses,2017-12-19 16:41:00,SLafferty,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,Providence,41.8041436,-71.4255688,West End Providence
2017-00132721,0,44 Regent Ave,12,Lost Article,2017-12-19 16:38:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.830948,-71.435232,Valley
2017-00132719,1,Sorrento St At Linwood Ave,12,Traffic Violation,2017-12-19 16:36:00,ADiaz,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,Providence,41.807869,-71.4373713,West End Providence
2017-00132719,1,Sorrento St At Linwood Ave,12,Traffic Violation,2017-12-19 16:36:00,ADiaz,31-3-1,Operation of Unregistered Vehicle,2017,other_crime,Providence,41.807869,-71.4373713,West End Providence
2017-00132719,1,Sorrento St At Linwood Ave,12,Traffic Violation,2017-12-19 16:36:00,ADiaz,31-23.3-5,Windshield/Window - Owner/Operating w/Unlawful Sunscreen Material,2017,other_crime,Providence,41.807869,-71.4373713,West End Providence
2017-00132709,1,635 North Main St ,12,Vandalism,2017-12-19 16:08:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,Providence,41.83637350000001,-71.4092027,Mount Hope
2017-00132708,1,1 Providence Pl,12,Warrant\Capias,2017-12-19 16:05:00,MSepe,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2017,other_crime,Providence,41.8283682,-71.4164302,Downtown Providence
2017-00132708,1,1 Providence Pl,12,Warrant\Capias,2017-12-19 16:05:00,MSepe,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,other_crime,Providence,41.8283682,-71.4164302,Downtown Providence
2017-00132708,1,1 Providence Pl,12,"Larceny, Shoplifting",2017-12-19 16:05:00,MSepe,11-41-20.1,SHOPLIFTING-IMPLEMENTS OF CONCEALMENT - SHOPLIFTING,2017,property_crime,Providence,41.8283682,-71.4164302,Downtown Providence
2017-00132706,1,16 Chatham St,12,Burglary,2017-12-19 16:04:00,NManfredi,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,property_crime,Providence,41.8466587,-71.4169722,Charles
2017-00132706,1,16 Chatham St,12,Larceny from Building,2017-12-19 16:04:00,NManfredi,11-41-1,LARCENY/O $1500 - FROM BLD,2017,property_crime,Providence,41.8466587,-71.4169722,Charles
2017-00132704,1,480 Charles St,12,"Assault, Simple",2017-12-19 16:02:00,Central Station,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,Providence,41.8486396,-71.4201047,Charles
2017-00132699,0,939 Douglas Ave,12,Missing Persons,2017-12-19 15:50:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.853687,-71.437866,Wanskuck
2017-00132725,1,Cambridge St At Academy Ave,12,RI Statute Violation,2017-12-19 15:30:00,ZSilbert,21-28-4.08,CONTROLLED SUBSTANCE CONSPIRACY,2017,other_crime,Providence,41.8254949,-71.4434441,Mount Pleasant
2017-00132725,1,Cambridge St At Academy Ave,12,Drug Offenses,2017-12-19 15:30:00,ZSilbert,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2017,other_crime,Providence,41.8254949,-71.4434441,Mount Pleasant
2017-00132688,1,40 Cromwell St,12,Traffic Violation,2017-12-19 15:28:00,AFrancis,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,Providence,41.8087878,-71.4261691,West End Providence
2017-00132702,1,10 Elmgrove Ave,12,Traffic Violation,2017-12-19 15:25:00,DWaters,31-9-6,Possession of MV or Part Thereof W/Altered Identification Number,2017,other_crime,Providence,41.8304105,-71.3897769,Wayland
2017-00132670,1,Cranston St At Waverly St,12,Drug Offenses,2017-12-19 14:32:00,MMcGloin,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2017,other_crime,Providence,41.8083361,-71.43456739999999,West End Providence
2017-00132664,0,152 Springfield St,12,Juvenile Matter,2017-12-19 14:04:00,,Not Used,No violations,2017,other_crime,Providence,41.8186411,-71.4660203,Hartford
2017-00132658,1,70 Academy Ave,12,"Assault, Simple",2017-12-19 13:41:00,JRodrigues,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,Providence,41.8266632,-71.4437913,Mount Pleasant
2017-00132656,1,668 Prairie Ave,12,Disorderly Conduct,2017-12-19 13:36:00,GKue,11-45-1,DISORDERLY CONDUCT,2017,other_crime,Providence,41.796036,-71.409615,Lower South Providence
2017-00132637,1,92 Vinton St,12,"Fraud, Swindle",2017-12-19 12:52:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,Providence,41.821534,-71.42883499999999,Ward 13
2017-00132634,0,40 Wendell St,12,Assistance Rendered,2017-12-19 12:38:20,TGomes,Not Used,No violations,2017,other_crime,Providence,41.8110202,-71.43291529999999,West End Providence
2017-00132633,1,41 Salmon St,12,Disorderly Conduct,2017-12-19 12:27:00,Central Station,11-45-1,DISORDERLY CONDUCT,2017,other_crime,Providence,41.824301,-71.4564989,Olneyville
2017-00132629,1,465 Branch Ave,12,"Fraud, Swindle",2017-12-19 12:13:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,Providence,41.8506093,-71.4207076,Charles
2017-00132628,1,Chalkstone Ave At Candace St,12,"Fraud, Swindle",2017-12-19 12:12:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,Providence,41.8360642,-71.42263059999999,Smith Hill
2017-00132624,1,229 Valley St,12,Larceny from Building,2017-12-19 11:59:00,Central Station,11-41-1,LARCENY/O $1500 - FROM BLD,2017,property_crime,Providence,41.8231794,-71.4396585,Olneyville
2017-00132622,1,Hartford Ave At Flower St,12,"Larceny, Other",2017-12-19 11:49:00,VLopez,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,Providence,41.8182947,-71.45698569999999,Hartford
2017-00132611,1,575 Wickenden St,12,"Assault, Simple",2017-12-19 11:02:00,FMoody,11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - MINOR INJURY,2017,other_crime,Providence,41.8199029,-71.391564,Fox Point
2017-00132602,1,53 Congress Ave,12,"Assault, Aggravated",2017-12-19 10:18:00,CKennedy,11-5-4,ASSAULT W/DEADLY WEAPON IN A DWELLING HOUSE,2017,violent_crime,Providence,41.8005138,-71.42026539999999,Elmwood
2017-00132597,0,Chad Brown St At June St,12,Stolen Vehicle\Recovered,2017-12-19 10:02:27,EBreault,Not Used,No violations,2017,other_crime,Providence,41.8413908,-71.422541,Wanskuck
2017-00132594,1,21 Leah St,12,"Assault, Simple",2017-12-19 09:44:00,JO,11-5-3,SIMPLE ASSAULT/BATTERY,2017,other_crime,Providence,41.8259966,-71.45124860000001,Mount Pleasant
2017-00132594,1,21 Leah St,12,Burglary,2017-12-19 09:44:00,JO,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2017,property_crime,Providence,41.8259966,-71.45124860000001,Mount Pleasant
2017-00132594,1,21 Leah St,12,Vandalism,2017-12-19 09:44:00,JO,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2017,property_crime,Providence,41.8259966,-71.45124860000001,Mount Pleasant
2017-00132595,1,189 Ontario St,12,"Larceny, Other",2017-12-19 09:30:57,CKennedy,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,Providence,41.798364,-71.42489499999999,Elmwood
2017-00132583,1,17 Richter St,12,Motor Vehicle Theft,2017-12-19 08:56:59,EPedchenko,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,property_crime,Providence,41.8355257,-71.4298766,Smith Hill
2017-00132582,0,338 Douglas Ave,12,Juvenile Matter,2017-12-19 08:51:32,TGomes,Not Used,No violations,2017,other_crime,Providence,41.8396735,-71.4264513,Smith Hill
2017-00132578,1,Bucklin St At Peace St,12,Traffic Violation,2017-12-19 08:24:00,LFernandez,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,Providence,41.8065393,-71.4278284,West End Providence
2017-00132576,1,13 Waterman St,12,Motor Vehicle Theft,2017-12-19 08:21:00,FMoody,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,property_crime,Providence,41.826922,-71.4077609,College Hill
2017-00132573,1,700 N  Main St,12,"Assault, Simple",2017-12-19 08:02:00,GPereira,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,Providence,41.8396769,-71.4094346,Mount Hope
2017-00132568,1,42 Parkis Ave,12,"Larceny, Other",2017-12-19 07:12:44,CKennedy,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,Providence,41.8089821,-71.4232231,Elmwood
2017-00132541,1,60 Regent Ave,12,"Larceny, Other",2017-12-19 02:07:00,MVoyer,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,Providence,41.83062049999999,-71.4359893,Valley
2017-00132540,0,64 Dartmouth Ave,12,Missing Persons,2017-12-19 01:53:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.8083255,-71.4231664,Elmwood
2017-00132537,1,775 Cranston St,12,"Fraud, Credit Card",2017-12-19 01:09:00,JPerez,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2017,other_crime,Providence,41.8041318,-71.43918289999999,West End Providence
2017-00132507,1,521 Admiral St,12,Vandalism,2017-12-18 22:29:00,MRudolph,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2017,property_crime,Providence,41.8472503,-71.4339948,Wanskuck
2017-00132495,1,278 Thurbers Ave,12,"Assault, Simple",2017-12-18 21:54:00,SCampbell,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,Providence,41.798347,-71.41077980000001,Lower South Providence
2017-00132493,1,71 Bradford St,12,Larceny from Motor Vehicle,2017-12-18 21:43:00,MClary,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,Providence,41.822824,-71.42210639999999,Ward 13
2017-00132491,0,24 Tappan St,12,Missing Persons,2017-12-18 21:41:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.8463216,-71.42708379999999,Wanskuck
2017-00500397,1,17 Belair Ave,12,"Fraud, Credit Card",2017-12-18 21:06:56,SPartridge,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2017,other_crime,Providence,41.840445,-71.398196,Blackstone
2017-00132485,1,62 Russo St,12,Burglary,2017-12-18 20:59:00,MOtrando,11-8-1,BURGLARY,2017,property_crime,Providence,41.8532102,-71.42137869999999,Charles
2017-00132485,1,62 Russo St,12,Murder\Manslaughter,2017-12-18 20:59:00,MOtrando,11-23-1,MURDER-1ST DEGREE,2017,violent_crime,Providence,41.8532102,-71.42137869999999,Charles
2017-00500396,1,108 Ortoleva Dr,12,"Larceny, Other",2017-12-18 20:54:05,SPartridge,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,Providence,41.829009,-71.45783449999999,Manton
2017-00132480,1,188 Princeton Ave,12,Disorderly Conduct,2017-12-18 20:37:00,Central Station,11-45-1,DISORDERLY CONDUCT,2017,other_crime,Providence,41.8048467,-71.4266955,West End Providence
2017-00132478,1,165 Angell St,12,Drug Offenses,2017-12-18 20:24:00,NField,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,Providence,41.8278567,-71.4012475,College Hill
2017-00132478,1,165 Angell St,12,Tresspassing,2017-12-18 20:24:00,NField,11-44-26,WILLFUL TRESPASS,2017,property_crime,Providence,41.8278567,-71.4012475,College Hill
2017-00132474,0,939 Douglas Ave,12,Missing Persons,2017-12-18 20:19:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.853687,-71.437866,Wanskuck
2017-00132475,1,1 Franklin Sq ,12,Traffic Violation,2017-12-18 20:08:00,DBrien,31-10-27,No License on Person - Exhibited on Demand,2017,other_crime,Providence,41.8144922,-71.4053922,
2017-00132471,1,1 Providence Pl,12,Vandalism,2017-12-18 20:05:00,GKue,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,Providence,41.8283682,-71.4164302,Downtown Providence
2017-00500394,1,50 Maude St,12,"Fraud, Credit Card",2017-12-18 20:04:19,SPartridge,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2017,other_crime,Providence,41.836251,-71.43418799999999,Elmhurst
2017-00132477,0,387 Charles St,12,Article Found,2017-12-18 19:59:00,EBreault,Not Used,No violations,2017,other_crime,Providence,41.843616,-71.417562,Charles
2017-00132457,1,144 Cornwall St,12,Burglary,2017-12-18 19:30:00,KRichards,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,property_crime,Providence,41.84715629999999,-71.4230949,Wanskuck
2017-00132448,1,675 Plainfield St,12,Drug Offenses,2017-12-18 18:35:00,MSepe,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,2017,other_crime,Providence,41.8108446,-71.4624955,Silver Lake
2017-00132442,0,252 Hartford Ave,12,Lost Article,2017-12-18 18:06:00,KMelfi,Not Used,No violations,2017,other_crime,Providence,41.8171444,-71.451295,Hartford
2017-00132432,0,64 Dartmouth Ave,12,Missing Persons,2017-12-18 17:53:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.8083255,-71.4231664,Elmwood
2017-00132424,1,125 Edgeworth Ave,12,Burglary,2017-12-18 17:20:00,EBreault,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,property_crime,Providence,41.859508,-71.416487,
2017-00500393,1,177 N  Main St,12,Larceny from Motor Vehicle,2017-12-18 17:18:36,SPartridge,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,Providence,41.8292396,-71.4096519,College Hill
2017-00132405,0,164 Summit Ave,12,Lost Article,2017-12-18 16:48:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.851722,-71.398257,Hope
2017-00132396,1,Willard Ave At Plain St,12,Motor Vehicle Theft,2017-12-18 16:38:00,Central Station,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,property_crime,Providence,41.8089396,-71.41075959999999,Upper South Providence
2017-00132395,1,17 Whelan Rd,12,Robbery,2017-12-18 16:34:00,LMarroquin,11-39-1,ROBBERY-1ST DEGREE,2017,property_crime,Providence,41.8191553,-71.4525472,Hartford
2017-00132395,1,17 Whelan Rd,12,RI Statute Violation,2017-12-18 16:34:00,LMarroquin,11-1-6,CONSPIRACY - ALL OTH OFFENSE,2017,other_crime,Providence,41.8191553,-71.4525472,Hartford
2017-00132393,1,108 Dexterdale Rd,12,"Fraud, Swindle",2017-12-18 16:32:00,DCastigliego,19-9-29,BANK FRAUD,2017,other_crime,Providence,41.8477071,-71.40204489999999,Hope
2017-00132397,0,188 Princeton Ave,12,Disturbance,2017-12-18 16:30:00,AFrancis,Not Used,No violations,2017,other_crime,Providence,41.8048467,-71.4266955,West End Providence
2017-00132387,1,300 Broadway ,12,Vandalism,2017-12-18 16:20:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,Providence,41.8200687,-71.4274667,Ward 13
2017-00132384,0,558 Manton Ave,12,Missing Persons,2017-12-18 16:15:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.8260434,-71.4594114,
2017-00132378,1,14 Bel Air Dr,12,Vandalism,2017-12-18 16:04:00,RCarlin,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,Providence,41.836903,-71.470062,Manton
2017-00132382,2,7 Bodell Ave,12,Drug Offenses,2017-12-18 16:00:00,JDesmarais,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2017,other_crime,Providence,41.8169943,-71.45287189999999,Hartford
2017-00132374,0,939 Douglas Ave,12,Missing Persons,2017-12-18 15:50:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.853687,-71.437866,Wanskuck
2017-00132372,0,100 Aldrich St,12,Property Damage,2017-12-18 15:43:00,JButen,Not Used,No violations,2017,other_crime,Providence,41.7940197,-71.40769519999999,Washington Park
2017-00132367,1,146 Hazael St,12,Burglary,2017-12-18 15:15:00,JDoucette,11-8-1,BURGLARY,2017,property_crime,Providence,41.854049,-71.439369,Wanskuck
2017-00132367,1,146 Hazael St,12,Vandalism,2017-12-18 15:15:00,JDoucette,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/DAMAGE,2017,property_crime,Providence,41.854049,-71.439369,Wanskuck
2017-00132367,1,146 Hazael St,12,RI Statute Violation,2017-12-18 15:15:00,JDoucette,15-15-3,VIOLATION OF PROTECTIVE ORDER,2017,other_crime,Providence,41.854049,-71.439369,Wanskuck
2017-00132367,1,146 Hazael St,12,"Assault, Aggravated",2017-12-18 15:15:00,JDoucette,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2017,violent_crime,Providence,41.854049,-71.439369,Wanskuck
2017-00132367,1,146 Hazael St,12,"Assault, Simple",2017-12-18 15:15:00,JDoucette,11-5-3,SIMPLE ASSAULT/BATTERY-3RD OFFENSE,2017,other_crime,Providence,41.854049,-71.439369,Wanskuck
2017-00132360,1,51 Silver Spring St,12,Larceny from Motor Vehicle,2017-12-18 15:10:00,EBreault,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,Providence,41.8454822,-71.4159036,Charles
2017-00132347,0,138 Dodge St,12,Lost Article,2017-12-18 14:56:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.8145782,-71.4240667,West End Providence
2017-00132349,1,125 Corliss St,12,Larceny from Motor Vehicle,2017-12-18 14:45:00,EBreault,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,Providence,41.8414309,-71.4118467,Mount Hope
2017-00132348,1,96 Ruggles St,12,Vandalism,2017-12-18 14:39:41,VPazzetta,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,Providence,41.837474,-71.428511,Smith Hill
2017-00132328,1,1 Tanner St,12,Burglary,2017-12-18 13:45:20,JDalton,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,property_crime,Providence,41.811996,-71.416095,Upper South Providence
2017-00132325,1,28 Ringgold St,12,Burglary,2017-12-18 13:27:30,MCaraccia,11-8-1,BURGLARY,2017,property_crime,Providence,41.8218231,-71.4237823,Ward 13
2017-00132321,1,Pemberton St At Dover St,12,Weapons,2017-12-18 13:19:00,PTesseris,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,2017,other_crime,Providence,41.8299356,-71.44564179999999,Mount Pleasant
2017-00132320,1,133 Douglas Ave,12,Larceny from Motor Vehicle,2017-12-18 13:19:00,AChin,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,Providence,41.8366766,-71.4204429,Smith Hill
2017-00132318,0,191 Webster Ave,12,Juvenile Matter,2017-12-18 13:11:11,JKane,Not Used,No violations,2017,other_crime,Providence,41.8102103,-71.449437,Silver Lake
2017-00132317,1,Charles St At 95 ,12,Traffic Violation,2017-12-18 13:10:00,JAnnis,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,Providence,41.8387883,-71.412092,Mount Hope
2017-00132314,1,231 Douglas Ave,12,Traffic Violation,2017-12-18 13:06:00,DLiu,31-11-18,Parking or MV Violation,2017,other_crime,Providence,41.8377229,-71.423118,Smith Hill
2017-00132304,0,138 Dodge St,12,Lost Article,2017-12-18 12:41:00,Central Station,Not Used,No violations,2017,other_crime,Providence,41.8145782,-71.4240667,West End Providence
2017-00132308,1,1106 N  Main St,12,"Fraud, Swindle",2017-12-18 12:36:05,WHutchinson,19-9-29,BANK FRAUD,2017,other_crime,Providence,41.850929,-71.4029546,Hope
2017-00132303,1,1 Valley St,12,"Assault, Simple",2017-12-18 12:34:34,JKane,11-5-3,SIMPLE ASSAULT/BATTERY,2017,other_crime,Providence,41.81677579999999,-71.4404187,Olneyville
2017-00132292,1,13 Bissell St,12,Larceny from Motor Vehicle,2017-12-18 12:08:47,JBento,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,Providence,41.77737399999999,-71.42001400000001,South Elmwood
2017-00132285,1,20 Swiss St,12,"Fraud, Swindle",2017-12-18 12:01:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,Providence,41.82313,-71.432537,Ward 13
2017-00132284,1,Branch Ave At Vandewater St,12,Drug Offenses,2017-12-18 12:01:00,MMcGloin,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,Providence,41.8536926,-71.428823,Wanskuck
2017-00132284,1,Branch Ave At Vandewater St,12,Drug Offenses,2017-12-18 12:01:00,MMcGloin,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2017,other_crime,Providence,41.8536926,-71.428823,Wanskuck
