casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,offense_cat,hour,minute,day,lat,lon,city,neighborhood
2018-00011866,1,610 Elmwood Ave,2,Burglary,2018-02-02 19:53:00,JSmith,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,19,53,2,,,,
2018-00011851,1,457 Elmwood Ave,2,Vandalism,2018-02-02 19:03:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,19,3,2,,,,
2018-00011843,1,10 Thomas Olney Common ,2,"Larceny, Other",2018-02-02 18:49:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,18,49,2,,,,
2018-00011821,1,Manton Ave At Tanyard Ln,2,Traffic Violation,2018-02-02 17:51:00,VLopez,31-15-11,Laned Roadway Violation,2018,other_crime,17,51,2,,,,
2018-00011806,1,131 Webster Ave,2,"Larceny, Shoplifting",2018-02-02 17:08:00,GSion,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,17,8,2,,,,
2018-00011793,1,6 Avon St,2,"Larceny, Other",2018-02-02 16:22:00,LPelaez,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,16,22,2,,,,
2018-00500147,1,526 Broad St,2,"Fraud, Credit Card",2018-02-02 16:21:20,SComella,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2018,other_crime,16,21,2,,,,
2018-00500146,1,325 Douglas Ave,2,"Fraud, Swindle",2018-02-02 16:14:31,SComella,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,16,14,2,,,,
2018-00011789,1,Pocasset Ave At Bancroft St,2,Receiving Stolen Property,2018-02-02 16:11:00,KMelfi,11-41-2,RECEIVING STOLEN GOODS-MISDEMEANOR,2018,other_crime,16,11,2,,,,
2018-00500145,1,113 Pembroke Ave,2,Vandalism,2018-02-02 15:43:00,SComella,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,15,43,2,,,,
2018-00011775,1,15 Viola St,2,Larceny from Motor Vehicle,2018-02-02 15:43:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,15,43,2,,,,
2018-00011773,1,51 Silver Spring St,2,"Larceny, Shoplifting",2018-02-02 15:26:00,EBreault,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,15,26,2,,,,
2018-00011758,1,7 Providence Pl,2,"Larceny, Shoplifting",2018-02-02 15:05:00,GKue,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,15,5,2,,,,
2018-00011747,1,2 Kennedy Plz,2,"Assault, Simple",2018-02-02 14:49:00,RAbenante,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,14,49,2,,,,
2018-00011744,1,91 Windmill St,2,Vandalism,2018-02-02 14:40:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,14,40,2,,,,
2018-00011740,1,101 Sessions St,2,"Assault, Simple",2018-02-02 14:22:06,DHull,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,14,22,2,,,,
2018-00011737,1,11 Dorrance St,2,"Assault, Simple",2018-02-02 14:14:00,RChin,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,14,14,2,,,,
2018-00011721,1,420 Broadway ,2,"Fraud, Swindle",2018-02-02 13:47:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,13,47,2,,,,
2018-00011718,2,50 Prairie Ave,2,"Assault, Simple",2018-02-02 13:31:00,MChasse,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,13,31,2,,,,
2018-00011716,1,160 Broad St,2,"Assault, Simple",2018-02-02 13:23:15,MChasse,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,13,23,2,,,,
2018-00011715,1,261 Lenox Ave,2,"Larceny, Other",2018-02-02 13:01:00,EFernandez,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,13,1,2,,,,
2018-00011703,1,593 Eddy St,2,Disorderly Conduct,2018-02-02 12:42:17,MChasse,11-45-1,DISORDERLY CONDUCT,2018,other_crime,12,42,2,,,,
2018-00011704,1,16 Greeley St,2,RI Statute Violation,2018-02-02 12:40:59,MTella,11-49-6.1,PUBLISHING INFO FOR FRAUD PURPOSES-1ST OFF,2018,other_crime,12,40,2,,,,
2018-00011698,1,112 Daboll St,2,Disorderly Conduct,2018-02-02 12:22:55,KWigginton,11-45-1,DISORDERLY CONDUCT,2018,other_crime,12,22,2,,,,
2018-00011679,1,1266 Broad St,2,Larceny from Motor Vehicle,2018-02-02 11:32:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,11,32,2,,,,
2018-00011678,1,278 Thurbers Ave,2,Municipal Code Violation,2018-02-02 11:28:00,EChin,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,2018,other_crime,11,28,2,,,,
2018-00011678,2,278 Thurbers Ave,2,"Assault, Simple",2018-02-02 11:28:00,EChin,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,11,28,2,,,,
2018-00011680,1,109 Transit St,2,Larceny from Motor Vehicle,2018-02-02 11:21:00,FMoody,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,11,21,2,,,,
2018-00011671,1,Touro St ,2,Larceny from Motor Vehicle,2018-02-02 11:12:00,Central Station,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,11,12,2,,,,
2018-00011663,1,34 Home Ave,2,Drug Offenses,2018-02-02 10:55:00,EGreene,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,10,55,2,,,,
2018-00011663,1,34 Home Ave,2,Weapons,2018-02-02 10:55:00,EGreene,11-47-8-C,POSSESSION OF FA COMMIT CTRL SUB VIOL,2018,other_crime,10,55,2,,,,
2018-00011663,1,34 Home Ave,2,Drug Offenses,2018-02-02 10:55:00,EGreene,21-28-4.01-A2B,MANUFACTURE/POSS/DELIVER SCH III/IV,2018,other_crime,10,55,2,,,,
2018-00011663,1,34 Home Ave,2,Weapons,2018-02-02 10:55:00,EGreene,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,2018,other_crime,10,55,2,,,,
2018-00011661,1,251 S  Main St,2,Vandalism,2018-02-02 10:47:00,FMoody,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,10,47,2,,,,
2018-00011661,1,251 S  Main St,2,Larceny from Building,2018-02-02 10:47:00,FMoody,11-41-1,LARCENY/O $1500 - FROM BLD,2018,property_crime,10,47,2,,,,
2018-00011657,1,188 Princeton Ave,2,Weapons,2018-02-02 10:41:00,NMorales,11-47-60,POSSESSION OF FIREARMS ON SCHOOL GROUNDS,2018,other_crime,10,41,2,,,,
2018-00011645,1,1 Salmon St,2,"Assault, Simple",2018-02-02 09:54:00,JNezier,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,9,54,2,,,,
2018-00011643,1,19 Whelan Rd,2,Disorderly Conduct,2018-02-02 09:48:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,other_crime,9,48,2,,,,
2018-00011631,1,66 Benefit St,2,Larceny from Motor Vehicle,2018-02-02 08:49:23,RKing,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,8,49,2,,,,
2018-00011628,1,99 Berkshire St,2,Vandalism,2018-02-02 08:31:00,WDickie,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,8,31,2,,,,
2018-00011622,1,89 America St,2,"Larceny, Other",2018-02-02 08:13:48,JDalton,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,8,13,2,,,,
2018-00011616,1,63 Depasquale Ave,2,"Larceny, Other",2018-02-02 07:06:00,JDalton,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,7,6,2,,,,
2018-00011615,1,32 Ethan St ,2,Larceny from Motor Vehicle,2018-02-02 06:55:29,JKane,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,6,55,2,,,,
2018-00011608,1,93 Ortoleva Dr,2,Larceny from Motor Vehicle,2018-02-02 05:42:00,KWilliams,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,5,42,2,,,,
2018-00011588,1,942 Douglas Ave,2,Vandalism,2018-02-02 01:54:00,RMalloy,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,1,54,2,,,,
2018-00011584,1,230 Atwells Ave,2,"Assault, Simple",2018-02-02 01:47:00,BMcKenna,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,1,47,2,,,,
2018-00011584,1,230 Atwells Ave,2,"Assault, Aggravated",2018-02-02 01:47:00,BMcKenna,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,violent_crime,1,47,2,,,,
2018-00011562,1,50 Prairie Ave,2,Municipal Code Violation,2018-02-02 00:49:00,MPena,Sec. 16-3.E,Disorderly Conduct E - Assemble to cause a fight,2018,other_crime,0,49,2,,,,
2018-00011534,1,11 Rutland St,2,Larceny from Motor Vehicle,2018-02-01 23:23:00,EEspinal,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,23,23,1,,,,
2018-00011520,1,N  Main St At Ann Mary Dr,2,Weapons,2018-02-01 21:43:00,VLaBianca,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,2018,other_crime,21,43,1,,,,
2018-00011520,1,N  Main St At Ann Mary Dr,2,Traffic Violation,2018-02-01 21:43:00,VLaBianca,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",2018,other_crime,21,43,1,,,,
2018-00011520,1,N  Main St At Ann Mary Dr,2,Traffic Violation,2018-02-01 21:43:00,VLaBianca,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,21,43,1,,,,
2018-00011515,1,409 Hope St,2,"Assault, Simple",2018-02-01 21:23:00,HNorthup,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,21,23,1,,,,
2018-00011499,1,Chestnut St At Pine St,2,Traffic Violation,2018-02-01 20:17:00,CVingi,31-8-3,Improper Use of Evidence of Registration or Certificate,2018,other_crime,20,17,1,,,,
2018-00011499,1,Chestnut St At Pine St,2,Traffic Violation,2018-02-01 20:17:00,CVingi,31-8-2,Operation of MV When Registration Canceled,2018,other_crime,20,17,1,,,,
2018-00011498,1,60 Camden Ave,2,Disorderly Conduct,2018-02-01 20:16:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,other_crime,20,16,1,,,,
2018-00011483,1,321 Friendship St,2,"Assault, Aggravated",2018-02-01 18:59:00,AFrancis,11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - SERIOUS INJURY,2018,violent_crime,18,59,1,,,,
2018-00011478,1,92 Georgia Ave,2,RI Statute Violation,2018-02-01 18:54:00,Central Station,12-29-4,VIOLATION -NO CONTACT ORDER,2018,other_crime,18,54,1,,,,
2018-00011478,1,92 Georgia Ave,2,Vandalism,2018-02-01 18:54:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,18,54,1,,,,
2018-00011479,1,49 Grape St,2,"Assault, Simple",2018-02-01 18:54:00,KRichards,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,18,54,1,,,,
2018-00011476,1,17 Van Buren St,2,Motor Vehicle Theft,2018-02-01 18:44:00,JSmith,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,18,44,1,,,,
2018-00500138,1,103 Northup Ave,2,"Larceny, Other",2018-02-01 18:38:10,SPartridge,11-41-1,LARCENY/U $1500 - OTH LAR,2018,property_crime,18,38,1,,,,
2018-00500139,1,99 Raymond St,2,"Fraud, Swindle",2018-02-01 18:26:31,SPartridge,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,18,26,1,,,,
2018-00500140,1,91 Julian St ,2,RI Statute Violation,2018-02-01 18:06:38,SPartridge,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,2018,other_crime,18,6,1,,,,
2018-00011460,1,Westminster Street ,2,Disorderly Conduct,2018-02-01 18:02:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,other_crime,18,2,1,,,,
2018-00011461,1,24 Arnold St,2,Disorderly Conduct,2018-02-01 18:00:00,MCastillo,11-45-1,DISORDERLY CONDUCT,2018,other_crime,18,0,1,,,,
2018-00011458,1,411 Smith St,2,"Larceny, Other",2018-02-01 17:53:00,KRichards,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,17,53,1,,,,
2018-00011452,1,484 Huntington Ave,2,"Larceny, Other",2018-02-01 17:43:00,TLambert,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,17,43,1,,,,
2018-00011429,1,157 Elmdale Ave,2,"Larceny, Other",2018-02-01 16:38:00,TManzotti,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,16,38,1,,,,
2018-00011423,1,34 Camden Ave,2,RI Statute Violation,2018-02-01 16:30:00,AKanelopoulos,21-28-4.08,CONTROLLED SUBSTANCE CONSPIRACY,2018,other_crime,16,30,1,,,,
2018-00011423,1,34 Camden Ave,2,Drug Offenses,2018-02-01 16:30:00,AKanelopoulos,21-28-4.07.1,DISTRIBUTE CONTROLLED SUBSTANCE NEAR SCHOOL,2018,other_crime,16,30,1,,,,
2018-00011423,1,34 Camden Ave,2,Drug Offenses,2018-02-01 16:30:00,AKanelopoulos,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,16,30,1,,,,
2018-00011410,1,291 Thayer St,2,RI Statute Violation,2018-02-01 16:07:00,NField,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2018,other_crime,16,7,1,,,,
2018-00011410,1,291 Thayer St,2,"Assault, Aggravated",2018-02-01 16:07:00,NField,11-44-23,THROWING OBJECTS POLICE/FIRE PERSONS/VEHICLE - AGG ASSAULT,2018,violent_crime,16,7,1,,,,
2018-00500141,1,Academy Ave 2 ,2,"Fraud, Swindle",2018-02-01 16:03:46,SPartridge,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,16,3,1,,,,
2018-00011406,1,Route 6 Eastatdowntown ,2,Traffic Violation,2018-02-01 15:57:00,JAmoroso,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,15,57,1,,,,
2018-00011404,1,582 Elmwood Ave,2,Vandalism,2018-02-01 15:51:00,ALevesque,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,15,51,1,,,,
2018-00011392,1,306 Cranston St,2,"Assault, Simple",2018-02-01 15:21:00,TSavard,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,15,21,1,,,,
2018-00011379,1,103 Dike St,2,RI Statute Violation,2018-02-01 14:40:00,JLanier,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,14,40,1,,,,
2018-00011379,1,103 Dike St,2,Traffic Violation,2018-02-01 14:40:00,JLanier,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,14,40,1,,,,
2018-00011370,1,280 Broad St,2,Tresspassing,2018-02-01 14:16:00,ITavarez,11-44-26,WILLFUL TRESPASS,2018,property_crime,14,16,1,,,,
2018-00011364,1,61 Lowell Ave,2,Burglary,2018-02-01 13:53:57,JRodrigues,11-8-1,BURGLARY,2018,property_crime,13,53,1,,,,
2018-00011354,1,993 Manton Ave,2,Drug Offenses,2018-02-01 13:00:00,AKanelopoulos,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,13,0,1,,,,
2018-00011354,1,993 Manton Ave,2,RI Statute Violation,2018-02-01 13:00:00,AKanelopoulos,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2018,other_crime,13,0,1,,,,
2018-00500142,1,79 Elmwood Ave,2,"Fraud, Credit Card",2018-02-01 12:47:53,SPartridge,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2018,other_crime,12,47,1,,,,
2018-00011336,1,Empire St At Fountain St,2,RI Statute Violation,2018-02-01 11:54:00,RChin,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2018,other_crime,11,54,1,,,,
2018-00011336,1,Empire St At Fountain St,2,RI Statute Violation,2018-02-01 11:54:00,RChin,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,11,54,1,,,,
2018-00011336,1,Empire St At Fountain St,2,Disorderly Conduct,2018-02-01 11:54:00,RChin,11-45-1,DISORDERLY CONDUCT,2018,other_crime,11,54,1,,,,
2018-00011336,1,Empire St At Fountain St,2,Receiving Stolen Property,2018-02-01 11:54:00,RChin,31-9-2,Possession of Stolen Vehicle or Parts,2018,other_crime,11,54,1,,,,
2018-00011335,1,62 Fairfield Ave,2,"Fraud, Swindle",2018-02-01 11:37:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,11,37,1,,,,
2018-00500143,1,121 Enfield Ave,2,Vandalism,2018-02-01 11:23:27,SPartridge,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,11,23,1,,,,
2018-00011331,1,386 Prairie Ave,2,"Assault, Simple",2018-02-01 11:16:21,TRichards,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,11,16,1,,,,
2018-00011330,1,Mathewson St At Westminster St,2,"Assault, Aggravated",2018-02-01 11:15:00,GSlater,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,violent_crime,11,15,1,,,,
2018-00011329,1,63 Hyat St ,2,Vandalism,2018-02-01 11:09:41,LAndreozzi,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,11,9,1,,,,
2018-00011351,2,7 Bodell Ave,2,Drug Offenses,2018-02-01 11:00:00,JDesmarais,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,11,0,1,,,,
2018-00011323,1,375 Adelaide Ave,2,Drug Offenses,2018-02-01 10:51:00,BRamos,21-28-4.01-C2-(iv),POSSESSION OF MARIJUANA 1OZ OR LESS UNDER 18 YEARS OLD,2018,other_crime,10,51,1,,,,
2018-00500137,1,Fifth ,2,Vandalism,2018-02-01 10:33:14,SPartridge,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,10,33,1,,,,
2018-00011318,1,60 Devonshire St,2,Larceny from Motor Vehicle,2018-02-01 09:55:19,MTella,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,9,55,1,,,,
2018-00011307,1,324 Hope St,2,"Assault, Simple",2018-02-01 09:37:00,CTorres,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,9,37,1,,,,
2018-00500136,1,188 Baker St,2,Vandalism,2018-02-01 09:34:36,SPartridge,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,9,34,1,,,,
2018-00011303,1,148 W River St,2,Vandalism,2018-02-01 08:50:00,MMoonan,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,8,50,1,,,,
2018-00011292,1,387 Charles St,2,Larceny from Motor Vehicle,2018-02-01 08:35:00,MMoonan,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,8,35,1,,,,
2018-00011291,1,1039 Branch Ave,2,"Larceny, Shoplifting",2018-02-01 08:30:54,MTella,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,8,30,1,,,,
2018-00011282,1,61 Ledge St,2,Motor Vehicle Theft,2018-02-01 07:07:00,MMoonan,11-41-1,LARCENY/O $1500 - AUTO THE,2018,property_crime,7,7,1,,,,
2018-00011271,1,Cranston St At Waldo St,2,Warrant\Capias,2018-02-01 04:40:00,INerney,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,4,40,1,,,,
2018-00011246,1,Chalkstoneataldine ,2,Traffic Violation,2018-02-01 01:58:00,KWilliams,31-10-30,Driving on Expired License,2018,other_crime,1,58,1,,,,
2018-00011248,1,9 Aventine Ave,2,RI Statute Violation,2018-02-01 01:57:00,SCampbell,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,1,57,1,,,,
2018-00011237,1,Elmwood Ave At Depew St,2,Warrant\Capias,2018-02-01 01:35:00,LFerreras,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,1,35,1,,,,
2018-00011215,1,280 Broad St,2,Drug Offenses,2018-02-01 00:38:00,KEndres,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,2018,other_crime,0,38,1,,,,
2018-00011217,1,239 Admiral St,2,Burglary,2018-02-01 00:08:00,RMalloy,11-8-1,BURGLARY,2018,property_crime,0,8,1,,,,
2018-00011205,1,41 8Th St,2,"Assault, Simple",2018-02-01 00:05:00,OCastro,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,0,5,1,,,,
2018-00011199,1,11 Steuben St,1,"Assault, Simple",2018-01-31 23:46:00,CBeach,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,23,46,31,,,,
2018-00011187,1,550 Valley St,1,Traffic Violation,2018-01-31 23:09:00,CVingi,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,23,9,31,,,,
2018-00011177,1,497 Manton Ave,1,Municipal Code Violation,2018-01-31 22:39:00,Central Station,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,2018,other_crime,22,39,31,,,,
2018-00011171,1,270 Elmwood Ave,1,Vandalism,2018-01-31 22:02:00,ASchneider,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,22,2,31,,,,
2018-00011166,1,Montrose St At Mt Pleasant Ave,1,RI Statute Violation,2018-01-31 21:38:00,RFoley,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2018,other_crime,21,38,31,,,,
2018-00011166,1,Montrose St At Mt Pleasant Ave,1,Warrant\Capias,2018-01-31 21:38:00,RFoley,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,21,38,31,,,,
2018-00500135,1,229 Medway St,1,Vandalism,2018-01-31 21:11:49,CVieira,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,21,11,31,,,,
2018-00011153,1,Bond St At Dean St,1,Drug Offenses,2018-01-31 21:00:00,DJohnson,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,2018,other_crime,21,0,31,,,,
2018-00011149,1,160 Broad St,1,Disorderly Conduct,2018-01-31 20:48:00,AFrancis,11-45-1,DISORDERLY CONDUCT,2018,other_crime,20,48,31,,,,
2018-00011149,1,160 Broad St,1,"Assault, Simple",2018-01-31 20:48:00,AFrancis,11-5-8.1,ASSAULT WITH BODILY FLUIDS WHILE INCARCERATED - MINOR INJURY,2018,other_crime,20,48,31,,,,
2018-00011144,1,230 Dexter St,1,Motor Vehicle Theft,2018-01-31 20:32:00,Central Station,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,20,32,31,,,,
2018-00011116,1,601 N  Main St,1,"Larceny, Shoplifting",2018-01-31 18:58:00,HNorthup,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,18,58,31,,,,
2018-00011115,1,482 Hartford Ave,1,Vandalism,2018-01-31 18:54:00,GSion,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,18,54,31,,,,
2018-00011115,1,482 Hartford Ave,1,"Assault, Simple",2018-01-31 18:54:00,GSion,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,18,54,31,,,,
2018-00011084,1,20 Plainfield St,1,Traffic Violation,2018-01-31 17:05:00,CCastagliuolo,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,2018,other_crime,17,5,31,,,,
2018-00011080,1,21 Benefit St,1,Burglary,2018-01-31 16:58:00,TSavard,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,16,58,31,,,,
2018-00011079,1,227 Sackett St,1,Burglary,2018-01-31 16:46:00,ALevesque,11-8-1,BURGLARY,2018,property_crime,16,46,31,,,,
2018-00011078,1,414 Smithfield Ave,1,Larceny from Motor Vehicle,2018-01-31 16:43:00,SMarmas,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,16,43,31,,,,
2018-00011071,1,136 Superior St,1,"Assault, Simple",2018-01-31 16:34:00,TLambert,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,16,34,31,,,,
2018-00011069,1,228 Pleasant St,1,Disorderly Conduct,2018-01-31 16:33:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,other_crime,16,33,31,,,,
2018-00011060,1,539 Smith St,1,Larceny from Motor Vehicle,2018-01-31 16:12:00,EBreault,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,16,12,31,,,,
2018-00011041,1,Memorial Blvd At Francis St,1,Traffic Violation,2018-01-31 15:38:00,MGoddard,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,2018,other_crime,15,38,31,,,,
2018-00011040,1,40 Candace St,1,Vandalism,2018-01-31 15:33:00,JSalmeron,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,15,33,31,,,,
2018-00011033,1,Broad St At Oxford St,1,"Larceny, Other",2018-01-31 15:27:00,ASchneider,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,15,27,31,,,,
2018-00011028,1,Dave Gavitt Way At Broadway ,1,Traffic Violation,2018-01-31 15:23:00,MTroia,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,15,23,31,,,,
2018-00011032,1,216 Hope St,1,Larceny from Motor Vehicle,2018-01-31 15:20:00,TSavard,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,15,20,31,,,,
2018-00011023,1,150 Elmwood Ave,1,Motor Vehicle Theft,2018-01-31 15:13:00,Central Station,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,15,13,31,,,,
2018-00500132,1,Claverick St At Broad St,1,Larceny from Motor Vehicle,2018-01-31 15:01:52,CVieira,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,15,1,31,,,,
2018-00011018,1,31 Providence Pl,1,"Assault, Simple",2018-01-31 15:01:00,TRichards,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,15,1,31,,,,
2018-00011014,1,7 Providence Pl,1,"Larceny, Shoplifting",2018-01-31 15:00:58,GMorgan,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,15,0,31,,,,
2018-00011014,1,7 Providence Pl,1,"Assault, Simple",2018-01-31 15:00:58,GMorgan,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,15,0,31,,,,
2018-00011014,1,7 Providence Pl,1,"Assault, Simple",2018-01-31 15:00:58,GMorgan,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,15,0,31,,,,
2018-00011014,1,7 Providence Pl,1,"Larceny, Shoplifting",2018-01-31 15:00:58,GMorgan,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,15,0,31,,,,
