LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-71.5327217,41.7869173,21,SPARROW LN,,CRANSTON,,,,66889,778a83b5bc1c81e4
-71.5319068,41.7866361,15,SPARROW LN,,CRANSTON,,,,66890,5638990021acd097
-71.5320455,41.7862678,11,SPARROW LN,,CRANSTON,,,,66891,c7a9c04689c8bc8b
-71.53609,41.7878955,250,ALPINE ESTATES DR,,CRANSTON,,,,66905,7df11d33c4865847
-71.3913675,41.7692424,42,WINDSOR RD,,CRANSTON,,,,66813,f44c01b89dc2a7ec
-71.3903867,41.7682857,44,SELKIRK RD,,CRANSTON,,,,66849,6cd3b4688acdc0de
-71.5309326,41.7834617,27,RAVEN CIR,,CRANSTON,,,,66863,a112de13868ddeb1
-71.5314671,41.7834466,19,RAVEN CIR,,CRANSTON,,,,66864,4c57bb944db0b89f
-71.5319547,41.7833964,15,RAVEN CIR,,CRANSTON,,,,66865,e1d575615c11a6d3
-71.5324022,41.7833813,11,RAVEN CIR,,CRANSTON,,,,66866,d14c7cb9b28e1e26
-71.5310791,41.7880043,52,HUMMINGBIRD LN,,CRANSTON,,,,66880,d1f75b1a11d46101
-71.5364495,41.787908,258,ALPINE ESTATES DR,,CRANSTON,,,,66906,0feb6f89dbbc8432
-71.5373481,41.7879372,270,ALPINE ESTATES DR,,CRANSTON,,,,66908,9ed62b051c613b6f
-71.5399771,41.7868097,20,CASSANDRA CT,,CRANSTON,,,,66922,91391a7a967399db
-71.5405022,41.7867484,21,CASSANDRA CT,,CRANSTON,,,,66925,231fa92699d02239
-71.5391638,41.7846451,2,JAY CT,,CRANSTON,,,,66940,73c59fc29a674cfd
-71.5306268,41.7878627,45,HUMMINGBIRD LN,,CRANSTON,,,,66881,07b4f01761234639
-71.3912825,41.7682647,51,CIRCUIT DR,,CRANSTON,,,,66851,eca733d032e51093
-71.5322721,41.7854465,180,ALPINE ESTATES DR,,CRANSTON,,,,66853,95d49641c9b25695
-71.5304721,41.7842918,47,RAVEN CIR,,CRANSTON,,,,66860,37ba6a9aae049df3
-71.5305185,41.7836118,35,RAVEN CIR,,CRANSTON,,,,66862,84516b1150ca617e
-71.5336127,41.7874953,17,HUMMINGBIRD LN,,CRANSTON,,,,66867,41a053de8b900e9e
-71.5329105,41.7879483,28,HUMMINGBIRD LN,,CRANSTON,,,,66876,60376ecef4ec0294
-71.5319181,41.7879786,40,HUMMINGBIRD LN,,CRANSTON,,,,66878,ac10a92efe17f9a0
-71.532445,41.7875227,25,HUMMINGBIRD LN,,CRANSTON,,,,66885,ed59fd4b9ac9b5f5
-71.531899,41.7859579,171,ALPINE ESTATES DR,,CRANSTON,,,,66892,d9098d3f968a4391
-71.5325718,41.7859922,2,SPARROW LN,,CRANSTON,,,,66894,c4903f97a4aef855
-71.4796904,41.7446031,975,OAKLAWN AV,,CRANSTON,,,,66609,00c6468246fb14c9
-71.4985501,41.7656529,243,OLNEY ARNOLD RD,,CRANSTON,,,,66616,11d3e09fb651f3de
-71.5156957,41.7753255,8,PEVERIL RD,,CRANSTON,,,,66618,00cd2d792e8b776f
-71.5155219,41.7751373,16,PEVERIL RD,,CRANSTON,,,,66620,8a534a9b94d287ce
-71.5137309,41.7736837,40,PEVERIL RD,,CRANSTON,,,,66625,15911a9e75c4f8e1
-71.5133746,41.7728558,50,PEVERIL RD,,CRANSTON,,,,66627,67a7d8fe418d6e6b
-71.5128041,41.770993,65,PEVERIL RD,,CRANSTON,,,,66634,a7c162a4bb44b622
-71.5143183,41.7735505,41,PEVERIL RD,,CRANSTON,,,,66636,f17f5953a7794db2
-71.5114472,41.7729134,555,COMSTOCK PKWY,,CRANSTON,,,,66643,547a820ec233ebf5
-71.5118269,41.7736657,499,COMSTOCK PKWY,,CRANSTON,,,,66645,f96dc573c04ef5e3
-71.5142046,41.7767476,74,BLUE GENTIAN RD,,CRANSTON,,,,66652,258855d09e0f6d8a
-71.5197053,41.7778064,18,CASTLETON DR,,CRANSTON,,,,66659,095b67bca8836e96
-71.5195578,41.7775258,22,CASTLETON DR,,CRANSTON,,,,66661,c2fd891ec3cac8ac
-71.5340161,41.7868913,9,OWL CT,,CRANSTON,,,,66901,d689adaf2fd841a2
-71.5354444,41.7875525,240,ALPINE ESTATES DR,,CRANSTON,,,,66903,483410cba3a784df
-71.5388586,41.7852805,49,BLUEBIRD LN,,CRANSTON,,,,66957,c2b7e9b21a45c44b
-71.5032278,41.7816179,40,SUNDALE RD,,CRANSTON,,,,66972,3879a9a1e53a17de
-71.504081,41.7831079,88,SUNDALE RD,,CRANSTON,,,,66974,1fd51a0040b03e82
-71.4981339,41.7768383,3,DUTCHESS DR,,CRANSTON,,,,66988,1fb6b8c5b1e1a9fb
-71.4973971,41.7762137,2,DUTCHESS DR,,CRANSTON,,,,66989,028e36d881e20dad
-71.5314827,41.7875206,39,HUMMINGBIRD LN,,CRANSTON,,,,66883,c5df6896b3bf1658
-71.5328201,41.7862722,10,SPARROW LN,,CRANSTON,,,,66896,776edd09f478b9b1
-71.5331945,41.7865464,6,OWL CT,,CRANSTON,,,,66897,26a2760591b50914
-71.5336554,41.7863457,10,OWL CT,,CRANSTON,,,,66898,2067f81d493b8abd
-71.5340414,41.7862807,14,OWL CT,,CRANSTON,,,,66899,c3d404f25226beeb
-71.5387429,41.7875521,10,BLUEBIRD LN,,CRANSTON,,,,66930,b722843f5228d9f7
-71.5394402,41.783011,35,JAY CT,,CRANSTON,,,,66948,6a73736db25d2dc2
-71.5437509,41.7879164,334,ALPINE ESTATES DR,,CRANSTON,,,,66912,a7e7529878efecb2
-71.5406089,41.7870565,17,CASSANDRA CT,,CRANSTON,,,,66926,be25694e5b5a8c31
-71.5407869,41.7878798,1,CASSANDRA CT,,CRANSTON,,,,66928,29acd7405170a11a
-71.5390603,41.7863335,25,BLUEBIRD LN,,CRANSTON,,,,66960,a6019b2fcc34cf2b
-71.5103344,41.7825531,1025,SCITUATE AV,,CRANSTON,,,,66967,97303c2182e8cfe8
-71.5046131,41.7828702,94,SUNDALE RD,,CRANSTON,,,,66976,cd5db78af843c286
-71.5057032,41.7827686,111,SUNDALE RD,,CRANSTON,,,,66978,915af9987b69fdae
-71.4985472,41.7769274,5,DUTCHESS DR,,CRANSTON,,,,66987,7dbf9c77d1b248d1
-71.4989979,41.7743293,151,ROME DR,,CRANSTON,,,,66994,95603dd66bcd0458
-71.5061959,41.780571,2,ROYAL CREST DR,,CRANSTON,,,,67001,b91ccdde37d0d701
-71.5055416,41.7800167,30,ROYAL CREST DR,,CRANSTON,,,,67003,f91b2d7eed796ac4
-71.5055504,41.7779986,42,BRIARBROOKE LN,,CRANSTON,,,,67012,2fa59b027471e940
-71.5365843,41.7829863,48,LINDSAY LN,,CRANSTON,,,,67037,d6074ec289f4f1b3
-71.5357395,41.7836511,35,LINDSAY LN,,CRANSTON,,,,67044,385f453ea0eddbf6
-71.5349108,41.7837033,21,LINDSAY LN,,CRANSTON,,,,67046,6ac43ae9a194b42a
-71.5354312,41.784215,30,SOPHIA DR,,CRANSTON,,,,67053,ff3c5ec9f7cee424
-71.535047,41.7846783,21,SOPHIA DR,,CRANSTON,,,,67060,53707052dcd8c18d
-71.535792,41.7862092,14,FALCON LN,,CRANSTON,,,,67062,811d7baa8de8067d
-71.5040339,41.7763702,18,LEBARON CT,,CRANSTON,,,,67007,1f17580261b54991
-71.5197725,41.7785758,1284,SCITUATE AV,,CRANSTON,,,,67023,be2e1e9f7e5484a1
-71.536978,41.7829252,50,LINDSAY LN,,CRANSTON,,,,67038,9c08bcd27c88755a
-71.5374225,41.7828107,60,LINDSAY LN,,CRANSTON,,,,67039,e279df9ded1a76a4
-71.5375587,41.7834051,51,LINDSAY LN,,CRANSTON,,,,67040,c5e13f963a2e0b85
-71.5369254,41.7834873,45,LINDSAY LN,,CRANSTON,,,,67042,aa8478d5a5c43795
-71.536392,41.7840565,40,SOPHIA DR,,CRANSTON,,,,67056,92fec2e64ca323e3
-71.5364,41.7845974,41,SOPHIA DR,,CRANSTON,,,,67057,af48160717d92eb5
-71.5393357,41.7874918,7,BLUEBIRD LN,,CRANSTON,,,,66964,6eb7b32a9774138f
-71.5109987,41.7826016,1039,SCITUATE AV,,CRANSTON,,,,66965,7e2153af36610e9c
-71.5048435,41.7833351,101,SUNDALE RD,,CRANSTON,,,,66980,a4bcf987ba7fde22
-71.5043375,41.7836184,95,SUNDALE RD,,CRANSTON,,,,66981,2386538222bbfdd2
-71.5024337,41.7808971,3,SUNDALE RD,,CRANSTON,,,,66982,2ff8bd15c99b4c48
-71.5020936,41.7771513,38,APPLE HOUSE DR,,CRANSTON,,,,66997,17baa36d9ef2db7e
-71.5082638,41.7812392,946,SCITUATE AV,,CRANSTON,,,,67000,47b0d7fd392f931f
-71.5052965,41.7772752,60,BRIARBROOKE LN,,CRANSTON,,,,67013,4c49f5b15a456ef3
-71.5055793,41.7791216,21,REGAL WY,,CRANSTON,,,,67014,4aa3f0204b258854
-71.5343035,41.7831579,14,LINDSAY LN,,CRANSTON,,,,67030,b58729d1bab8cce4
-71.5347332,41.783176,24,LINDSAY LN,,CRANSTON,,,,67032,90d32255e623e002
-71.535232,41.7831866,30,LINDSAY LN,,CRANSTON,,,,67033,1b683a4c96a876a1
-71.5343698,41.7836886,15,LINDSAY LN,,CRANSTON,,,,67047,286026ae4a710e22
-71.5340076,41.7836925,7,LINDSAY LN,,CRANSTON,,,,67048,36031a1bac90b805
-71.5341468,41.7842013,10,SOPHIA DR,,CRANSTON,,,,67049,ba33e55085b88a7c
-71.5345041,41.7841455,14,SOPHIA DR,,CRANSTON,,,,67050,54db03e65acec729
-71.536277,41.7861192,22,FALCON LN,,CRANSTON,,,,67064,857475f1be69fde1
-71.5364805,41.7850691,36,FALCON LN,,CRANSTON,,,,67066,737379bde4753fa9
-71.5355917,41.7857357,16,SWAN CT,,CRANSTON,,,,67080,bcb9927cdb93b137
-71.5359426,41.7846061,35,SOPHIA DR,,CRANSTON,,,,67058,127263ed5d7c886c
-71.5371187,41.7854245,39,FALCON LN,,CRANSTON,,,,67072,f8eee64d20b2240c
-71.5371916,41.7857916,35,FALCON LN,,CRANSTON,,,,67073,c18c739a9b7ebb94
-71.5369992,41.7861969,25,FALCON LN,,CRANSTON,,,,67074,78fec07401512b5a
-71.5366941,41.7864554,21,FALCON LN,,CRANSTON,,,,67075,fca9f2a0f3163135
-71.4902287,41.7909499,12,LAKE GARDEN DR,,CRANSTON,,,,67107,46296c8b6c8d525b
-71.3981887,41.7772015,166,ARNOLD AV,,CRANSTON,,,,65585,f6527f672208b40d
-71.398423,41.7771603,170,ARNOLD AV,,CRANSTON,,,,65586,96fc405b7b9e5259
-71.3995451,41.7791058,210,GRAND AV,,CRANSTON,,,,65601,e20f079070d536b5
-71.5215723,41.776739,19,BAKEWELL CT,,CRANSTON,,,,66675,495050faae3a7757
-71.5218022,41.7775345,15,BAKEWELL CT,,CRANSTON,,,,66677,c8156b5b4e655cd1
-71.5209726,41.7755293,45,BAKEWELL CT,,CRANSTON,,,,66686,3d7a9cc76152e095
-71.5291565,41.7858265,7,DOVE CT,,CRANSTON,,,,66695,28eb407a6a8123ae
-71.5370351,41.7847205,49,FALCON LN,,CRANSTON,,,,67069,9b8644d968133a34
-71.5370058,41.7850356,45,FALCON LN,,CRANSTON,,,,67071,6ad74badc506049c
-71.536269,41.786567,15,FALCON LN,,CRANSTON,,,,67076,423bee7157f406c0
-71.5365468,41.7855302,4,SWAN CT,,CRANSTON,,,,67078,c71f32f72669f10e
-71.501181,41.7887294,96,INDEPENDENCE WY,,CRANSTON,,,,67103,3fa034bb61b2b3d4
-71.4914202,41.7850994,36,STARLING DR,,CRANSTON,,,,67121,a6adec478ed2e12b
-71.4850853,41.7916036,83,YEOMAN AV,,CRANSTON,,,,67135,68694bea825b2309
-71.4875307,41.7867758,,STONY ACRE DR,,CRANSTON,,,,67137,91d1502adb1b5e14
-71.5338474,41.7852381,200,ALPINE ESTATES DR,,CRANSTON,,,,66702,631c103f37005f23
-71.5353928,41.7872217,234,ALPINE ESTATES DR,,CRANSTON,,,,66709,220b232a8c4d3892
-71.5331568,41.7848671,177,MARJORAM DR,,CRANSTON,,,,66734,ad82a2af14f379a7
-71.5325084,41.7838419,12,RAVEN CIR,,CRANSTON,,,,66736,22456b44fdedf8be
-71.5325647,41.7843698,54,RAVEN CIR,,CRANSTON,,,,66745,1c2cd5111d6a2155
-71.4042112,41.7739434,20,HENRY ST,,CRANSTON,,,,66770,c048fd1a50698cd1
-71.3982824,41.7759261,175,COLUMBIA AV,,CRANSTON,,,,65609,ecf6e19937db2452
-71.5350296,41.7852161,21,SWAN CT,,CRANSTON,,,,67082,42cc011319de7aeb
-71.535503,41.7851593,15,SWAN CT,,CRANSTON,,,,67083,99a02da3fcc2719d
-71.4416392,41.7835497,58,PERSHING ST,,CRANSTON,,,,67155,5ca7e933308072b7
-71.4406497,41.7822537,134,HIGH SCHOOL AV,,CRANSTON,,,,67156,2d610ce9bd9a2b45
-71.4418619,41.7843945,242,LEGION WY,,CRANSTON,,,,67172,91cdc2a6ebefd7f2
-71.4867861,41.7588249,950,PHENIX AV,,CRANSTON,,,,67190,2fa9fe1abfe0a952
-71.4870294,41.7933415,1524,PLAINFIELD ST,,CRANSTON,,,,67131,c4f54e79fceae265
-71.4041415,41.7734023,139,PARK AV,,CRANSTON,,,,67147,dbd55231c2036d85
-71.4040202,41.7734349,139,PARK AV,,CRANSTON,,,,67148,4e96c4daa5925181
-71.441989,41.7846897,245,LEGION WY,,CRANSTON,,,,67164,945ee4058dc2edf9
-71.4402887,41.7842593,199,LEGION WY,,CRANSTON,,,,67166,13f6491d9062a262
-71.4929633,41.780251,2,AMY DR,,CRANSTON,,,,67206,c92fa12b3819351b
-71.4928159,41.7797182,12,MARY JO CT,,CRANSTON,,,,67207,80653be5131d05c8
-71.3988008,41.7770519,178,ARNOLD AV,,CRANSTON,,,,65637,7fc1a0a7566863f6
-71.3942346,41.7711805,107,SEFTON DR,,CRANSTON,,,,65652,daa34e0243bef019
-71.3980397,41.7759654,169,COLUMBIA AV,,CRANSTON,,,,65610,b5b36255ee91df3b
-71.3925187,41.7743708,83,BLUFF AV,,CRANSTON,,,,65627,1181b1de20188f7a
-71.4056332,41.7758785,91,VILLA AV,,CRANSTON,,,,65663,e7e5c51eb6a1090a
-71.5485833,41.7384758,405,MAIN ST,,CRANSTON,,,,65677,478b4e829ae08b16
-71.4042652,41.7733807,151,PARK AV,,CRANSTON,,,,67144,0a627a7f48a80934
-71.4041803,41.7733951,141,PARK AV,,CRANSTON,,,,67146,d168735bd66439f7
-71.4398749,41.7843899,200,ELDRIDGE ST,,CRANSTON,,,,67160,9401d83aaa112ce6
-71.4402552,41.7846785,212,ELDRIDGE ST,,CRANSTON,,,,67162,f0c75557623e4e26
-71.4406841,41.7841383,208,LEGION WY,,CRANSTON,,,,67171,f8fdff4a46bbb013
-71.4452802,41.7921501,50,BARRETT ST,,CRANSTON,,,,67176,9349a427e8f59dc9
-71.3897569,41.7672907,5,COMMERCIAL ST,,CRANSTON,,,,66809,d07fc8033e9e3da6
-71.3900417,41.7681378,25,CIRCUIT DR,,CRANSTON,,,,66811,e53b1c31694fc9fb
-71.3978653,41.7856065,289,NORTHUP ST,,CRANSTON,,,,66825,3faf0998a9734fbf
-71.531802,41.7855045,176,ALPINE ESTATES DR,,CRANSTON,,,,66852,0f479d3713e388df
-71.5327123,41.785384,186,ALPINE ESTATES DR,,CRANSTON,,,,66854,4ab4f58b22134bb7
-71.5305592,41.7847418,49,RAVEN CIR,,CRANSTON,,,,66859,3ae593ecc2342039
-71.5303784,41.7839118,41,RAVEN CIR,,CRANSTON,,,,66861,3b2ad0f52ab0a950
-71.3975796,41.7751312,189,SHAW AV,,CRANSTON,,,,65615,a4773459563f2fd0
-71.3910484,41.7753513,1340,NARRAGANSETT BLVD,,CRANSTON,,,,65622,5d2a1c7d2055118c
-71.476739,41.7550983,669,OAKLAWN AV,,CRANSTON,,,,67185,488ef1c4e0267a8c
-71.4766597,41.7553511,661,OAKLAWN AV,,CRANSTON,,,,67187,6f7e8c5a92a7688d
-71.5341526,41.7873963,7,HUMMINGBIRD LN,,CRANSTON,,,,66868,9c593dd5ab55a1e1
-71.5347281,41.7872627,3,HUMMINGBIRD LN,,CRANSTON,,,,66870,1c61e122e357fe24
-71.5324437,41.7879646,32,HUMMINGBIRD LN,,CRANSTON,,,,66877,61c89fe0379adac5
-71.5314543,41.7879973,44,HUMMINGBIRD LN,,CRANSTON,,,,66879,9e73bfd99aedd158
-71.5319278,41.7875082,33,HUMMINGBIRD LN,,CRANSTON,,,,66884,bfcfacc16b36c390
-71.5329288,41.7875059,35,SPARROW LN,,CRANSTON,,,,66886,7c6b288d922798d4
-71.5301641,41.7859208,161,ALPINE ESTATES DR,,CRANSTON,,,,66893,ea0090e303287e38
-71.5334472,41.7870108,20,SPARROW LN,,CRANSTON,,,,66902,a3a012e96663831b
-71.5356688,41.7877906,246,ALPINE ESTATES DR,,CRANSTON,,,,66904,83b7fe69871792da
-71.5410255,41.7406218,1409,HOPE RD,,CRANSTON,,,,65679,cefb375a81d155ad
-71.476981,41.7543461,695,OAKLAWN AV,,CRANSTON,,,,67181,efc0d27b3020cffb
-71.4769393,41.7545084,689,OAKLAWN AV,,CRANSTON,,,,67182,5be17b3a838428db
-71.4768892,41.7546207,685,OAKLAWN AV,,CRANSTON,,,,67183,52e5bebffbb32acb
-71.4768684,41.7546925,681,OAKLAWN AV,,CRANSTON,,,,67184,9e8e8dafe0f0449b
-71.4979305,41.7820047,15,GIANNA DR,,CRANSTON,,,,67215,6e3c654d3a983250
-71.4972829,41.7821523,20,SCITUATE FARMS DR,,CRANSTON,,,,67217,79f1280f22716f40
-71.5470527,41.7317975,145,MAIN ST,,CRANSTON,,,,65669,43836ad62f250c49
-71.5117389,41.7332038,36,PRIMROSE DR,,CRANSTON,,,,65685,25e2911f7a57d045
-71.5129075,41.732545,33,PRIMROSE DR,,CRANSTON,,,,65687,56606f98baf8f0da
-71.4982222,41.7827954,50,SCITUATE FARMS DR,,CRANSTON,,,,67222,8c11d7314b79d73d
-71.4984314,41.7827288,60,SCITUATE FARMS DR,,CRANSTON,,,,67223,9ce12231e5477e53
-71.4987497,41.7826119,62,SCITUATE FARMS DR,,CRANSTON,,,,67224,4924099888a5c7ac
-71.499029,41.7825316,70,SCITUATE FARMS DR,,CRANSTON,,,,67225,4585ee75a019276b
-71.4972923,41.7829278,43,SCITUATE FARMS DR,,CRANSTON,,,,67240,7e822a1f9df435e6
-71.4970508,41.782793,37,SCITUATE FARMS DR,,CRANSTON,,,,67241,618beae9d0ec8207
-71.4969035,41.7825694,31,SCITUATE FARMS DR,,CRANSTON,,,,67242,f35372bbced2df1a
-71.4785896,41.7891252,132,CLARK AV,,CRANSTON,,,,65711,289668c7e5d10dee
-71.4815297,41.7914282,150,CURRY RD,,CRANSTON,,,,65727,c8ace2762596b63f
-71.4788053,41.7909996,72,CLARK AV,,CRANSTON,,,,65730,e48bd78613b18a97
-71.4185189,41.766168,235,3RD AV,,CRANSTON,,,,67272,b9e74cf22cb6fea5
-71.4187342,41.7656155,224,3RD AV,,CRANSTON,,,,67274,78c9e1f00b47d1c4
-71.386644,41.7650401,72,FORT AV,,CRANSTON,,,,67291,a42cba9e62ff0851
-71.446544,41.7911795,56,BEACON ST,,CRANSTON,,,,67307,a34ab5d4d7333205
-71.4817519,41.7890827,25,CANNON ST,,CRANSTON,,,,65702,57d20e65612e7eaa
-71.4821217,41.7890711,9,CANNON ST,,CRANSTON,,,,65703,06ea8614d7e489b7
-71.4818145,41.788693,50,HARCOURT ST,,CRANSTON,,,,65704,f7298bb58620dc0e
-71.4974387,41.7825322,32,SCITUATE FARMS DR,,CRANSTON,,,,67219,502441dff2ae18f7
-71.4978794,41.7827654,44,SCITUATE FARMS DR,,CRANSTON,,,,67221,8a57c204a749cfc7
-71.4996364,41.7823129,80,SCITUATE FARMS DR,,CRANSTON,,,,67228,2624170556fd27bc
-71.4977583,41.7831275,2,PENNY LN,,CRANSTON,,,,67235,8fa61c325475c00a
-71.4968012,41.7820976,19,SCITUATE FARMS DR,,CRANSTON,,,,67244,a3fffbe6d64428b8
-71.4968135,41.7816748,7,SCITUATE FARMS DR,,CRANSTON,,,,67246,a8d92c4c253bba65
-71.547655,41.7350903,275,MAIN ST,,CRANSTON,,,,65672,e750297a54e38b58
-71.512669,41.7343534,14,PRIMROSE DR,,CRANSTON,,,,65681,34512a53383b7eab
-71.5128737,41.7337425,19,PRIMROSE DR,,CRANSTON,,,,65690,f166221d955452bc
-71.5131872,41.7342832,9,PRIMROSE DR,,CRANSTON,,,,65692,5853f8477899cea2
-71.4795957,41.7923741,19,CLARK AV,,CRANSTON,,,,65708,96bd352462c6f0a7
-71.4785297,41.7927174,43,ROYAL AV,,CRANSTON,,,,65715,3485dc34122f754e
-71.481528,41.787234,250,ELENA ST,,CRANSTON,,,,65731,cdf2588c0f54ebc2
-71.5387574,41.787799,280,ALPINE ESTATES DR,,CRANSTON,,,,66929,da7245d670b287a4
-71.5398318,41.784385,7,JAY CT,,CRANSTON,,,,66952,837acd3957ac971d
-71.5391945,41.7867045,19,BLUEBIRD LN,,CRANSTON,,,,66961,73362e13f8408229
-71.5048517,41.7826362,98,SUNDALE RD,,CRANSTON,,,,66977,887ea2a6b61126a2
-71.5053125,41.7831535,107,SUNDALE RD,,CRANSTON,,,,66979,e3f803fc085c6b1f
-71.4197751,41.7680666,148,BURBANK ST,,CRANSTON,,,,67280,9dcaf31dcad7f076
-71.4222377,41.7683543,72,CARMAN ST,,CRANSTON,,,,67285,7600b9ef88e9c516
-71.3864612,41.7610898,85,SEAVIEW AV,,CRANSTON,,,,67296,44f3b0c26f86da15
-71.5035488,41.7793407,24,HOLLY HILL LN,,CRANSTON,,,,66984,dd417fd4965f2b5d
-71.4248755,41.7697794,1473,ELMWOOD AV,,CRANSTON,,,,65745,4dc21ab06b7d663c
-71.4294303,41.7651276,888,WELLINGTON AV,,CRANSTON,,,,65762,f1cd69c05fbdb7a8
-71.4237144,41.7650474,105,3RD AV,,CRANSTON,,,,67267,12c1495427dda02f
-71.4193277,41.7681417,150,BURBANK ST,,CRANSTON,,,,67281,cb2123db33ef55c4
-71.4224686,41.7686376,49,SHARON ST,,CRANSTON,,,,67282,4a4c52e9f3f79bec
-71.4235784,41.7680988,30,CARMAN ST,,CRANSTON,,,,67283,f52fca46a019e299
-71.4259721,41.7742736,431,STATION ST,,CRANSTON,,,,65735,58802f090e5c504f
-71.4259118,41.7744086,427,STATION ST,,CRANSTON,,,,65736,43bb979135a63197
-71.4271596,41.7620515,1655,ELMWOOD AV,,CRANSTON,,,,65769,56a527556b6ed75d
-71.4248346,41.7621714,1668,ELMWOOD AV,,CRANSTON,,,,65770,94027b60256783e9
-71.4224201,41.7745705,1325,ELMWOOD AV,,CRANSTON,,,,65771,d306e2844da2c895
-71.4454834,41.7910742,86,BEACON ST,,CRANSTON,,,,67308,c5ad1c980f5622a5
-71.4448581,41.7910065,102,BEACON ST,,CRANSTON,,,,67309,88162159290d5d5a
-71.3875208,41.7648448,69 R,FORT AV,,CRANSTON,,,,67297,71636a256b688713
-71.4940188,41.7520454,18,JENNIFER CIR,,CRANSTON,,,,65794,4aae1c2624aff50d
-71.4945899,41.7525522,4,JENNIFER CIR,,CRANSTON,,,,65795,3807f3524144b5ee
-71.4258704,41.7755015,11,AUBURN ST,,CRANSTON,,,,65758,589b9a73dac09bc6
-71.4249827,41.7784828,382,WELLINGTON AV,,CRANSTON,,,,65774,b414f757d492a50c
-71.4966656,41.7528207,595,WILBUR AV,,CRANSTON,,,,65802,a3be736fb27a3e8f
-71.4914772,41.7499926,10,RIDGEVALE CT,,CRANSTON,,,,65804,6fc07e8b8e0ff82a
-71.4914333,41.7496149,18,RIDGEVALE CT,,CRANSTON,,,,65805,238281c9695e8d15
-71.49686,41.7500957,50,SWEET FERN DR,,CRANSTON,,,,65822,4ca56a729eaef540
-71.5046896,41.7790535,26,REGAL WY,,CRANSTON,,,,67004,92456fa83443986a
-71.5059777,41.7773891,45,BRIARBROOKE LN,,CRANSTON,,,,67009,9aa7aa3d1172428c
-71.5067679,41.7789687,25,BRIARBROOKE LN,,CRANSTON,,,,67011,464d6e94492f4461
-71.5339552,41.7832153,8,LINDSAY LN,,CRANSTON,,,,67029,a8990b84b798bc37
-71.5356396,41.7831542,36,LINDSAY LN,,CRANSTON,,,,67034,ca8e870dc8c5a69b
-71.5361261,41.7830575,38,LINDSAY LN,,CRANSTON,,,,67036,f885bef47b7923f1
-71.5362158,41.7835729,37,LINDSAY LN,,CRANSTON,,,,67043,c9d8a356e08b3cfa
-71.5353276,41.7836958,27,LINDSAY LN,,CRANSTON,,,,67045,8f19c36339db7224
-71.534993,41.7842181,24,SOPHIA DR,,CRANSTON,,,,67052,d7b229b1efb82e61
-71.5359769,41.7841401,34,SOPHIA DR,,CRANSTON,,,,67054,b6e894fadabdac7a
-71.5354237,41.7846696,25,SOPHIA DR,,CRANSTON,,,,67059,a55fde616e908642
-71.5345551,41.7846814,15,SOPHIA DR,,CRANSTON,,,,67061,023806c1c2fe408e
-71.5357355,41.7866693,9,FALCON LN,,CRANSTON,,,,67077,00de2c2fbc3071ff
-71.4914333,41.7492842,20,RIDGEVALE CT,,CRANSTON,,,,65806,0659dc21b1373619
-71.4911609,41.7486545,36,RIDGEVALE CT,,CRANSTON,,,,65808,0c301ee313dcd615
-71.4920205,41.7497521,3,RIDGEVALE CT,,CRANSTON,,,,65815,a1d337d58d878fbb
-71.5036467,41.747227,1587,PHENIX AV,,CRANSTON,,,,65838,a4b5e4bf20d73901
-71.3920648,41.7708965,65,STRATHMORE RD,,CRANSTON,,,,65852,57f739e9a31e8bce
-71.3917055,41.7709818,53,STRATHMORE RD,,CRANSTON,,,,65853,d025193d6553f2b9
-71.3920865,41.7694499,53,WINDSOR RD,,CRANSTON,,,,65855,930a039aa1c76400
-71.401977,41.7806646,140,WHEELER AV,,CRANSTON,,,,65869,60258226e3bfa688
-71.4955305,41.7527067,60,MOLLIE DR,,CRANSTON,,,,65796,3dd3cf32900c2942
-71.4920723,41.7483379,25,RIDGEVALE CT,,CRANSTON,,,,65810,e56a1d9f51b764fa
-71.492326,41.7487179,21,RIDGEVALE CT,,CRANSTON,,,,65811,2b6dfb7195056859
-71.492185,41.7491471,15,RIDGEVALE CT,,CRANSTON,,,,65812,b63fae3bf05c3a7d
-71.4920158,41.7493863,9,RIDGEVALE CT,,CRANSTON,,,,65813,470a2e071680f49a
-71.4971994,41.7513871,31,LANTERN LN,,CRANSTON,,,,65827,0f33bc36fea2dc6f
-71.4959628,41.7499369,31,SWEET FERN DR,,CRANSTON,,,,65828,aceda4920259aa07
-71.4953441,41.7504575,28,APPLE BLOSSOM LN,,CRANSTON,,,,65829,89e9fa9bbb7093b3
-71.3921535,41.7749086,20,MARION AV,,CRANSTON,,,,65843,021eaa8156536cf3
-71.3928849,41.7747258,32,MARION AV,,CRANSTON,,,,65844,ff53428fe8a485c4
-71.3920222,41.7712382,70,SEFTON DR,,CRANSTON,,,,65845,40e562b686062895
-71.3944141,41.7714781,63,BERWICK LN,,CRANSTON,,,,65847,4f740fa56a793f50
-71.5361756,41.7855938,10,SWAN CT,,CRANSTON,,,,67079,2214f08e0813144c
-71.5360239,41.7851946,7,SWAN CT,,CRANSTON,,,,67084,47f5694da88d59f7
-71.4852181,41.7917605,79,YEOMAN AV,,CRANSTON,,,,67136,9b2fcfcfa89081ca
-71.4042288,41.7733861,149,PARK AV,,CRANSTON,,,,67145,a1406bbb8c9ca303
